id,probability_maraud,successful_mating,next_foraging_time,x_pos,y_pos,foraging_events,foraging_hrs,foraging_sqhrs,staying_events,staying_hrs,staying_sqhrs,repairing_events,repairing_hrs,repairing_sqhrs,marauding_events,marauding_hrs,marauding_sqhrs,traveling_events,traveling_hrs,traveling_sqhrs
0,0.0,10,360.1766367966925,0.0,0.0,577.0,70.11312901039486,13.521956430272668,1413.0,240.72829676249734,52.04027960229006,299.0,49.23323200618158,10.244024412532541,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,14,360.31867459011994,0.0,100.0,572.0,72.00091639003085,15.356237771950184,1494.0,245.55119198471132,52.549904223562585,239.0,42.70169915909377,9.768553557029664,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,6,360.64261097160187,0.0,200.0,565.0,72.94037824860315,15.35207440114277,1331.0,226.13169106834067,48.56680660972644,360.0,60.95873733850684,13.354326977946878,0.0,0.0,0.0,0.0,0.0,0.0
3,0.054,6,360.2372938524694,100.0,0.0,555.0,67.53791903847215,13.853156782480232,1495.0,259.7839538443166,57.84612255326,185.0,30.55067352066672,6.495931604819563,15.0,1.5000000000000002,0.15000000000000008,89.0,0.706634480534386,0.006237139917695477
4,0.054,9,360.03110411127716,100.0,100.0,576.0,74.18560220186914,15.84669582283182,1420.0,241.64247007143612,52.37745339973206,250.0,42.61042641181338,9.35251884581221,11.0,1.0999999999999999,0.11000000000000004,72.0,0.4717018134702738,0.0034079218106995886
5,0.0,11,360.0781107652431,100.0,200.0,550.0,70.61790450795445,14.911318136360032,1575.0,264.7998904242213,56.63579361614405,149.0,24.60735342126774,5.322314370593837,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,12,360.14232219776045,200.0,0.0,569.0,69.17262857347365,14.14150105630895,1650.0,272.6035849567776,57.89083683940142,98.0,18.23062714393766,4.209783439401724,0.0,0.0,0.0,0.0,0.0,0.0
7,0.054,9,360.10706344308215,200.0,100.0,558.0,72.75668141262075,15.232187441358882,1474.0,242.79578898631448,50.95073988188136,250.0,42.70496822045099,8.990965453225918,13.0,1.3,0.13000000000000006,89.0,0.5763975152236563,0.004093792866941019
8,0.0,8,360.142995600473,200.0,200.0,583.0,65.37071143631005,12.572169676509656,1442.0,245.60394785577432,52.52603195351224,281.0,49.05859755958427,10.767584913303356,0.0,0.0,0.0,0.0,0.0,0.0
9,0.054,9,360.2136603242918,300.0,0.0,566.0,73.49447140375932,14.934968629805931,1545.0,259.4689293635992,54.62221605018278,145.0,24.67984448819061,5.46407247176397,15.0,1.5000000000000002,0.15000000000000008,92.0,0.8960019540651686,0.010009430727023321
10,0.0,6,360.09402697037774,300.0,100.0,562.0,70.6669199673249,14.148967487787031,1616.0,277.2193137688283,59.707192857941735,73.0,12.247717572453263,2.592936287374253,0.0,0.0,0.0,0.0,0.0,0.0
11,0.054,8,360.1914945918974,300.0,200.0,558.0,72.15737345653798,15.274170543788811,1497.0,254.7210449205207,54.732662581317854,167.0,30.675784734540354,7.05256141726218,16.0,1.6000000000000003,0.1600000000000001,80.0,0.8470744138854522,0.010159465020576136
