id,probability_maraud,successful_mating,next_foraging_time,x_pos,y_pos,foraging_events,foraging_hrs,foraging_sqhrs,staying_events,staying_hrs,staying_sqhrs,repairing_events,repairing_hrs,repairing_sqhrs,marauding_events,marauding_hrs,marauding_sqhrs,traveling_events,traveling_hrs,traveling_sqhrs
0,0.0,10,359.937706999,572.511884148,33.1112474573,561.0,73.9259410109,16.7523795697,1683.0,286.088779576,61.4062290456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,7,359.91009828,97.1134462135,982.169177064,560.0,69.5047206468,14.7086084682,1687.0,290.588782736,63.2545205137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,8,360.2957287,1333.09431946,2170.72386617,561.0,66.688625485,14.1339245061,1740.0,293.38155133,62.2106672077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,5,360.175334284,1523.85334072,833.838184876,571.0,70.4125633835,14.2511470724,1712.0,289.702171794,61.699548858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,13,360.620275538,203.269957548,743.645647027,559.0,71.1051657495,14.8368514983,1700.0,288.984515109,62.5034585034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,7,360.557840837,1762.57764717,88.9873501018,565.0,66.782456161,13.0237399141,1715.0,293.235559215,63.252095347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,5,360.010655012,1575.81905207,928.030008827,568.0,72.8144240154,15.282483767,1718.0,287.21074347,61.1845714177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,5,360.899146913,10.7172754083,944.598057339,560.0,69.4059810261,15.0268728775,1673.0,290.656856467,62.9920110658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,14,359.97149488,1156.86623385,1682.76791537,563.0,69.8501594754,14.59378866,1737.0,290.212771028,61.9917142323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,8,359.939614183,279.727905072,1933.29744773,576.0,69.5772311115,14.2125795087,1761.0,290.506412212,61.4867009413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,4,360.077416645,1743.79241166,20.1699655771,562.0,68.5633153349,13.484786292,1734.0,291.475159575,62.1746650146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,11,360.368457888,521.113989144,98.2850771013,576.0,71.0109323726,15.0968370197,1657.0,289.022799328,63.066111858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,10,360.061326286,1528.72284785,429.0459337,562.0,72.2968330452,15.2234417315,1724.0,287.742840838,60.8042543008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,14,360.397969913,464.479483232,1750.74227451,554.0,75.427571354,15.6013894385,1733.0,284.652902551,59.6829532333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,6,360.586889534,1877.13549019,862.41175579,570.0,70.9536937458,14.6110221923,1705.0,289.150515839,62.0127135459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,9,359.969013416,190.619049291,11.0391030835,576.0,70.5924015612,14.4145672697,1735.0,289.477157942,60.8373570301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,13,360.469592457,1251.87360554,1134.97434258,559.0,70.7384920194,14.9554687208,1680.0,289.345536933,63.1162625415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,10,359.983787526,1597.14001332,1050.35434906,569.0,71.1000657674,13.5042003108,1715.0,288.922152366,61.3851982777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,7,359.954508509,1674.38216,1988.92002116,579.0,69.6696600473,13.9130122033,1699.0,290.332041221,62.154175133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,5,360.062687757,844.061994005,645.372966757,566.0,72.9087581715,15.0195619586,1675.0,287.132906262,61.0631481203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,11,359.989554598,1144.25352547,701.594968866,583.0,70.8817804339,14.7252436099,1698.0,289.232637681,62.8761511711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,8,360.513435689,1860.91208964,1858.78246641,562.0,69.8247062267,14.0823860523,1740.0,290.246973738,61.7813525136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,4,360.409149584,348.200880878,2245.87770267,570.0,72.4064231313,16.0328050695,1749.0,287.608421463,60.7131096488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.004,10,360.237977917,814.375928829,2095.77247719,547.0,72.024385103,15.4068394529,1669.0,288.040655255,62.3855296198,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.116105944569,0.00255734971791
24,0.0,14,360.055878307,1163.45521749,1327.51799668,567.0,71.4656500043,15.1401738522,1709.0,288.632869541,61.6930512788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,8,359.84494067,1597.57443399,1664.07368644,559.0,69.5558651151,13.8435514966,1725.0,290.489954564,62.7057693574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,8,360.108077276,556.007199811,635.940287252,566.0,71.9678575035,15.9227244403,1724.0,288.330295655,61.9252050434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,16,360.539304943,1699.98568266,507.400347662,577.0,69.4013947662,13.7747527973,1705.0,290.703804728,63.0569408515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,8,359.923335006,778.639914537,2201.16391967,569.0,69.1913448179,14.086171589,1710.0,290.810320179,62.1353625181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,8,360.111032162,220.441489831,1983.0583001,562.0,67.3600187559,13.5155059525,1714.0,292.806764614,63.212889013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,12,360.539171382,1714.44924387,584.42587639,560.0,68.8076813455,13.7423853679,1719.0,291.456156385,62.0887848119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,12,360.043948827,1142.04606044,1970.71573881,572.0,71.5938304129,15.1477219725,1685.0,288.467057565,62.3451719701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0,9,360.049762199,1500.24772734,524.562739212,562.0,71.485970756,15.1529091291,1681.0,288.682416838,61.9257375369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,9,360.83177483,553.903679401,1178.52991858,573.0,70.7635529463,14.7519819279,1735.0,289.288239455,61.3111635224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,6,360.005043561,1609.56514004,1754.67283998,563.0,69.9901057109,15.0747825112,1697.0,290.033607201,62.6142832419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.0,13,359.919435517,1059.06628156,2087.29684038,560.0,70.5606938857,14.5121423344,1738.0,289.503138807,61.3469250038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,8,360.049666198,550.715435289,160.987359653,570.0,69.9394037763,13.9945456296,1741.0,290.132060143,61.8541738252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0,9,360.651043807,509.061503112,1978.2859232,563.0,67.4449289903,13.1644714945,1705.0,292.776452511,63.3480027969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,5,360.15745785,1705.4334749,150.062501274,569.0,72.5651324915,15.6550322411,1689.0,287.631929412,61.6093416426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.0,7,359.96633666,61.3610281132,401.536627724,554.0,72.1746074336,16.2844593378,1706.0,287.848525427,61.4504348584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.0,14,360.087080818,542.263326408,895.193232686,562.0,70.8086538727,14.2934534495,1714.0,289.446242176,62.5350516786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.0,12,360.334630007,696.280164222,1729.58670827,566.0,72.9396520747,15.6065526153,1692.0,287.084348315,61.8252716088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0,7,360.183475421,81.8991921046,1068.4598004,566.0,67.0796838107,13.0785523172,1754.0,293.026144628,62.7164836045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.004,10,360.185418112,1748.76316436,805.774987068,551.0,70.8605938185,14.3187253067,1671.0,289.010884284,62.9456653401,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.156534820413,0.00318469993961
44,0.0,14,360.25869833,2028.49060804,342.824560216,574.0,72.6734023856,14.7509062237,1705.0,287.49612649,61.4643400797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,12,360.197732329,714.900618617,1888.33101477,563.0,73.5434430488,15.7155363701,1690.0,286.641210018,61.7174875936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0,12,360.554086154,902.786168543,1783.12179968,581.0,72.463332762,15.1698228649,1702.0,287.564417183,61.8556381485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0.0,7,360.080795404,1519.05328811,171.271528227,567.0,68.776384564,13.6231235892,1731.0,291.235766241,62.4184667773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.0,4,360.305002802,2223.46278931,274.485969891,577.0,71.0761735466,14.2857782587,1706.0,288.9915427,62.3136831656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,11,360.133370588,357.436441781,1195.80525199,568.0,70.6986628608,14.7029990927,1699.0,289.412164279,62.3888286401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,4,360.161313618,36.5562090165,1802.60575431,571.0,73.872048062,16.3000000899,1684.0,286.348952777,61.5204653926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,7,360.495688757,1241.59153099,436.715920923,569.0,71.8216869428,14.2855470962,1710.0,288.183380459,61.3529236386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,0.0,8,360.537202037,723.004324092,2249.49633242,568.0,67.3615995815,13.2551584806,1785.0,292.863917468,61.37771947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,0.0,8,359.900298664,453.074026132,1743.20097972,556.0,71.8527112283,14.8882281891,1728.0,288.414578622,61.0214125655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,0.0,10,360.411181708,1440.80460015,1385.3668773,569.0,70.4517794196,15.2220297193,1722.0,289.789068325,62.0504142071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,0.0,10,360.190124996,717.503668211,11.3468687652,570.0,69.838546821,14.2709246784,1744.0,290.331984152,61.5011045643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,0.0,14,360.034548181,1572.85999804,621.196125209,554.0,72.3813067148,15.5887994361,1669.0,283.618169917,60.5250890075,22.0,4.01725529915,0.878678588784,0.0,0.0,0.0,0.0,0.0,0.0
57,0.0,5,360.080234296,592.388107203,1722.46207731,567.0,68.0003105285,13.1611251832,1654.0,292.032108639,63.8406677637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,0.0,8,360.170645292,2138.31124123,877.501623004,570.0,70.6292966304,14.7608079367,1652.0,281.109308502,60.7505185309,49.0,8.32598676692,1.68960372436,0.0,0.0,0.0,0.0,0.0,0.0
59,0.0,8,360.047866888,903.230889792,1610.5295453,556.0,69.1015656822,14.1882654005,1728.0,290.915290889,61.6791737199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,0.0,13,360.154729074,774.434848904,1271.18902958,560.0,71.6118698735,14.801053622,1728.0,288.624632527,61.0393223174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,0.0,13,360.13769644,420.507827335,919.391178996,578.0,71.0853196356,15.1137006952,1728.0,288.929113323,60.4809985165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,0.0,9,360.31987902,616.85587763,2126.83722942,565.0,72.2371338385,14.8321163226,1725.0,287.886102824,60.682565535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,0.0,11,360.115915142,1777.16280436,1313.66428557,570.0,69.2008825123,13.6559472121,1703.0,290.881929177,62.3610892837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,0.0,10,360.01660146,929.522464669,1243.02045887,566.0,71.1634016626,14.9379989052,1709.0,288.99452392,61.9405392384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,0.0,6,360.462821642,1210.86236938,173.199552855,556.0,70.5736578148,14.5600317287,1720.0,289.506665864,61.9484966571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,0.0,6,360.100655727,2184.50800041,253.24798504,565.0,67.7669277022,13.4011398354,1734.0,292.234828402,62.5594248306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,0.0,4,359.934291529,2038.35434077,2108.19784994,573.0,67.2917062464,12.6230787255,1749.0,292.934922854,62.3899494491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,0.0,3,359.93536943,1229.62870502,2226.67870871,558.0,70.3053545707,14.0012300692,1697.0,289.7818913,62.2963823031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,0.0,15,360.384583787,1457.55898828,1595.52657421,560.0,71.5032917493,15.7620686451,1677.0,288.550518776,62.0248329259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,0.0,7,359.834889977,1189.56705498,345.224118325,568.0,69.6652270749,14.2444800147,1721.0,290.498385071,62.1281096328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,0.0,9,360.652104891,1052.66912823,1189.71307899,584.0,68.5510316725,13.8329756343,1742.0,291.59506982,61.8911782188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,0.0,11,360.294486136,753.366017431,287.527157658,575.0,71.4934506395,14.5045981479,1722.0,288.564141561,61.1360181214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,0.0,6,360.506817662,2095.13125099,392.847956827,566.0,69.4321768493,14.2719413523,1732.0,290.632022203,62.8074316734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,0.0,15,360.437969495,1524.42727274,487.062787091,565.0,68.7865220958,13.8769632522,1723.0,291.302794646,61.7636345614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,0.0,4,360.591263406,120.321977357,1430.72470281,562.0,69.7314927813,14.797506202,1713.0,290.318860707,62.4047017947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,0.0,9,360.18967843,195.078242461,511.653658202,561.0,65.8092790333,12.8633211299,1764.0,294.386270857,61.9449795086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,0.0,8,360.183572439,1496.61017805,1167.88261251,566.0,70.1278120659,14.9390886792,1725.0,290.044237346,61.9639574166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,0.0,14,360.606850333,223.977064744,517.040759038,569.0,67.8445169658,13.3913792951,1702.0,292.255281537,63.3543307634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,0.0,12,360.097303875,1516.37364124,693.61228205,555.0,69.8484462361,15.0975561179,1682.0,286.057611565,61.9232065505,21.0,4.15588170969,1.02414760932,0.0,0.0,0.0,0.0,0.0,0.0
80,0.0,5,360.062409178,1879.57618965,1935.22702952,563.0,70.3009778801,16.2398053869,1712.0,289.703387999,62.1065833073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,0.004,3,360.308237401,2215.09356425,990.211444781,564.0,68.6326688923,14.2043357287,1677.0,291.332429239,63.738751512,0.0,0.0,0.0,1.0,0.1,0.01,5.0,0.151177385647,0.00493212152977
82,0.0,8,360.13651985,197.343330373,1885.95342773,574.0,70.7102919275,14.1150333208,1726.0,289.291351594,61.9421961703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,0.0,6,360.275634885,1496.50088409,826.226053681,567.0,70.4690940943,14.0547388121,1750.0,289.666586237,60.6687800992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,0.0,13,360.423402449,1780.1774134,1419.04233639,565.0,72.261926254,15.2588806251,1666.0,283.770656721,60.4882135217,26.0,4.18729611979,0.933334046001,0.0,0.0,0.0,0.0,0.0,0.0
