probability_maraud,successful_mating,x_pos,y_pos,foraging_hrs,staying_hrs,repairing_hrs,marauding_events,marauding_hrs,traveling_hrs,rnd_seed,directory,fg_theta_dir,mar_attempts_count,mate_attempts_count,fg_theta,num_males,num_mar
0.054,12,0,0,0,352.7967711217842,6.0514048997134955,0,0,1.374597938712277,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=23,FG_theta_0,118,12,0,24,23
0.054,11,0,100,0,358.4737248591968,0,1,0.1,1.454318408604344,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=23,FG_theta_0,103,11,0,24,23
0.054,6,0,200,0,346.1689049161931,12.292999139572144,2,0.2,1.4890772879652232,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=23,FG_theta_0,122,6,0,24,23
0.054,6,0,300,0,358.6897424210286,0,1,0.1,1.3930318094095415,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=23,FG_theta_0,139,6,0,24,23
0.054,10,100,0,0,358.8091080520884,0,1,0.1,1.188880039370264,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=23,FG_theta_0,116,11,0,24,23
0.054,7,100,100,0,358.78464859126643,0,0,0,1.2657025296555584,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=23,FG_theta_0,119,7,0,24,23
0.054,18,100,200,0,358.66641760898403,0,0,0,1.4544500218430074,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=23,FG_theta_0,124,18,0,24,23
0.054,6,100,300,0,358.3810570556923,0,1,0.1,1.5570315330787765,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=23,FG_theta_0,100,6,0,24,23
0.054,10,200,0,0,352.5788192897316,6.13732714778368,1,0.1,1.2814215790008674,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=23,FG_theta_0,108,11,0,24,23
0.054,10,200,100,0,358.7153730615958,0,0,0,1.5008315716048848,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=23,FG_theta_0,111,10,0,24,23
0.054,7,200,200,0,358.8379796660406,0,0,0,1.1896124536070387,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=23,FG_theta_0,122,7,0,24,23
0.054,10,200,300,0,352.77148622267356,6.042183899778482,1,0.1,1.4188653339766313,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=23,FG_theta_0,120,11,0,24,23
0.054,8,300,0,0,358.479482280676,0,0,0,1.5814832299757953,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=23,FG_theta_0,102,8,0,24,23
0.054,11,300,100,0,353.04901946510864,6.02420838981664,0,0,1.152649294836025,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=23,FG_theta_0,112,11,0,24,23
0.054,10,300,200,0,352.35484029695226,6.117219235872484,1,0.1,1.4675315152489583,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=23,FG_theta_0,111,11,0,24,23
0.054,9,300,300,0,352.97923787124506,6.04863186491192,2,0.2,1.1086778009446827,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=23,FG_theta_0,121,9,0,24,23
0.054,9,400,0,0,352.72755183955553,6.029323078703145,0,0,1.2502323633699861,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=23,FG_theta_0,83,9,0,24,23
0.054,7,400,100,0,352.74352509967343,6.239225750186485,0,0,1.1818033444210925,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=23,FG_theta_0,104,7,0,24,23
0.054,10,400,200,0,358.9182250019444,0,0,0,1.234120663992515,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=23,FG_theta_0,111,10,0,24,23
0.054,6,400,300,0,352.4257598145964,6.062085239866729,0,0,1.5368464574688332,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=23,FG_theta_0,108,6,0,24,23
0.054,8,500,0,0,353.092119305051,6.0241665190476485,0,0,0.9197833757936584,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=23,FG_theta_0,146,9,0,24,23
0.054,7,500,100,0,358.63391557320864,0,1,0.1,1.3093107746828487,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=23,FG_theta_0,121,7,0,24,23
0,8,500,200,0,360.0763571080065,0,0,0,0,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=23,FG_theta_0,122,8,0,24,23
0.054,10,500,300,0,358.63431951644355,0,0,0,1.498976415598743,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=23,FG_theta_0,103,10,0,24,23
0.054,11,0,0,0,358.29282697031095,0,1,0.1,1.7194243043506403,1,D_pmar=0.054_dist=100_repair_6_males=24_nmar=23,FG_theta_0,104,11,0,24,23
