probability_maraud,successful_mating,x_pos,y_pos,foraging_hrs,staying_hrs,repairing_hrs,marauding_events,marauding_hrs,traveling_hrs,rnd_seed,directory,fg_theta_dir,mar_attempts_count,mate_attempts_count,fg_theta,num_males,num_mar
0.054,9,0,0,0,359.6209375828221,0,0,0,0.5092592592592601,0,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_0,86,9,0,4,3
0,9,0,100,0,360.0723575459423,0,0,0,0,0,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_0,105,9,0,4,3
0.054,9,100,0,0,359.57351363589845,0,0,0,0.6434951359542446,0,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_0,74,9,0,4,3
0.054,9,100,100,0,359.4798842046595,0,0,0,0.6148665888057561,0,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_0,70,9,0,4,3
0,11,0,0,0,360.0428184016001,0,0,0,0,1,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_0,132,11,0,4,3
0.054,5,0,100,0,353.2975378797417,6.081609079128536,0,0,0.7009118963873624,1,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_0,81,5,0,4,3
0.054,10,100,0,0,353.50515589103287,6.02129703859577,1,0.1,0.49074074074074153,1,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_0,92,10,0,4,3
0.054,10,100,100,0,359.4462826309803,0,1,0.1,0.7366893133380931,1,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_0,73,10,0,4,3
0,8,0,0,0,360.0686831103573,0,0,0,0,2,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_0,136,8,0,4,3
0.054,14,0,100,0,359.607755241805,0,0,0,0.6203703703703717,2,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_0,82,14,0,4,3
0.054,8,100,0,0,359.3257071744,0,0,0,0.7294041599639858,2,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_0,98,8,0,4,3
0.054,6,100,100,0,359.30984908656626,0,0,0,0.7186360960389653,2,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_0,79,6,0,4,3
0,7,0,0,0,360.0422137822414,0,0,0,0,3,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_0,125,7,0,4,3
0.054,7,0,100,0,359.2742785283208,0,0,0,0.7297331776115109,3,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_0,84,7,0,4,3
0.054,10,100,0,0,359.5745783400762,0,0,0,0.5833333333333345,3,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_0,72,10,0,4,3
0.054,12,100,100,0,359.3765758615694,0,0,0,0.6846400508977261,3,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_0,95,12,0,4,3
0.054,7,0,0,0,359.416631884298,0,0,0,0.6230025115505742,4,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_0,80,7,0,4,3
0.054,11,0,100,0,359.48678019220034,0,0,0,0.6546156000910659,4,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_0,105,11,0,4,3
0,5,100,0,0,360.0974307956772,0,0,0,0,4,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_0,122,5,0,4,3
0.054,13,100,100,0,359.49605134506714,0,0,0,0.7632074710295647,4,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_0,75,13,0,4,3
0,7,0,0,0,360.14790031454555,0,0,0,0,5,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_0,117,7,0,4,3
0.054,13,0,100,0,359.6840622121954,0,0,0,0.5913894230100823,5,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_0,85,13,0,4,3
0.054,7,100,0,0,359.5449063435805,0,0,0,0.6488626339469951,5,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_0,76,7,0,4,3
0.054,9,100,100,0,359.5882849378133,0,0,0,0.5694444444444455,5,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_0,81,9,0,4,3
0.054,7,0,0,0,359.48419430982705,0,0,0,0.6595742473682209,6,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_0,84,7,0,4,3
0.054,11,0,100,0,359.3062806909001,0,0,0,0.7202247337727967,6,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_0,82,11,0,4,3
