probability_maraud,successful_mating,x_pos,y_pos,foraging_hrs,staying_hrs,repairing_hrs,marauding_events,marauding_hrs,traveling_hrs,rnd_seed,directory,fg_theta_dir,mar_attempts_count,mate_attempts_count,fg_theta,num_males,num_mar
0.054,8,0,0,125.40689035037023,183.85700794657532,48.71676624550866,14,1.4,0.6391759769359996,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=23,FG_theta_10,57,14,10,24,23
0,6,0,100,118.2256175456134,182.30167740229987,59.49302240313849,0,0,0,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=23,FG_theta_10,70,13,10,24,23
0.054,5,0,200,116.40716797571858,167.3716142672051,74.62448171647026,12,1.2,0.581078149324594,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=23,FG_theta_10,50,18,10,24,23
0.054,12,0,300,116.88787807690248,161.13204956030697,79.17271426641732,22,2.2000000000000006,0.7212640686077066,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=23,FG_theta_10,46,21,10,24,23
0.054,14,100,0,112.92224212808036,179.45745014494318,65.92755193295862,11,1.1,0.7401604523624216,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=23,FG_theta_10,64,27,10,24,23
0.054,12,100,100,112.3993265987479,178.20833529799714,67.35129272476031,16,1.6000000000000003,0.7957817956924321,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=23,FG_theta_10,52,26,10,24,23
0.054,8,100,200,117.40212653585014,173.2581201353149,67.21669839056301,16,1.6000000000000003,0.5655337557464233,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=23,FG_theta_10,33,17,10,24,23
0.054,15,100,300,121.86751466126636,169.15646663646567,67.02400626156063,13,1.3,0.752217173238091,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=23,FG_theta_10,53,25,10,24,23
0.054,7,200,0,116.46502156491005,161.69342701152377,79.56097175846516,18,1.8000000000000005,0.7313215014432821,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=23,FG_theta_10,73,16,10,24,23
0.054,12,200,100,115.86460082567444,150.7078295793404,91.7437546165064,11,1.1,0.5860899897730121,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=23,FG_theta_10,57,29,10,24,23
0.054,11,200,200,116.15753428936996,162.92662253695775,79.35109058670271,14,1.4,0.48110178749107746,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=23,FG_theta_10,53,28,10,24,23
0.054,2,200,300,118.5220617103984,160.39887509886307,79.59888282188487,9,0.8999999999999999,0.6423980602791708,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=23,FG_theta_10,46,10,10,24,23
