probability_maraud,successful_mating,x_pos,y_pos,foraging_hrs,staying_hrs,repairing_hrs,marauding_events,marauding_hrs,traveling_hrs,rnd_seed,directory,fg_theta_dir,mar_attempts_count,mate_attempts_count,fg_theta,num_males,num_mar
0.054,8,0,0,76.51097361654716,206.12169939209716,75.3813913398513,14,1.4,0.6711336417147357,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=23,FG_theta_5,60,12,5,24,23
0.054,6,0,100,71.36198491111708,219.368356869707,67.0659734979812,15,1.5000000000000002,0.8067836299101175,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=23,FG_theta_5,74,12,5,24,23
0.054,10,0,200,72.62253234809623,199.7986058446302,85.3591299579177,15,1.5000000000000002,0.799659685025666,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=23,FG_theta_5,88,12,5,24,23
0.054,7,0,300,71.96948993650801,249.29471273215515,36.533304039805074,15,1.5000000000000002,0.8564087159443544,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=23,FG_theta_5,76,14,5,24,23
0.054,14,100,0,68.98811311780885,234.41033116371153,54.74585163788423,12,1.2,0.6738297273724149,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=23,FG_theta_5,76,18,5,24,23
0.054,8,100,100,72.29250545929035,223.82955694685015,61.23723416551242,16,1.6000000000000003,1.0974850693194578,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=23,FG_theta_5,66,12,5,24,23
0.054,5,100,200,70.14184932711684,190.2868291712059,97.78041170334372,10,1,0.8501640650549995,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=23,FG_theta_5,90,12,5,24,23
0.054,15,100,300,72.18767318490426,212.71357783660483,72.91988251740976,14,1.4,0.8629082591325785,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=23,FG_theta_5,70,19,5,24,23
0.054,10,200,0,70.41034633571527,214.5617829415519,73.48565068356487,10,1,0.631243376390562,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=23,FG_theta_5,71,15,5,24,23
0,7,200,100,71.85001809726876,214.85876434996217,73.435211758692,0,0,0,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=23,FG_theta_5,70,14,5,24,23
0.054,6,200,200,67.77486690925751,228.7969554533164,61.351047883185394,14,1.4,0.7282962393165502,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=23,FG_theta_5,63,9,5,24,23
0.054,7,200,300,68.78922576687002,214.4632920661573,74.65621218288639,13,1.3,0.8088746935498741,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=23,FG_theta_5,67,15,5,24,23
