probability_maraud,successful_mating,x_pos,y_pos,foraging_hrs,staying_hrs,repairing_hrs,marauding_events,marauding_hrs,traveling_hrs,rnd_seed,directory,fg_theta_dir,mar_attempts_count,mate_attempts_count,fg_theta,num_males,num_mar
0.054,10,0,0,98.3711107216994,201.78220843942017,58.678366248934395,10,1,0.4030269623572336,0,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_7.5,44,13,7.5,4,3
0.054,11,0,100,100.53441283757758,190.63604953893304,67.09347708223513,15,1.5000000000000002,0.36004422510046524,0,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_7.5,45,15,7.5,4,3
0.054,8,100,0,93.35487896480996,215.92029056748729,48.82104030583498,17,1.7000000000000004,0.3379629629629631,0,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_7.5,42,11,7.5,4,3
0,7,100,100,97.21544395600031,183.726629548107,79.2162563727359,0,0,0,0,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_7.5,77,14,7.5,4,3
0.054,11,0,0,96.89980810398993,194.96919699426437,67.25006003322466,6,0.6,0.31884285965318904,1,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_7.5,55,18,7.5,4,3
0.054,10,0,100,96.85319802586024,225.21680882134996,36.58573159152194,13,1.3,0.3564814814814817,1,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_7.5,54,16,7.5,4,3
0.054,6,100,0,97.53945213472343,223.4478370206099,37.08705228951578,17,1.7000000000000004,0.4774300540788331,1,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_7.5,44,12,7.5,4,3
0,9,100,100,97.78159158260384,186.20180704790417,76.03521176898569,0,0,0,1,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_7.5,67,17,7.5,4,3
0,7,0,0,99.71132088253115,204.86603546598937,55.524346737975655,0,0,0,2,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_7.5,66,17,7.5,4,3
0.054,12,0,100,95.63315834687432,208.13133802963043,54.81638035708844,11,1.1,0.38286335560108825,2,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_7.5,39,20,7.5,4,3
0.054,7,100,0,100.55155232580591,203.64794379839591,54.6923491948338,10,1,0.24999999999999972,2,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_7.5,54,14,7.5,4,3
0.054,10,100,100,96.2540274109001,210.70266982205263,51.24614623782259,15,1.5000000000000002,0.4261751105053817,2,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_7.5,42,18,7.5,4,3
0.054,12,0,0,95.80618556660713,200.2741158013364,61.587889791349035,21,2.1000000000000005,0.38861632174515903,3,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_7.5,49,21,7.5,4,3
0,6,0,100,96.23314287446787,153.31733696402557,110.58723100062032,0,0,0,3,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_7.5,60,13,7.5,4,3
0.054,8,100,0,97.5084765831103,199.1711834936009,61.529272289205785,16,1.6000000000000003,0.2824074074074073,3,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_7.5,48,18,7.5,4,3
0.054,10,100,100,96.30456997083986,201.23751687939492,61.03848584377885,11,1.1,0.35125026706059653,3,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_7.5,46,15,7.5,4,3
0.054,15,0,0,92.1545171815368,211.13256714497095,55.017989171137565,17,1.7000000000000004,0.3245958257972598,4,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_7.5,46,24,7.5,4,3
0.054,6,0,100,95.69569533910006,207.43277584536284,54.79365329170418,18,1.8000000000000005,0.35812656971910845,4,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_7.5,32,13,7.5,4,3
0,8,100,0,93.53285637434878,168.58475467270134,97.93993066064868,0,0,0,4,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_7.5,69,17,7.5,4,3
0.054,7,100,100,96.64287374910684,181.4132877818398,80.33222885802292,13,1.3,0.321883851548987,4,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_7.5,41,20,7.5,4,3
0.054,10,0,0,97.14413363298723,242.00240822840067,18.38545286916424,22,2.2000000000000006,0.4831265697191089,5,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_7.5,38,11,7.5,4,3
0.054,8,0,100,100.19687669073276,173.16970088477683,85.40078575212941,10,1,0.30799496266009807,5,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_7.5,47,15,7.5,4,3
0.054,11,100,0,98.98244093243645,211.0130373822204,48.68504272011887,10,1,0.33306076618960334,5,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_7.5,45,20,7.5,4,3
0,7,100,100,100.448302123865,159.39139611402936,100.32501354077765,0,0,0,5,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_7.5,83,16,7.5,4,3
0.054,8,0,0,95.25082850014708,214.0712309909723,48.834543142862536,17,1.7000000000000004,0.4677054936001833,6,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_7.5,41,13,7.5,4,3
0.054,14,0,100,97.395403190798,200.25929691569533,60.81720691579997,14,1.4,0.2685185185185183,6,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_7.5,38,23,7.5,4,3
0,5,100,0,95.68239622233172,178.82201382884725,85.51125191635562,0,0,0,6,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_7.5,81,11,7.5,4,3
0.054,9,100,100,94.99435288637945,208.7625214803373,55.076541894842954,10,1,0.3357727404378761,6,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_7.5,38,14,7.5,4,3
0.054,8,0,0,92.99857504884405,232.3556758749309,32.44491171365279,17,1.7000000000000004,0.5104390462774961,7,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_7.5,41,18,7.5,4,3
0.054,15,0,100,92.7879622837222,199.05691589505585,67.3775240024879,7,0.7,0.2909287983035462,7,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_7.5,55,28,7.5,4,3
0.054,6,100,0,98.90882856002824,210.94370776492335,48.844551753519106,11,1.1,0.3101851851851852,7,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_7.5,51,14,7.5,4,3
0,7,100,100,101.19350793974893,197.8717246418097,61.005714419656435,0,0,0,7,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_7.5,67,16,7.5,4,3
0.054,10,0,0,97.74590847660306,205.6714741272565,54.845079870280735,14,1.4,0.365740740740741,8,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_7.5,42,13,7.5,4,3
0.054,6,0,100,100.80328070830572,190.41248870246977,66.90756033490908,17,1.7000000000000004,0.2907360642278858,8,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_7.5,45,13,7.5,4,3
0,15,100,0,94.15411798546783,198.7643829681975,67.29889560136378,0,0,0,8,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_7.5,65,22,7.5,4,3
0.054,5,100,100,93.38411496270204,210.53619967631315,54.80081150821229,10,1,0.3164599030524417,8,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_7.5,42,11,7.5,4,3
0.054,7,0,0,93.72973379508694,203.6394031609872,61.260689084215095,11,1.1,0.3851100286299705,9,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_7.5,37,17,7.5,4,3
0,11,0,100,99.62848560467684,192.4306341710705,68.03384458364047,0,0,0,9,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_7.5,66,18,7.5,4,3
0.054,9,100,0,96.60717173780397,206.33502832408465,54.9696351188878,19,1.9000000000000008,0.3962869432705869,9,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_7.5,45,14,7.5,4,3
0.054,9,100,100,92.41710129987824,187.32644023783524,78.7300623737028,14,1.4,0.3329244826177382,9,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_7.5,55,14,7.5,4,3
0.054,8,0,0,96.81890837273886,205.7567243680695,55.226140014519174,19,1.9000000000000008,0.45997842157096064,100,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_7.5,40,15,7.5,4,3
0.054,10,0,100,97.42365795449912,187.8752132928858,73.01030566915769,14,1.4,0.3804803990003408,100,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_7.5,54,19,7.5,4,3
0.054,6,100,0,95.4622386447228,200.15127201294715,62.988079062988966,12,1.2,0.2962962962962962,100,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_7.5,60,11,7.5,4,3
0,12,100,100,98.45071819160326,185.46246710218307,76.19425091242229,0,0,0,100,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_7.5,70,24,7.5,4,3
0.054,11,0,0,93.15506392920628,216.64717546965196,48.63665719183467,13,1.3,0.3281021189124483,101,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_7.5,35,15,7.5,4,3
0.054,9,0,100,96.85897209879973,187.5431550309116,73.83982987483297,15,1.5000000000000002,0.32843113655997375,101,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_7.5,48,23,7.5,4,3
0.054,8,100,0,98.66074866198562,198.71097665001497,60.90337656690957,15,1.5000000000000002,0.3932459513747887,101,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_7.5,44,14,7.5,4,3
0,8,100,100,98.3179290821959,182.40756409255712,79.42657449734061,0,0,0,101,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_7.5,72,17,7.5,4,3
0.054,6,0,0,96.88593539786912,194.83381777794128,66.57146688248771,15,1.5000000000000002,0.3265134811786168,102,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_7.5,48,11,7.5,4,3
0.054,9,0,100,100.1582934632237,226.30142705925505,30.666093353639766,25,2.500000000000001,0.41666666666666713,102,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_7.5,32,13,7.5,4,3
0.054,10,100,0,98.67560562612464,172.97198142836226,88.17917206214412,3,0.30000000000000004,0.26917655381356903,102,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_7.5,55,18,7.5,4,3
0,11,100,100,91.73921410518156,195.38796806554868,72.89489724942752,0,0,0,102,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_7.5,70,13,7.5,4,3
0.054,7,0,0,93.7122371686447,221.54429043366807,42.55736250225103,18,1.8000000000000005,0.4089162120731694,103,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_7.5,39,17,7.5,4,3
0.054,13,0,100,99.9502938830817,200.05286574355335,58.20146799536508,15,1.5000000000000002,0.38450844383871496,103,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_7.5,57,20,7.5,4,3
0,6,100,0,91.95899107660566,206.55992031054473,61.703708383588925,0,0,0,103,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_7.5,51,17,7.5,4,3
0.054,10,100,100,100.3827694858822,178.47178772584627,80.14854272571253,7,0.7,0.29761236688639775,103,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_7.5,46,18,7.5,4,3
0.054,8,0,0,98.09011878244816,180.67202184946527,79.5561583006651,14,1.4,0.3240740740740741,104,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_7.5,46,16,7.5,4,3
0.054,10,0,100,99.27177594812964,197.50490413647273,61.20590764620221,17,1.7000000000000004,0.34662063743096677,104,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_7.5,48,21,7.5,4,3
0.054,12,100,0,97.42411060238824,205.7711885804256,55.12030422963701,14,1.4,0.40110930697587655,104,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_7.5,47,22,7.5,4,3
0,6,100,100,97.4992674317482,183.137612870876,79.48219511853537,0,0,0,104,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_7.5,64,13,7.5,4,3
0.054,10,0,0,96.42933051811288,238.23223428414116,23.592672876489654,15,1.5000000000000002,0.4352416356889809,105,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_7.5,39,15,7.5,4,3
0,10,0,100,101.64848219821144,203.2732667106408,55.32737697456611,0,0,0,105,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_7.5,66,19,7.5,4,3
0.054,7,100,0,98.4631219009746,181.2474444988631,79.05203118077013,10,1,0.3534969400894788,105,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_7.5,54,15,7.5,4,3
0.054,9,100,100,93.63381027450968,203.93794221809767,60.949155403949945,11,1.1,0.3833851073242737,105,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_7.5,54,16,7.5,4,3
0.054,7,0,0,92.24612780949832,204.9153480565522,61.602934101280105,10,1,0.3597152074529401,106,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_7.5,51,11,7.5,4,3
0,8,0,100,97.18425880606866,214.2404594470782,48.62706331233717,0,0,0,106,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_7.5,71,14,7.5,4,3
0.054,12,100,0,97.20850287766731,216.24078759577517,44.60118772024479,16,1.6000000000000003,0.44800718806342865,106,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_7.5,39,16,7.5,4,3
0.054,9,100,100,98.71037253623578,198.88757699813152,61.01855978212721,11,1.1,0.3194444444444445,106,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_7.5,63,13,7.5,4,3
0.054,9,0,0,97.48864189218764,218.23172494419623,42.82674988873492,13,1.3,0.48266126849971847,107,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_7.5,35,14,7.5,4,3
0.054,12,0,100,95.82976089009516,189.76404384229633,72.70984091315003,15,1.5000000000000002,0.3014476776491116,107,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_7.5,57,18,7.5,4,3
