probability_maraud,successful_mating,x_pos,y_pos,foraging_hrs,staying_hrs,repairing_hrs,marauding_events,marauding_hrs,traveling_hrs,rnd_seed,directory,fg_theta_dir,mar_attempts_count,mate_attempts_count,fg_theta,num_males,num_mar
0.054,12,0,0,119.05507259761669,177.97959734664195,61.12476033688156,16,1.6000000000000003,0.35508557782331035,0,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_10,38,21,10,4,3
0,9,0,100,119.7196459746948,166.85412048077524,73.60080726771878,0,0,0,0,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_10,53,21,10,4,3
0.054,6,100,0,120.22514981979624,173.63858262973378,64.86719008615779,11,1.1,0.2638888888888887,0,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_10,39,19,10,4,3
0.054,9,100,100,118.88145547635548,170.5490269262812,68.5979189559731,18,1.8000000000000005,0.2795591495872695,0,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_10,50,21,10,4,3
0.054,11,0,0,118.30681097902784,185.17063948405453,54.79814824611581,15,1.5000000000000002,0.26487594183146485,1,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_10,43,19,10,4,3
0,3,0,100,118.4279845606648,173.9039698557744,67.69108460882086,0,0,0,1,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_10,60,13,10,4,3
0.054,6,100,0,121.92922102554093,190.44907833262187,46.61038937654105,7,0.7,0.34138942301008174,1,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_10,35,13,10,4,3
0.054,16,100,100,117.56343441092932,193.1403079166544,47.65636890670833,14,1.4,0.32539014466417565,1,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_10,33,22,10,4,3
0.054,16,0,0,114.3741735551221,201.3208578350319,42.98143418985892,12,1.2,0.3560726307658864,2,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_10,38,20,10,4,3
0.054,8,0,100,118.30589372079054,191.403339246342,48.946285807582505,13,1.3,0.3242668081497345,2,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_10,31,16,10,4,3
0.054,8,100,0,119.32174030645668,182.48086054165833,56.35756503752838,16,1.6000000000000003,0.3226781704159031,2,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_10,44,13,10,4,3
0,4,100,100,120.5572522196418,147.3901503719923,92.22944194834076,0,0,0,2,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_10,73,10,10,4,3
0.054,9,0,0,115.36860365548434,194.8431984576056,48.72212265087424,12,1.2,0.2453703703703701,3,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_10,35,19,10,4,3
0,9,0,100,116.9803982944808,175.90531076059457,67.1206363877583,0,0,0,3,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_10,52,22,10,4,3
0.054,9,100,0,120.76420778878388,176.4805737318786,61.244616106788115,12,1.2,0.3321301637508224,3,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_10,47,16,10,4,3
0.054,9,100,100,117.53685404914744,191.92611297538576,49.05704699824018,13,1.3,0.3172542219193575,3,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_10,34,12,10,4,3
0.054,13,0,0,121.17694561820988,200.02746112835436,36.79164593653888,17,1.7000000000000004,0.3611111111111113,4,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_10,33,19,10,4,3
0,10,0,100,121.05274816560178,153.17117110912778,85.98969885373147,0,0,0,4,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_10,68,24,10,4,3
0.054,7,100,0,120.10064086855866,159.78637921664435,79.16193294259935,10,1,0.25085076937071094,4,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_10,51,19,10,4,3
0.054,6,100,100,115.82309879259743,174.69305713692364,67.49571848024259,17,1.7000000000000004,0.3704268208741658,4,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_10,37,22,10,4,3
0.054,8,0,0,122.0068090870228,169.75521768473217,66.93679901397019,11,1.1,0.3313358448839066,5,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_10,47,18,10,4,3
0,10,0,100,121.11226167519077,165.56254764920098,73.43430163282233,0,0,0,5,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_10,54,18,10,4,3
0.054,5,100,0,118.62041246368096,162.04348257602354,79.12234328011735,11,1.1,0.2594519933349194,5,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_10,45,19,10,4,3
0.054,13,100,100,114.95846454724312,193.53183456695675,48.98355743628281,22,2.2000000000000006,0.40475188366293025,5,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_10,33,20,10,4,3
0.054,12,0,0,120.09393493566289,166.0169563607986,73.01558502073422,8,0.7999999999999999,0.2752585376051653,6,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_10,36,18,10,4,3
0,6,0,100,122.8448977926883,188.4453920406272,48.78670939833616,0,0,0,6,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_10,52,18,10,4,3
0.054,11,100,0,121.20910606410727,170.1983026053732,66.95412962942899,15,1.5000000000000002,0.3433070783914386,6,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_10,43,19,10,4,3
0.054,7,100,100,117.50441841322008,187.40588961427653,53.17717070837029,17,1.7000000000000004,0.2886821252746639,6,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_10,31,18,10,4,3
0.054,7,0,0,112.3110102675598,154.9161321068949,91.66868678173276,9,0.8999999999999999,0.2656702606983806,7,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_10,54,16,10,4,3
0,6,0,100,122.97086323607692,145.79299144146654,91.39429749565409,0,0,0,7,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_10,84,22,10,4,3
0.054,11,100,0,115.77951931399156,199.9678742100349,42.392130869038155,15,1.5000000000000002,0.3622908981293476,7,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_10,33,21,10,4,3
0.054,12,100,100,125.38002901647786,200.77759920867825,31.50101147685055,19,1.9000000000000008,0.4617597933804524,7,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_10,30,18,10,4,3
0.054,9,0,0,120.22528947122828,195.47318369973857,42.85015569319165,14,1.4,0.3076659450125728,8,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_10,25,19,10,4,3
0,10,0,100,111.15015923524469,187.99430953924875,61.06660545178115,0,0,0,8,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_10,52,19,10,4,3
0.054,8,100,0,118.68474629859872,190.26702087749732,49.047104207827466,17,1.7000000000000004,0.3158018677573909,8,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_10,35,21,10,4,3
0.054,9,100,100,117.37940415770343,168.05684901757078,73.77920493194999,6,0.6,0.20356742013183857,8,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_10,48,15,10,4,3
