probability_maraud,successful_mating,x_pos,y_pos,foraging_hrs,staying_hrs,repairing_hrs,marauding_events,marauding_hrs,traveling_hrs,rnd_seed,directory,num_males,num_mar
0,9,0,0,69.19016785868217,278.77621107134706,12.132176387705272,0,0,0,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=4,24,4
0.054,6,0,100,74.97196935188136,268.8946004977498,12.224886397316594,26,2.600000000000001,1.3422329809387221,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=4,24,4
0.054,3,0,200,69.10483251706296,257.7541222408302,30.45914937518294,15,1.5000000000000002,1.2217373468169217,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=4,24,4
0,8,0,300,68.9131410035945,266.831724380746,24.290033149598038,0,0,0,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=4,24,4
0,17,100,0,68.47893722590112,267.5423582457539,24.22621871115772,0,0,0,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=4,24,4
0,11,100,100,70.9617829718379,258.66619012043776,30.454848994646163,0,0,0,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=4,24,4
0,4,100,200,67.42052581847175,263.21065573549026,29.451931628827108,0,0,0,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=4,24,4
0,6,100,300,72.72149883991484,275.17020164168986,12.128690611555381,0,0,0,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=4,24,4
0,8,200,0,72.50837099424247,275.3490156053072,12.30839736969209,0,0,0,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=4,24,4
0,13,200,100,69.11403149587252,272.532843131734,18.380480129783805,0,0,0,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=4,24,4
0,3,200,200,73.70384954072273,274.2242565589165,12.242658924249838,0,0,0,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=4,24,4
0,11,200,300,70.4494264088791,277.50346468282135,12.211265654104427,0,0,0,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=4,24,4
0,7,300,0,68.07559539704647,267.25130769410276,24.732794031582504,0,0,0,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=4,24,4
0.054,11,300,100,72.97817307960753,266.74919528795584,18.362237378581657,11,1.0999999999999999,0.8816369222976361,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=4,24,4
0,16,300,200,74.13774734232084,280.07719451824494,6.032704957760667,0,0,0,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=4,24,4
0,9,300,300,70.27151149051497,277.56420695521484,12.171079146229275,0,0,0,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=4,24,4
0,9,400,0,74.54195289152726,254.76978784251247,30.702430204271533,0,0,0,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=4,24,4
