probability_maraud,successful_mating,x_pos,y_pos,foraging_hrs,staying_hrs,repairing_hrs,marauding_events,marauding_hrs,traveling_hrs,rnd_seed,directory,num_males,num_mar
0.054,6,0,0,71.83210159959708,228.7459006847573,55.17382715408961,10,1,3.2519741058851515,0,D_pmar=0.054_dist=1000_repair_6_males=6_nmar=5,6,5
0.054,9,0,1000,70.1666607949683,235.9295954855222,49.1839284454264,8,0.7999999999999999,3.935185185185184,0,D_pmar=0.054_dist=1000_repair_6_males=6_nmar=5,6,5
0.054,11,1000,0,72.50665817146172,233.87486473411377,48.97269371701944,12,1.2,3.4913987760357905,0,D_pmar=0.054_dist=1000_repair_6_males=6_nmar=5,6,5
0.054,6,1000,1000,72.79642159984219,221.58506375546912,61.48996415470732,10,1,3.173905054912223,0,D_pmar=0.054_dist=1000_repair_6_males=6_nmar=5,6,5
0,12,2000,0,67.9529222679633,230.40466847639655,61.69834968595115,0,0,0,0,D_pmar=0.054_dist=1000_repair_6_males=6_nmar=5,6,5
0.054,10,2000,1000,68.25020852450831,231.07157135378804,54.56833955816557,16,1.6000000000000003,4.567446955995021,0,D_pmar=0.054_dist=1000_repair_6_males=6_nmar=5,6,5
0.054,10,0,0,75.02349268472413,226.68218774207173,54.851101531960346,6,0.6,2.935843220480235,1,D_pmar=0.054_dist=1000_repair_6_males=6_nmar=5,6,5
0.054,15,0,1000,68.60996565060064,261.8172792116115,24.517874546858224,15,1.5000000000000002,3.749999999999999,1,D_pmar=0.054_dist=1000_repair_6_males=6_nmar=5,6,5
0,7,1000,0,66.72558676809723,190.745577883659,102.54302389611335,0,0,0,1,D_pmar=0.054_dist=1000_repair_6_males=6_nmar=5,6,5
0.054,3,1000,1000,68.60610229912083,279.30793637184706,6.021906229753533,11,1.1,4.979460610467787,1,D_pmar=0.054_dist=1000_repair_6_males=6_nmar=5,6,5
0.054,5,2000,0,68.93842670144339,208.39416433297944,78.97128607243297,5,0.5,3.379629629629629,1,D_pmar=0.054_dist=1000_repair_6_males=6_nmar=5,6,5
0.054,14,2000,1000,65.92815722283515,233.95854755527296,55.115739631280064,16,1.6000000000000003,3.5681049912900673,1,D_pmar=0.054_dist=1000_repair_6_males=6_nmar=5,6,5
0.054,6,0,0,71.94440063873738,264.0481423780812,18.24192394965261,13,1.3,4.6025098871469075,2,D_pmar=0.054_dist=1000_repair_6_males=6_nmar=5,6,5
0,12,0,1000,71.45476049119642,209.92273910982624,78.72538369921503,0,0,0,2,D_pmar=0.054_dist=1000_repair_6_males=6_nmar=5,6,5
0.054,9,1000,0,73.32674902153457,201.06337066186163,82.1863454170806,9,0.8999999999999999,2.565472850109865,2,D_pmar=0.054_dist=1000_repair_6_males=6_nmar=5,6,5
0.054,9,1000,1000,71.04594594427489,271.6956353851712,12.250220142893768,11,1.1,4.00065803529505,2,D_pmar=0.054_dist=1000_repair_6_males=6_nmar=5,6,5
0.054,13,2000,0,73.38139071087748,196.7798949445347,85.76183732949367,10,1,3.213620998258013,2,D_pmar=0.054_dist=1000_repair_6_males=6_nmar=5,6,5
0.054,5,2000,1000,72.36489688259893,240.2970652210592,42.49839434650085,10,1,3.884235876694983,2,D_pmar=0.054_dist=1000_repair_6_males=6_nmar=5,6,5
0,7,0,0,70.26021936465858,204.76296446240443,85.11777807913904,0,0,0,3,D_pmar=0.054_dist=1000_repair_6_males=6_nmar=5,6,5
0.054,5,0,1000,67.19823481781968,263.7095658555039,24.181627983138956,14,1.4,3.7883531076271377,3,D_pmar=0.054_dist=1000_repair_6_males=6_nmar=5,6,5
0.054,13,1000,0,74.37899511634191,184.4615677548885,97.51503336071588,8,0.7999999999999999,2.9629629629629624,3,D_pmar=0.054_dist=1000_repair_6_males=6_nmar=5,6,5
0.054,11,1000,1000,71.48185645184398,216.6875522095158,67.16722785751887,12,1.2,3.564814814814814,3,D_pmar=0.054_dist=1000_repair_6_males=6_nmar=5,6,5
0.054,9,2000,0,67.70542055164722,238.19451320329492,48.96517604809398,14,1.4,3.853825957737003,3,D_pmar=0.054_dist=1000_repair_6_males=6_nmar=5,6,5
0.054,9,2000,1000,63.75813455890096,254.01569800463193,36.55720232364665,11,1.1,4.648806183443204,3,D_pmar=0.054_dist=1000_repair_6_males=6_nmar=5,6,5
