probability_maraud,successful_mating,x_pos,y_pos,foraging_hrs,staying_hrs,repairing_hrs,marauding_events,marauding_hrs,traveling_hrs,rnd_seed,directory,num_males,num_mar
0.054,5,0,0,69.0300569558014,276.28072617299756,12.201632358322662,14,1.4000000000000001,1.212328733068631,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=10,24,10
0,8,0,100,69.907218425248,259.36109412077883,30.78875190939062,0,0,0,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=10,24,10
0,10,0,200,68.84360769656662,266.7927404856239,24.375829930502015,0,0,0,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=10,24,10
0,5,0,300,68.5383349105865,260.99851208923496,30.519916387176714,0,0,0,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=10,24,10
0,6,100,0,70.9199152704945,264.5175595837571,24.749795363202644,0,0,0,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=10,24,10
0,12,100,100,73.08776197431096,256.5230062164835,30.49442030570734,0,0,0,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=10,24,10
0.054,11,100,200,70.61587779513458,244.26462848761693,42.64172863148044,17,1.7000000000000004,0.7981909866584043,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=10,24,10
0.054,8,100,300,72.75474157643983,248.46668981424082,36.56684760727144,14,1.4000000000000001,0.9356275022158563,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=10,24,10
0.054,8,200,0,69.39487786099106,263.53526481194245,24.58849577503268,17,1.7000000000000004,0.9898699476442163,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=10,24,10
0,11,200,100,72.2496762373025,251.36475262308835,36.52697808225439,0,0,0,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=10,24,10
0,11,200,200,71.83664216695779,257.7926481349297,30.454346874440645,0,0,0,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=10,24,10
0,7,200,300,71.06092183459994,246.29571283243357,42.79318966221727,0,0,0,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=10,24,10
0,10,300,0,71.6885701637323,257.98693507937986,30.38805180584589,0,0,0,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=10,24,10
0.054,6,300,100,75.97770574380029,209.43441005932235,72.73093248813903,13,1.3,0.5723294286711174,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=10,24,10
0.054,11,300,200,71.74383836737368,256.26869931238014,30.584704288874132,7,0.7,0.7260556501498079,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=10,24,10
0.054,6,300,300,71.93620324901306,230.71330323053814,55.13115419263089,15,1.5000000000000002,0.8591041922890058,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=10,24,10
0.054,7,400,0,72.28908477353748,252.33944539686405,32.81738630528254,16,1.6000000000000003,1.0904876856229697,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=10,24,10
0,14,400,100,69.51309532423893,259.9176616251891,30.602991523255888,0,0,0,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=10,24,10
0.054,10,400,200,70.85566928569297,244.41767068728723,42.84813470008521,13,1.3,0.8017635289644822,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=10,24,10
0,10,400,300,70.397139371749,235.10450160615886,54.502590993624025,0,0,0,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=10,24,10
0,7,500,0,72.04881583155023,244.98355424571025,43.17395945686934,0,0,0,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=10,24,10
0,13,500,100,72.10092260902374,239.33474505530342,48.766671296293254,0,0,0,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=10,24,10
0.054,9,500,200,69.36557116793628,275.6162418968279,12.402999182567022,17,1.7000000000000004,1.1366131416966643,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=10,24,10
0,11,500,300,71.26337494174378,252.1889448078136,36.60856930106399,0,0,0,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=10,24,10
0,12,0,0,71.31591640627387,264.5624357564349,24.34315745232656,0,0,0,1,D_pmar=0.054_dist=100_repair_6_males=24_nmar=10,24,10
0,11,0,100,66.58597489471974,281.14994108875794,12.292956424421632,0,0,0,1,D_pmar=0.054_dist=100_repair_6_males=24_nmar=10,24,10
0.054,4,0,200,69.17115813997599,243.50821458644654,44.5602851849604,16,1.6000000000000003,1.1694492536685688,1,D_pmar=0.054_dist=100_repair_6_males=24_nmar=10,24,10
0,9,0,300,69.12695755895449,236.51475733954612,54.4872381988736,0,0,0,1,D_pmar=0.054_dist=100_repair_6_males=24_nmar=10,24,10
0.054,7,100,0,73.05952594578213,223.1541944116148,61.29055429122973,15,1.5000000000000002,1.0380015736938089,1,D_pmar=0.054_dist=100_repair_6_males=24_nmar=10,24,10
0,10,100,100,73.51100655173103,262.3060055234621,24.269224842058335,0,0,0,1,D_pmar=0.054_dist=100_repair_6_males=24_nmar=10,24,10
0.054,7,100,200,67.79097532418268,247.64802047656448,42.78932123795239,11,1.0999999999999999,0.7442126697254179,1,D_pmar=0.054_dist=100_repair_6_males=24_nmar=10,24,10
0,6,100,300,68.82809902730764,260.91966463154483,30.483237511221194,0,0,0,1,D_pmar=0.054_dist=100_repair_6_males=24_nmar=10,24,10
0.054,6,200,0,72.19533470629418,261.32872300235954,24.332263627680778,11,1.0999999999999999,1.107815573664709,1,D_pmar=0.054_dist=100_repair_6_males=24_nmar=10,24,10
0,8,200,100,71.62654021808166,252.06780738940174,36.524747202101196,0,0,0,1,D_pmar=0.054_dist=100_repair_6_males=24_nmar=10,24,10
0,11,200,200,67.70356202547319,262.58521111997374,29.84601422541676,0,0,0,1,D_pmar=0.054_dist=100_repair_6_males=24_nmar=10,24,10
0.054,9,200,300,69.81775732005447,275.3358180201955,12.467148930243281,14,1.4000000000000001,1.114155058781641,1,D_pmar=0.054_dist=100_repair_6_males=24_nmar=10,24,10
0.054,9,300,0,69.32013459489764,255.94288122855497,32.72446872501884,13,1.3,0.8749687039236805,1,D_pmar=0.054_dist=100_repair_6_males=24_nmar=10,24,10
0,9,300,100,75.28455135782121,260.78294312076457,24.057673272772274,0,0,0,1,D_pmar=0.054_dist=100_repair_6_males=24_nmar=10,24,10
0.054,12,300,200,71.22463973759322,256.39731041869624,30.294261828921197,15,1.5000000000000002,0.8758045230902338,1,D_pmar=0.054_dist=100_repair_6_males=24_nmar=10,24,10
0,9,300,300,71.76275227228591,245.70609800723497,42.68239896828062,0,0,0,1,D_pmar=0.054_dist=100_repair_6_males=24_nmar=10,24,10
0,9,400,0,73.96128721249366,237.4859186866664,48.649027511328896,0,0,0,1,D_pmar=0.054_dist=100_repair_6_males=24_nmar=10,24,10
0,10,400,100,70.15868976766886,240.8805392576699,49.063613828373896,0,0,0,1,D_pmar=0.054_dist=100_repair_6_males=24_nmar=10,24,10
0,17,400,200,71.16084828350785,276.6321913186673,12.273062337295922,0,0,0,1,D_pmar=0.054_dist=100_repair_6_males=24_nmar=10,24,10
0.054,13,400,300,66.08951733524867,254.48775011791778,36.95110733208281,15,1.5000000000000002,1.0575964632252504,1,D_pmar=0.054_dist=100_repair_6_males=24_nmar=10,24,10
0,8,500,0,71.10908550052605,246.3126307736249,42.7192452697959,0,0,0,1,D_pmar=0.054_dist=100_repair_6_males=24_nmar=10,24,10
0.054,6,500,100,71.19898272321093,262.4775778571204,24.446455835004613,12,1.2,1.0327892672594343,1,D_pmar=0.054_dist=100_repair_6_males=24_nmar=10,24,10
0.054,8,500,200,69.32071672606682,257.6829513185697,30.24008065612401,16,1.6000000000000003,1.2371855479959861,1,D_pmar=0.054_dist=100_repair_6_males=24_nmar=10,24,10
0,6,500,300,69.70992125484885,228.96300774688754,61.431761559113475,0,0,0,1,D_pmar=0.054_dist=100_repair_6_males=24_nmar=10,24,10
0,8,0,0,68.16461695229981,261.6546608408975,30.32650297297861,0,0,0,2,D_pmar=0.054_dist=100_repair_6_males=24_nmar=10,24,10
0,7,0,100,69.3466143087771,260.16061799725134,30.697506118561257,0,0,0,2,D_pmar=0.054_dist=100_repair_6_males=24_nmar=10,24,10
0,9,0,200,71.52947946227145,282.34477369307047,6.237042301745254,0,0,0,2,D_pmar=0.054_dist=100_repair_6_males=24_nmar=10,24,10
0,5,0,300,67.75190764422446,255.61984760369822,36.76002145690958,0,0,0,2,D_pmar=0.054_dist=100_repair_6_males=24_nmar=10,24,10
0,4,100,0,72.53756395659077,250.68013983094673,36.782893589329085,0,0,0,2,D_pmar=0.054_dist=100_repair_6_males=24_nmar=10,24,10
