probability_maraud,successful_mating,x_pos,y_pos,foraging_hrs,staying_hrs,repairing_hrs,marauding_events,marauding_hrs,traveling_hrs,rnd_seed,directory,fg_theta_dir,mar_attempts_count,mate_attempts_count,fg_theta,num_males,num_mar
0,9,0,0,38.02185622102807,291.3371603634505,30.705046242907148,0,0,0,0,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,97,9,5,2,1
0.054,9,100,0,40.464007397352105,318.6186914141719,0,5,0.5,0.4490740740740747,0,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,0,9,5,2,1
0,5,0,0,40.74072769748693,295.2218657093536,24.168937414428363,0,0,0,1,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,111,9,5,2,1
0.054,13,100,0,36.563777987188736,322.5747659087458,0,4,0.4,0.5138888888888897,1,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,0,13,5,2,1
0,8,0,0,71.13837813109345,196.60969352152551,92.34081517908125,0,0,0,2,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,87,12,5,2,1
0.054,10,100,0,67.26869310152152,290.97367949802225,0,15,1.5000000000000002,0.4027777777777782,2,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,0,12,5,2,1
0,5,0,0,71.33367163170558,209.35988555528945,79.37996604879784,0,0,0,3,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,105,12,5,2,1
0.054,13,100,0,71.24606582277978,287.08669349671544,0,13,1.3,0.4861111111111119,3,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,0,17,5,2,1
0.054,13,0,0,69.01926541271459,289.6217699260739,0,11,1.1,0.4490740740740747,4,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,0,15,5,2,1
0,5,100,0,74.64121129457098,218.2646596251576,67.09794849405583,0,0,0,4,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,97,11,5,2,1
0.054,10,0,0,38.36382854429398,320.4510690161242,0,9,0.8999999999999999,0.45370370370370433,5,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,0,11,5,2,1
0,8,100,0,41.273588280926695,263.7921142060938,55.05615905502198,0,0,0,5,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,98,11,5,2,1
0,9,0,0,40.66372605034304,271.00894188535545,48.61354955225404,0,0,0,6,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,99,11,5,2,1
0.054,9,100,0,39.76092565912507,319.0758060679744,0,8,0.7999999999999999,0.458333333333334,6,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,0,9,5,2,1
0.054,11,0,0,75.07934184222036,283.3806548551031,0,11,1.1,0.48148148148148223,7,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,0,13,5,2,1
0,7,100,0,76.521256901412,216.07688874860472,67.52221631419408,0,0,0,7,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,104,12,5,2,1
0.054,11,0,0,41.7278964175885,316.6705191685043,0,11,1.1,0.5138888888888897,8,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,0,12,5,2,1
0,7,100,0,40.78809532986358,252.2877310321644,66.97059039664232,0,0,0,8,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,111,12,5,2,1
0,6,0,0,39.78941447565936,271.6360377403562,48.698040472591074,0,0,0,9,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,109,9,5,2,1
0.054,12,100,0,39.96176329418036,318.8763661944418,0,8,0.7999999999999999,0.5046296296296304,9,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,0,14,5,2,1
0,7,0,0,70.61796722495433,240.51631611178988,48.87549316266596,0,0,0,100,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,102,12,5,2,1
0.054,11,100,0,69.07464541059919,289.8022661803024,0,8,0.7999999999999999,0.472222222222223,100,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,0,12,5,2,1
0,9,0,0,71.69408104493823,228.90618301596433,59.63069927646476,0,0,0,101,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,87,14,5,2,1
0.054,9,100,0,71.45347286867823,287.2934842264343,0,10,1,0.4027777777777782,101,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,0,11,5,2,1
0,10,0,0,39.6931422667058,277.84179043380806,42.58918557071785,0,0,0,102,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,117,10,5,2,1
0.054,8,100,0,40.1675119190724,318.6820455311462,0,7,0.7,0.5416666666666676,102,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,0,8,5,2,1
0,9,0,0,38.14513051184956,261.0308628303781,61.01660135924103,0,0,0,103,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,112,12,5,2,1
0.054,9,100,0,39.99755304782485,318.5638924550888,0,10,1,0.5185185185185194,103,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,0,11,5,2,1
0,9,0,0,37.130458953042165,268.24103949230937,54.6733393811054,0,0,0,104,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,108,10,5,2,1
0.054,9,100,0,37.87171313867943,320.85584122809604,0,9,0.8999999999999999,0.5000000000000008,104,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,0,10,5,2,1
0,6,0,0,39.61195715840215,253.21670014630084,67.24475786059948,0,0,0,105,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,128,8,5,2,1
0.054,12,100,0,38.806607360145456,319.70036627750073,0,11,1.1,0.5925925925925938,105,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,0,12,5,2,1
0,9,0,0,42.453467358471194,268.79988591950604,48.84261279525915,0,0,0,106,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,111,11,5,2,1
0.054,9,100,0,38.45607149607716,320.34127394763345,0,8,0.7999999999999999,0.5138888888888897,106,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,0,9,5,2,1
0,9,0,0,71.86655999592277,193.54120975459983,94.63637882900352,0,0,0,107,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,119,14,5,2,1
0.054,9,100,0,69.4337528206934,288.47336472568765,0,16,1.6000000000000003,0.5509259259259269,107,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,0,13,5,2,1
0,5,0,0,40.920933744820445,240.10926104571803,79.01241162679747,0,0,0,108,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,107,7,5,2,1
0.054,13,100,0,38.41984997549832,319.84600768955573,0,13,1.3,0.4953703703703712,108,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,0,14,5,2,1
0.054,15,0,0,39.01394888105581,319.81812046980167,0,8,0.7999999999999999,0.4259259259259264,109,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,0,17,5,2,1
0,3,100,0,39.9642300529355,271.3614996001708,48.76505691512308,0,0,0,109,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,92,6,5,2,1
0,6,0,0,71.26193760659658,239.9684662743088,48.782678977690544,0,0,0,10,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,110,10,5,2,1
0.054,12,100,0,71.396465983358965,287.4047942111786,0,8,0.7999999999999999,0.5092592592592601,10,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,0,13,5,2,1
0.054,10,0,0,39.85570643733968,319.0005639170184,0,9,0.8999999999999999,0.4953703703703712,110,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,0,12,5,2,1
0,8,100,0,38.28760440670265,266.797790425773,54.94794907512373,0,0,0,110,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,107,9,5,2,1
0,9,0,0,40.72067238774727,264.1935974076694,55.18600162642595,0,0,0,111,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,103,13,5,2,1
0.054,9,100,0,38.333933079718896,320.45758110563634,0,9,0.8999999999999999,0.4768518518518526,111,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,0,9,5,2,1
0.054,12,0,0,39.64317970111754,318.8789710663185,0,11,1.1,0.5833333333333345,112,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,0,15,5,2,1
0,6,100,0,41.84075815343697,251.18011018658035,67.06403985229295,0,0,0,112,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,126,11,5,2,1
0.054,14,0,0,39.27644118079214,319.2562565065655,0,11,1.1,0.4398148148148154,113,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,0,15,5,2,1
0,4,100,0,39.0758722479313,253.74207806604025,67.24892906574273,0,0,0,113,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,95,5,5,2,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,NA,NA,5,2,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,NA,NA,5,2,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,NA,NA,5,2,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,NA,NA,5,2,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,NA,NA,5,2,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,NA,NA,5,2,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,NA,NA,5,2,1
100,0,1441,241.8825258155624,294,0,0,0,NA,NA,113,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,0,0,5,2,1
0,5,0,0,68.54251985272697,212.01117919070873,79.44937099863826,0,0,0,114,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,91,13,5,2,1
0.054,13,100,0,69.9514221735449,288.4155854042734,0,13,1.3,0.4212962962962968,114,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,0,18,5,2,1
0.054,6,0,0,39.835484230556055,319.33676770762895,0,5,0.5,0.45370370370370433,115,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,0,8,5,2,1
0,12,100,0,41.219643470022255,288.3824735589387,30.546555394379396,0,0,0,115,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,98,14,5,2,1
0,8,0,0,39.93176664301696,240.4462911143252,79.67273405814215,0,0,0,116,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,110,10,5,2,1
0.054,10,100,0,39.748232437617304,318.54291397625906,0,13,1.3,0.5092592592592601,116,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,0,11,5,2,1
0.054,9,0,0,39.037121158300586,319.8616571250884,0,6,0.6,0.5509259259259269,117,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,0,9,5,2,1
0,9,100,0,37.117463709291734,286.3679840658183,36.566773562074566,0,0,0,117,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,119,10,5,2,1
0,9,0,0,72.93146398428402,220.10478484247528,67.20907211470674,0,0,0,118,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,111,13,5,2,1
0.054,8,100,0,74.55151317503334,283.87479973581895,0,11,1.1,0.5138888888888897,118,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,0,14,5,2,1
0,8,0,0,39.88963150003461,265.2289335570941,55.00848929546519,0,0,0,119,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,102,10,5,2,1
0.054,10,100,0,37.19169030980022,321.4369272893601,0,9,0.8999999999999999,0.472222222222223,119,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,0,10,5,2,1
0,8,0,0,70.60834612884155,197.42736732232268,92.01202354979556,0,0,0,11,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,100,11,5,2,1
0.054,10,100,0,67.12222260683694,290.9648585743644,0,15,1.5000000000000002,0.4629629629629636,11,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,0,13,5,2,1
0,8,0,0,38.81051324566541,265.8077289703454,55.408646539116745,0,0,0,120,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_5,114,12,5,2,1
