probability_maraud,successful_mating,x_pos,y_pos,foraging_hrs,staying_hrs,repairing_hrs,marauding_events,marauding_hrs,traveling_hrs,rnd_seed,directory,num_males,num_mar
0.054,6,0,0,68.71957284935839,243.9272591933371,42.79879021339621,9,0.8999999999999999,3.742056811330841,0,D_pmar=0.054_dist=1000_repair_6_males=24_nmar=16,24,16
0.054,8,0,1e3,71.48512872435788,247.4920321173691,36.4298073462646,16,1.6000000000000003,3.14020495947899,0,D_pmar=0.054_dist=1000_repair_6_males=24_nmar=16,24,16
0,8,0,2e3,71.64121495630079,227.25908607643143,61.29125737171588,0,0,0,0,D_pmar=0.054_dist=1000_repair_6_males=24_nmar=16,24,16
0.054,7,0,3e3,71.1232502880763,283.0100265575623,0,17,1.7000000000000004,4.529093848367883,0,D_pmar=0.054_dist=1000_repair_6_males=24_nmar=16,24,16
0,7,1e3,0,68.79754361859209,236.21381768834215,55.13831445398156,0,0,0,0,D_pmar=0.054_dist=1000_repair_6_males=24_nmar=16,24,16
0.054,15,1e3,1e3,69.88701940694959,223.69233353249106,61.52240802209699,12,1.2,3.8730025115505717,0,D_pmar=0.054_dist=1000_repair_6_males=24_nmar=16,24,16
0,11,1e3,2e3,69.3331786086784,235.97110808717204,54.71802780440576,0,0,0,0,D_pmar=0.054_dist=1000_repair_6_males=24_nmar=16,24,16
0,16,1e3,3e3,71.30267540099044,209.17254507067085,79.63659307690007,0,0,0,0,D_pmar=0.054_dist=1000_repair_6_males=24_nmar=16,24,16
0.054,6,2e3,0,72.30117749526836,240.74301341515974,42.66291377619787,11,1.0999999999999999,3.3716864409604708,0,D_pmar=0.054_dist=1000_repair_6_males=24_nmar=16,24,16
0.054,16,2e3,1e3,71.07975220300528,223.55789784197927,60.81062551411526,9,0.8999999999999999,3.7883531076271373,0,D_pmar=0.054_dist=1000_repair_6_males=24_nmar=16,24,16
0.054,11,2e3,2e3,72.32559610840056,222.78263444640007,60.925959797044875,11,1.0999999999999999,2.908723477997508,0,D_pmar=0.054_dist=1000_repair_6_males=24_nmar=16,24,16
0.054,7,2e3,3e3,71.86200885852733,247.87471225044843,36.850513979857595,6,0.6,2.9741963281073733,0,D_pmar=0.054_dist=1000_repair_6_males=24_nmar=16,24,16
0.054,10,3e3,0,70.9051735130284,234.36364314220637,48.847734155854795,16,1.6000000000000003,4.289669178217242,0,D_pmar=0.054_dist=1000_repair_6_males=24_nmar=16,24,16
0.054,11,3e3,1e3,68.21867202997021,238.07691170179638,48.93654970791364,13,1.3,3.6686407725518175,0,D_pmar=0.054_dist=1000_repair_6_males=24_nmar=16,24,16
0.054,9,3e3,2e3,71.67067236192369,191.8473933747166,91.83345905256873,12,1.2,3.5297518836629287,0,D_pmar=0.054_dist=1000_repair_6_males=24_nmar=16,24,16
0.054,10,3e3,3e3,71.31962977797154,234.0558217318755,48.95148771658333,17,1.7000000000000004,4.00065803529505,0,D_pmar=0.054_dist=1000_repair_6_males=24_nmar=16,24,16
0,8,4e3,0,71.30501706953181,186.3188377432706,102.53300636640401,0,0,0,0,D_pmar=0.054_dist=1000_repair_6_males=24_nmar=16,24,16
0,9,4e3,1e3,75.72828378193934,229.11207720153232,55.23899170126901,0,0,0,0,D_pmar=0.054_dist=1000_repair_6_males=24_nmar=16,24,16
0,5,4e3,2e3,76.61941890186375,234.92275733717463,48.560979406677674,0,0,0,0,D_pmar=0.054_dist=1000_repair_6_males=24_nmar=16,24,16
0.054,7,4e3,3e3,68.97460761526122,238.54034866641007,48.35411163524673,10,0.9999999999999999,3.1865012557752856,0,D_pmar=0.054_dist=1000_repair_6_males=24_nmar=16,24,16
0.054,5,5e3,0,68.45298782256471,243.27047738727092,42.65845429552272,16,1.6000000000000003,4.027777777777777,0,D_pmar=0.054_dist=1000_repair_6_males=24_nmar=16,24,16
0.054,9,5e3,1e3,68.08989860763222,231.16332789811747,54.93866783703963,21,2.1000000000000005,3.908065442702457,0,D_pmar=0.054_dist=1000_repair_6_males=24_nmar=16,24,16
0.054,13,5e3,2e3,67.78664036673354,250.43504038294878,36.73773503852735,14,1.4000000000000001,3.6765839612209756,0,D_pmar=0.054_dist=1000_repair_6_males=24_nmar=16,24,16
0,2,5e3,3e3,68.69799390261308,230.05560214438154,61.42304166071419,0,0,0,0,D_pmar=0.054_dist=1000_repair_6_males=24_nmar=16,24,16
0,7,0,0,72.59907507517485,256.7708530863341,30.681652091476803,0,0,0,1,D_pmar=0.054_dist=1000_repair_6_males=24_nmar=16,24,16
0,13,0,1e3,70.41094160107674,246.83132653689623,42.877704052965825,0,0,0,1,D_pmar=0.054_dist=1000_repair_6_males=24_nmar=16,24,16
0.054,7,0,2e3,67.77486298215959,285.7060164374301,0,15,1.5000000000000002,5.019176553813577,1,D_pmar=0.054_dist=1000_repair_6_males=24_nmar=16,24,16
0,4,0,3e3,72.44288821601087,232.25723531675308,55.30096098394286,0,0,0,1,D_pmar=0.054_dist=1000_repair_6_males=24_nmar=16,24,16
0.054,10,1e3,0,70.08803953423487,260.0048231558124,24.660511457212557,13,1.3,4.046954331591347,1,D_pmar=0.054_dist=1000_repair_6_males=24_nmar=16,24,16
0,11,1e3,1e3,68.652170287468,247.1523427713501,44.324552526567146,0,0,0,1,D_pmar=0.054_dist=1000_repair_6_males=24_nmar=16,24,16
0,4,1e3,2e3,73.16613748165344,213.4678087886942,73.56721633871862,0,0,0,1,D_pmar=0.054_dist=1000_repair_6_males=24_nmar=16,24,16
