probability_maraud,successful_mating,x_pos,y_pos,foraging_hrs,staying_hrs,repairing_hrs,marauding_events,marauding_hrs,traveling_hrs,rnd_seed,directory,fg_theta_dir,mar_attempts_count,mate_attempts_count,fg_theta,num_males,num_mar
0.054,8,0,0,40.38140252875803,269.378487555333,48.4760670656692,8,0.7999999999999999,0.99991074217012,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=23,FG_theta_2.5,81,8,2.5,24,23
0.054,9,0,100,37.404742339094945,284.5071356535238,36.58854472972015,8,0.7999999999999999,0.791401212553413,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=23,FG_theta_2.5,88,13,2.5,24,23
0.054,14,0,200,42.18747396887415,243.1638644651046,73.16238519063165,9,0.8999999999999999,0.8375946268057711,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=23,FG_theta_2.5,88,17,2.5,24,23
0.054,10,0,300,38.759479833513645,276.17047658782536,42.89865044107617,12,1.2,1.0375301985525265,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=23,FG_theta_2.5,81,16,2.5,24,23
0.054,8,100,0,40.89703948676228,279.9137632824305,36.90218996337164,11,1.1,1.1894012041324238,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=23,FG_theta_2.5,72,9,2.5,24,23
0.054,11,100,100,37.83943523835456,271.0107916033989,48.917545621158034,11,1.1,1.178028992570446,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=23,FG_theta_2.5,80,13,2.5,24,23
0.054,6,100,200,38.343228715809694,265.352303460913,54.95402375436219,5,0.5,0.9197787847499104,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=23,FG_theta_2.5,96,14,2.5,24,23
0.054,8,100,300,38.8237857264455,271.7684505037664,47.44054941290822,9,0.8999999999999999,1.1951561141971023,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=23,FG_theta_2.5,78,10,2.5,24,23
0.054,8,200,0,37.26496072518661,278.7664493880944,42.76870923404701,5,0.5,0.9025840148413536,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=23,FG_theta_2.5,81,8,2.5,24,23
0.054,4,200,100,39.046478040684455,270.3258488439335,48.98895177356515,5,0.5,1.1388973258734434,0,D_pmar=0.054_dist=100_repair_6_males=24_nmar=23,FG_theta_2.5,67,6,2.5,24,23
