probability_maraud,successful_mating,x_pos,y_pos,foraging_hrs,staying_hrs,repairing_hrs,marauding_events,marauding_hrs,traveling_hrs,rnd_seed,directory,num_males,num_mar
0.054,11,0,0,70.66047949966757,251.10543156841425,36.634032126895484,11,1.0999999999999999,0.5459527591358664,0,D_pmar=0.054_dist=100_repair_6_males=6_nmar=2,6,2
0.054,11,0,100,68.31363180916114,271.66582643565147,18.36720602766981,12,1.2,0.6135201362186077,0,D_pmar=0.054_dist=100_repair_6_males=6_nmar=2,6,2
0,10,100,0,72.42467546465723,257.25100358157874,30.336383963852853,0,0,0,0,D_pmar=0.054_dist=100_repair_6_males=6_nmar=2,6,2
0,8,100,100,74.41078669809346,267.4867290516905,18.132384625056194,0,0,0,0,D_pmar=0.054_dist=100_repair_6_males=6_nmar=2,6,2
0,8,200,0,73.91701750785727,279.8398272198165,6.253440500555106,0,0,0,0,D_pmar=0.054_dist=100_repair_6_males=6_nmar=2,6,2
0,6,200,100,65.6014922702265,263.95504750953273,30.461669521590252,0,0,0,0,D_pmar=0.054_dist=100_repair_6_males=6_nmar=2,6,2
0.054,7,0,0,70.83816889020657,268.6661805344785,18.29576851132197,16,1.6000000000000003,0.6468131501265351,1,D_pmar=0.054_dist=100_repair_6_males=6_nmar=2,6,2
0,8,0,100,69.77679403544805,241.18426046503623,49.150513286204415,0,0,0,1,D_pmar=0.054_dist=100_repair_6_males=6_nmar=2,6,2
0,11,100,0,67.44412900361006,262.51609252761557,30.308901797873983,0,0,0,1,D_pmar=0.054_dist=100_repair_6_males=6_nmar=2,6,2
0,10,100,100,71.54152005000978,235.11245160665737,53.58028894000911,0,0,0,1,D_pmar=0.054_dist=100_repair_6_males=6_nmar=2,6,2
0,6,200,0,72.08299451342806,257.5211020758632,30.4133363948358,0,0,0,1,D_pmar=0.054_dist=100_repair_6_males=6_nmar=2,6,2
0.054,12,200,100,71.51761346877119,267.8126568645079,18.345502470783707,17,1.7000000000000004,0.6525661162706059,1,D_pmar=0.054_dist=100_repair_6_males=6_nmar=2,6,2
0.054,7,0,0,67.43486344238259,265.67573176984985,24.67170042815217,18,1.8000000000000005,0.6024040800003941,2,D_pmar=0.054_dist=100_repair_6_males=6_nmar=2,6,2
0,11,0,100,70.69291887518987,265.06108259307354,24.43306730211946,0,0,0,2,D_pmar=0.054_dist=100_repair_6_males=6_nmar=2,6,2
0,11,100,0,67.97272476517803,260.31052158039313,31.809243649625607,0,0,0,2,D_pmar=0.054_dist=100_repair_6_males=6_nmar=2,6,2
0,11,100,100,70.61108557698078,258.8023149406951,30.727780680885946,0,0,0,2,D_pmar=0.054_dist=100_repair_6_males=6_nmar=2,6,2
0,8,200,0,73.26933083990997,250.1373976109519,36.65472549102546,0,0,0,2,D_pmar=0.054_dist=100_repair_6_males=6_nmar=2,6,2
0.054,6,200,100,72.93272046802394,261.31306341462687,24.25621043321237,11,1.0999999999999999,0.6206645981022423,2,D_pmar=0.054_dist=100_repair_6_males=6_nmar=2,6,2
0,11,0,0,71.07458224190397,258.30633837621895,30.70841406035005,0,0,0,3,D_pmar=0.054_dist=100_repair_6_males=6_nmar=2,6,2
0.054,11,0,100,70.7678570881758,286.49984031864204,0,21,2.1000000000000005,0.7050806799303635,3,D_pmar=0.054_dist=100_repair_6_males=6_nmar=2,6,2
