probability_maraud,successful_mating,x_pos,y_pos,foraging_hrs,staying_hrs,repairing_hrs,marauding_events,marauding_hrs,traveling_hrs,rnd_seed,directory,num_males,num_mar
0.054,6,0,0,71.91816001679031,236.87865965120693,49.02802688925984,5,0.5,1.9318482435813813,0,D_pmar=0.054_dist=500_repair_6_males=6_nmar=5,6,5
0.054,8,0,500,70.51044164011492,206.82489523182343,79.82664090493331,13,1.3,1.8528155222301523,0,D_pmar=0.054_dist=500_repair_6_males=6_nmar=5,6,5
0,9,500,0,70.31070209649316,215.81341672501145,74.08456755428459,0,0,0,0,D_pmar=0.054_dist=500_repair_6_males=6_nmar=5,6,5
0.054,14,500,500,69.63945615481072,237.5486464847733,49.19031550510226,17,1.7000000000000004,2.0227957479363474,0,D_pmar=0.054_dist=500_repair_6_males=6_nmar=5,6,5
0.054,9,1000,0,68.59524827666597,245.52535484487848,42.56115088056797,12,1.2,2.1864778732110124,0,D_pmar=0.054_dist=500_repair_6_males=6_nmar=5,6,5
0.054,8,1000,500,66.42325124591632,223.52830030305205,67.1371995613857,13,1.3,1.8200790971752197,0,D_pmar=0.054_dist=500_repair_6_males=6_nmar=5,6,5
0,7,0,0,67.33943112063874,231.4736201497623,61.21390964070393,0,0,0,1,D_pmar=0.054_dist=500_repair_6_males=6_nmar=5,6,5
0.054,7,0,500,72.16930130671736,224.59394570956877,60.69174498865814,7,0.7,1.927876649246802,1,D_pmar=0.054_dist=500_repair_6_males=6_nmar=5,6,5
0.054,3,500,0,67.47366445687962,222.2795037112567,67.18582624464618,13,1.3,2.041972301749917,1,D_pmar=0.054_dist=500_repair_6_males=6_nmar=5,6,5
0.054,13,500,500,72.78145159183616,217.5927095767024,66.84523852532645,10,1,1.843227245323368,1,D_pmar=0.054_dist=500_repair_6_males=6_nmar=5,6,5
0.054,13,1000,0,72.25245721273066,229.591484395008,55.01828068158179,13,1.3,1.9166432841023917,1,D_pmar=0.054_dist=500_repair_6_males=6_nmar=5,6,5
0.054,11,1000,500,70.35204421347062,262.14902356066256,24.233845716369245,13,1.3,2.0300575187461796,1,D_pmar=0.054_dist=500_repair_6_males=6_nmar=5,6,5
0.054,17,0,0,73.3068561891989,241.03144689080668,42.79982307992312,12,1.2,1.7754278891165505,2,D_pmar=0.054_dist=500_repair_6_males=6_nmar=5,6,5
0.054,4,0,500,73.4559784986853,240.31411274771713,42.9677910037192,14,1.4,1.8759636703783007,2,D_pmar=0.054_dist=500_repair_6_males=6_nmar=5,6,5
0.054,7,500,0,73.04304430216372,235.17129319193015,49.07332032671191,6,0.6,2.1130618344319885,2,D_pmar=0.054_dist=500_repair_6_males=6_nmar=5,6,5
0.054,8,500,500,72.95880594742265,187.6906861621736,97.21266153043752,7,0.7,1.5502445080666,2,D_pmar=0.054_dist=500_repair_6_males=6_nmar=5,6,5
0,9,1000,0,68.97867207782681,235.99320715360005,55.10156169773048,0,0,0,2,D_pmar=0.054_dist=500_repair_6_males=6_nmar=5,6,5
0.054,9,1000,500,69.62542153980681,243.72944585202916,42.98962783710027,15,1.5000000000000002,2.2152427039313665,2,D_pmar=0.054_dist=500_repair_6_males=6_nmar=5,6,5
0.054,12,0,0,72.12746395451568,247.90263809492325,36.29917625497795,17,1.7000000000000004,2.012526053170237,3,D_pmar=0.054_dist=500_repair_6_males=6_nmar=5,6,5
0,7,0,500,72.0952875974223,220.83444352129072,67.2068432674745,0,0,0,3,D_pmar=0.054_dist=500_repair_6_males=6_nmar=5,6,5
0.054,7,500,0,69.94081544796211,202.5427936399218,84.80922827089626,11,1.1,1.750634652730775,3,D_pmar=0.054_dist=500_repair_6_males=6_nmar=5,6,5
0.054,12,500,500,70.68466933951295,228.4340785060392,58.606439087056,10,1,1.633248823752408,3,D_pmar=0.054_dist=500_repair_6_males=6_nmar=5,6,5
0.054,5,1000,0,71.05916930459524,200.54538332081503,85.85360122900661,13,1.3,1.318763026585119,3,D_pmar=0.054_dist=500_repair_6_males=6_nmar=5,6,5
0.054,11,1000,500,73.7738913938544,215.87543224632233,66.62523752004356,15,1.5000000000000002,2.257567405893084,3,D_pmar=0.054_dist=500_repair_6_males=6_nmar=5,6,5
0.054,5,0,0,68.69072252370276,220.86436866546603,66.94204546042317,17,1.7000000000000004,1.912671689767812,4,D_pmar=0.054_dist=500_repair_6_males=6_nmar=5,6,5
0.054,12,0,500,70.1977481499703,249.8650699418359,36.521805000757325,12,1.2,2.279070465803606,4,D_pmar=0.054_dist=500_repair_6_males=6_nmar=5,6,5
0.054,12,500,0,69.22499280453209,220.9985156816155,67.207627463841,8,0.7999999999999999,1.9262315610091756,4,D_pmar=0.054_dist=500_repair_6_males=6_nmar=5,6,5
0.054,14,500,500,71.30472102280771,247.97826605235315,37.09589936649618,15,1.5000000000000002,2.172918001969649,4,D_pmar=0.054_dist=500_repair_6_males=6_nmar=5,6,5
0.054,4,1000,0,71.19896846026812,206.62307843882408,79.59358636199842,10,1,1.683516714383283,4,D_pmar=0.054_dist=500_repair_6_males=6_nmar=5,6,5
0,7,1000,500,71.70471088487727,196.8652762273835,91.71852389889015,0,0,0,4,D_pmar=0.054_dist=500_repair_6_males=6_nmar=5,6,5
0,7,0,0,71.68891623078966,245.46393545876776,43.054399938592965,0,0,0,5,D_pmar=0.054_dist=500_repair_6_males=6_nmar=5,6,5
0.054,10,0,500,69.94210343982549,225.81717162365632,61.07888509189005,13,1.3,2.1186785170041937,5,D_pmar=0.054_dist=500_repair_6_males=6_nmar=5,6,5
0.054,11,500,0,72.16532840177973,223.56527377940387,61.01055890517142,12,1.2,2.072382220707898,5,D_pmar=0.054_dist=500_repair_6_males=6_nmar=5,6,5
0.054,8,500,500,69.25518102128483,232.40601079933447,54.79114581352838,16,1.6000000000000003,1.9685562629708933,5,D_pmar=0.054_dist=500_repair_6_males=6_nmar=5,6,5
0.054,6,1000,0,66.04661641506891,230.66682322394797,61.215941629975674,7,0.7,1.7043383564344787,5,D_pmar=0.054_dist=500_repair_6_males=6_nmar=5,6,5
0.054,12,1000,500,74.35769402022362,222.40468877325668,60.5135099371633,8,0.7999999999999999,1.998966181928873,5,D_pmar=0.054_dist=500_repair_6_males=6_nmar=5,6,5
0.054,6,0,0,68.43344386193816,210.9607578014999,78.4565831519583,10,1,1.3746475997881995,6,D_pmar=0.054_dist=500_repair_6_males=6_nmar=5,6,5
0.054,11,0,500,70.83682234043395,236.79170634566097,48.8501238754839,14,1.4,2.1322383882455576,6,D_pmar=0.054_dist=500_repair_6_males=6_nmar=5,6,5
0.054,6,500,0,70.76811424670517,230.80875712669925,55.07538304142418,16,1.6000000000000003,2.0763538150424763,6,D_pmar=0.054_dist=500_repair_6_males=6_nmar=5,6,5
0.054,11,500,500,69.23447111392187,220.40389112483751,67.02262310709571,15,1.5000000000000002,1.866375393471516,6,D_pmar=0.054_dist=500_repair_6_males=6_nmar=5,6,5
0.054,11,1000,0,76.4092312108002,231.7506967107608,48.692974849376895,11,1.1,2.2152427039313665,6,D_pmar=0.054_dist=500_repair_6_males=6_nmar=5,6,5
0,9,1000,500,71.2070520774681,184.81793782006525,104.17682525931404,0,0,0,6,D_pmar=0.054_dist=500_repair_6_males=6_nmar=5,6,5
0.054,9,0,0,68.80383838247789,233.3979504050114,54.92487643968783,12,1.2,1.7833710777857077,7,D_pmar=0.054_dist=500_repair_6_males=6_nmar=5,6,5
0.054,7,0,500,66.04910826182555,246.60515211001257,43.26904063094266,17,1.7000000000000004,2.5545217374844333,7,D_pmar=0.054_dist=500_repair_6_males=6_nmar=5,6,5
