probability_maraud,successful_mating,x_pos,y_pos,foraging_hrs,staying_hrs,repairing_hrs,marauding_events,marauding_hrs,traveling_hrs,rnd_seed,directory,fg_theta_dir,mar_attempts_count,mate_attempts_count,fg_theta,num_males,num_mar
0.054,8,0,0,38.98942484554864,277.37950484553994,42.7932116167204,4,0.4,0.5347669814438806,0,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_2.5,64,14,2.5,4,3
0.054,12,0,100,38.23803147631076,289.53018272813296,30.96224913118775,9,0.8999999999999999,0.45370370370370433,0,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_2.5,65,15,2.5,4,3
0,9,100,0,39.71394172292482,259.26737343110153,61.0301592756221,0,0,0,0,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_2.5,108,14,2.5,4,3
0.054,7,100,100,37.6378964021379,296.2222068549289,24.415417777568383,13,1.3,0.5706242314626816,0,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_2.5,60,13,2.5,4,3
0,16,0,0,42.010719224518624,257.3112458690199,60.71060352114919,0,0,0,1,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_2.5,83,20,2.5,4,3
0.054,3,0,100,38.45318930593998,283.3240148651278,36.85015291588018,9,0.8999999999999999,0.4837846050141594,1,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_2.5,47,4,2.5,4,3
0.054,8,100,0,39.93175235633518,270.0251149986808,48.34126916845937,12,1.2,0.5387385757784596,1,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_2.5,64,10,2.5,4,3
0.054,9,100,100,41.21767795914599,262.484800127477,54.83174753781991,12,1.2,0.3703703703703706,1,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_2.5,70,13,2.5,4,3
0.054,10,0,0,36.99388661093611,278.5844895618609,42.32679538718896,15,1.5000000000000002,0.6257144857988469,2,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_2.5,73,11,2.5,4,3
0,10,0,100,40.45461718479036,252.39822263272916,67.1550539856906,0,0,0,2,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_2.5,99,13,2.5,4,3
0.054,9,100,0,37.89287469892432,283.76123263804897,36.768172711486834,13,1.3,0.5016450882376274,2,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_2.5,72,13,2.5,4,3
0.054,7,100,100,37.189968042334094,266.76978479588485,55.07964386689461,5,0.5,0.536355619177712,2,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_2.5,64,14,2.5,4,3
0.054,8,0,0,39.22277284984784,276.459655328011,43.16866948483012,9,0.8999999999999999,0.4880852169962638,3,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_2.5,69,12,2.5,4,3
0.054,10,0,100,38.104104774421835,288.3835668341151,32.177800380137775,8,0.7999999999999999,0.5559974742106718,3,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_2.5,64,16,2.5,4,3
0.054,7,100,0,37.37457190979339,290.867766225396,30.473183675813903,8,0.7999999999999999,0.5601851851851862,3,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_2.5,57,9,2.5,4,3
0,11,100,100,38.4411484642857,279.04198694619174,42.540779659047,0,0,0,3,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_2.5,118,12,2.5,4,3
0.054,9,0,0,37.27555079961186,290.28639532326605,30.78141212320748,12,1.2,0.4888795358631796,4,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_2.5,48,11,2.5,4,3
0.054,14,0,100,38.56431994846309,295.8875045941865,24.508954268296883,8,0.7999999999999999,0.3333333333333334,4,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_2.5,61,15,2.5,4,3
0.054,4,100,0,39.732559125845775,264.7279093277208,54.607672137078346,6,0.6,0.4368302734228124,4,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_2.5,64,6,2.5,4,3
0,9,100,100,41.21901716725144,276.2895301844582,42.63488203039234,0,0,0,4,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_2.5,77,15,2.5,4,3
0.054,11,0,0,39.60335758257891,295.29166199800954,24.22163809358015,5,0.5,0.541314266454867,5,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_2.5,48,11,2.5,4,3
0.054,7,0,100,40.904019397766774,281.0958159252842,36.80055001958153,9,0.8999999999999999,0.5120276840113279,5,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_2.5,74,9,2.5,4,3
0.054,7,100,0,40.3029535819181,263.47031415605176,54.77448276230414,11,1.1,0.4920568113308428,5,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_2.5,69,10,2.5,4,3
0,11,100,100,36.45160459643268,286.9837071625126,36.73521568658579,0,0,0,5,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_2.5,96,11,2.5,4,3
0,7,0,0,40.49051191261832,233.78019875755,85.85539358970638,0,0,0,6,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_2.5,98,12,2.5,4,3
0.054,9,0,100,38.124940840551574,271.79335867337295,48.79751603796055,12,1.2,0.3504559481936807,6,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_2.5,57,12,2.5,4,3
0.054,14,100,0,38.20334351816823,283.42407268155785,36.567387144183215,13,1.3,0.6048694611833758,6,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_2.5,48,18,2.5,4,3
0.054,6,100,100,39.03430937156574,280.66370581022414,38.93641880439125,10,1,0.3981481481481486,6,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_2.5,50,8,2.5,4,3
0,10,0,0,39.351489259883216,259.32427190309664,61.357141064460606,0,0,0,7,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_2.5,104,13,2.5,4,3
0.054,7,0,100,38.1294367966796,265.66694951158576,54.77939384951689,9,0.8999999999999999,0.5786803211394296,7,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_2.5,63,7,2.5,4,3
0.054,11,100,0,42.095122494048645,281.61448714173986,35.17289443309716,9,0.8999999999999999,0.4398148148148154,7,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_2.5,55,12,2.5,4,3
0.054,8,100,100,38.916682373508294,288.7436730128715,30.627356937301553,12,1.2,0.5208216420511967,7,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_2.5,67,9,2.5,4,3
0.054,8,0,0,38.8690466507561,282.15621022227947,37.422192032555685,11,1.1,0.5594473168220654,8,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_2.5,51,13,2.5,4,3
0,7,0,100,40.36895374419166,263.73798008898825,56.05823690996632,0,0,0,8,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_2.5,105,9,2.5,4,3
0.054,10,100,0,38.79471441959067,276.60448942172934,43.03134125975021,11,1.1,0.4820032332046677,8,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_2.5,70,12,2.5,4,3
0.054,11,100,100,37.75807662779576,259.80731579026144,60.975186145293094,12,1.2,0.5177806501553985,8,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_2.5,76,12,2.5,4,3
0.054,11,0,0,38.91059285039466,265.41587989815383,54.74616295002195,7,0.7,0.4347763344695903,9,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_2.5,67,14,2.5,4,3
0.054,5,0,100,39.115711048593795,270.3428152888016,49.16376209703479,9,0.8999999999999999,0.48148148148148223,9,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_2.5,61,9,2.5,4,3
0.054,9,100,0,34.73779565461398,292.6969020918411,30.573496432853123,14,1.4,0.6007051327731366,9,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_2.5,75,11,2.5,4,3
0,11,100,100,39.66888427529937,271.4852497168419,48.89106479879139,0,0,0,9,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_2.5,82,12,2.5,4,3
0.054,14,0,0,38.81528533994117,319.7204633827616,0,10,1,0.5313969719005571,100,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_2.5,54,15,2.5,4,3
0,8,0,100,38.55379050333651,278.63729180299526,42.850424823730506,0,0,0,100,D_pmar=0.054_dist=100_repair_6_males=4_nmar=3,FG_theta_2.5,91,10,2.5,4,3
