probability_maraud,successful_mating,x_pos,y_pos,foraging_hrs,staying_hrs,repairing_hrs,marauding_events,marauding_hrs,traveling_hrs,rnd_seed,directory,num_males,num_mar
0,7,0,0,71.93236079975172,275.93319921152124,12.232565372739696,0,0,0,0,D_pmar=0.054_dist=500_repair_6_males=8_nmar=2,8,2
0,7,0,500,69.83939009572418,277.994470331555,12.185056741973543,0,0,0,0,D_pmar=0.054_dist=500_repair_6_males=8_nmar=2,8,2
0.054,6,500,0,69.23010892252447,245.2157286354027,42.36331549506926,13,1.3,1.9549963917295297,0,D_pmar=0.054_dist=500_repair_6_males=8_nmar=2,8,2
0,9,500,500,70.72213077357263,259.00705883225237,30.465049925111806,0,0,0,0,D_pmar=0.054_dist=500_repair_6_males=8_nmar=2,8,2
0.054,13,1000,0,72.37564812311894,259.5867500144832,24.5163879676264,14,1.4,2.313299833040159,0,D_pmar=0.054_dist=500_repair_6_males=8_nmar=2,8,2
0,10,1000,500,72.99617237633636,275.0077769052867,12.260404655588935,0,0,0,0,D_pmar=0.054_dist=500_repair_6_males=8_nmar=2,8,2
0,9,1500,0,67.37509421523188,262.399321481474,30.267646155256724,0,0,0,0,D_pmar=0.054_dist=500_repair_6_males=8_nmar=2,8,2
0,11,1500,500,72.74716973394648,287.27327415576497,0,0,0,0,0,D_pmar=0.054_dist=500_repair_6_males=8_nmar=2,8,2
0,10,0,0,73.68917273149492,268.28066607959397,18.19853076447999,0,0,0,1,D_pmar=0.054_dist=500_repair_6_males=8_nmar=2,8,2
0.054,8,0,500,72.34291106146624,241.92592124621393,42.852875626592294,12,1.2,1.7122815451036368,1,D_pmar=0.054_dist=500_repair_6_males=8_nmar=2,8,2
0,13,500,0,70.87949802274913,258.7442434946175,30.420259989214216,0,0,0,1,D_pmar=0.054_dist=500_repair_6_males=8_nmar=2,8,2
0.054,8,500,500,70.56611961702419,272.81289241798925,12.26584820411792,21,2.1000000000000005,2.479308464411776,1,D_pmar=0.054_dist=500_repair_6_males=8_nmar=2,8,2
0,8,1000,0,67.97100763840041,267.78010153220316,24.411114670037573,0,0,0,1,D_pmar=0.054_dist=500_repair_6_males=8_nmar=2,8,2
0,7,1000,500,68.25653380239271,255.33133373077348,36.573457106796056,0,0,0,1,D_pmar=0.054_dist=500_repair_6_males=8_nmar=2,8,2
0,6,1500,0,68.50718613694532,279.19014827133134,12.376603046178598,0,0,0,1,D_pmar=0.054_dist=500_repair_6_males=8_nmar=2,8,2
0,12,1500,500,75.40337087195084,260.4977422870022,24.14154960987289,0,0,0,1,D_pmar=0.054_dist=500_repair_6_males=8_nmar=2,8,2
0,5,0,0,72.23696219627095,239.0772354964639,48.71668835542082,0,0,0,2,D_pmar=0.054_dist=500_repair_6_males=8_nmar=2,8,2
0.054,9,0,500,69.06882165869162,256.2570999826906,30.630051533652736,19,1.9000000000000008,2.223185892600525,2,D_pmar=0.054_dist=500_repair_6_males=8_nmar=2,8,2
0,9,500,0,75.31006675928607,272.5282963861183,12.20237258262954,0,0,0,2,D_pmar=0.054_dist=500_repair_6_males=8_nmar=2,8,2
0,12,500,500,70.57336978925264,277.4145691682315,12.16260517054487,0,0,0,2,D_pmar=0.054_dist=500_repair_6_males=8_nmar=2,8,2
0,9,1000,0,70.9502588267103,289.10577787490297,0,0,0,0,2,D_pmar=0.054_dist=500_repair_6_males=8_nmar=2,8,2
0,6,1000,500,70.16754270232758,235.0232033767253,54.91233954007823,0,0,0,2,D_pmar=0.054_dist=500_repair_6_males=8_nmar=2,8,2
0,12,1500,0,70.71704556344415,252.65520541586744,36.68004617529406,0,0,0,2,D_pmar=0.054_dist=500_repair_6_males=8_nmar=2,8,2
0.054,10,1500,500,73.06827340949137,258.9029024146769,24.41160644759884,17,1.7000000000000004,2.0475889843221227,2,D_pmar=0.054_dist=500_repair_6_males=8_nmar=2,8,2
0,7,0,0,70.29489540637492,265.0175001676896,24.69704202355103,0,0,0,3,D_pmar=0.054_dist=500_repair_6_males=8_nmar=2,8,2
0,13,0,500,72.90982112321863,268.5038101190497,18.615610016622707,0,0,0,3,D_pmar=0.054_dist=500_repair_6_males=8_nmar=2,8,2
0,9,500,0,71.31992200511411,288.72172612362135,0,0,0,0,3,D_pmar=0.054_dist=500_repair_6_males=8_nmar=2,8,2
0,8,500,500,74.84675375000054,285.1939649957314,0,0,0,0,3,D_pmar=0.054_dist=500_repair_6_males=8_nmar=2,8,2
0,11,1000,0,71.27638763072201,252.12459946304543,36.7106417051083,0,0,0,3,D_pmar=0.054_dist=500_repair_6_males=8_nmar=2,8,2
0,8,1000,500,69.2142906929421,260.62720648646814,30.296558011442567,0,0,0,3,D_pmar=0.054_dist=500_repair_6_males=8_nmar=2,8,2
0.054,9,1500,0,69.34470056002507,251.05028967860207,36.44312551944626,13,1.3,1.9796374820592972,3,D_pmar=0.054_dist=500_repair_6_males=8_nmar=2,8,2
0.054,7,1500,500,71.65175198171241,266.35384462463435,18.3048407787141,14,1.4,2.3038637021893806,3,D_pmar=0.054_dist=500_repair_6_males=8_nmar=2,8,2
0,9,0,0,73.10951485599605,262.4897437069651,24.5709298802902,0,0,0,4,D_pmar=0.054_dist=500_repair_6_males=8_nmar=2,8,2
