probability_maraud,successful_mating,x_pos,y_pos,foraging_hrs,staying_hrs,repairing_hrs,marauding_events,marauding_hrs,traveling_hrs,rnd_seed,directory,fg_theta_dir,mar_attempts_count,mate_attempts_count,fg_theta,num_males,num_mar
0.054,12,0,0,0,359.66658157215204,0,0,0,0.5138888888888897,0,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_0,0,12,0,2,1
0,6,100,0,0,360.00919985136295,0,0,0,0,0,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_0,111,6,0,2,1
0.054,12,0,0,0,359.4885301502946,0,0,0,0.5648148148148159,1,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_0,0,12,0,2,1
0,6,100,0,0,360.05629857846543,0,0,0,0,1,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_0,122,6,0,2,1
0.054,7,0,0,0,359.6574760650446,0,0,0,0.5648148148148159,2,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_0,0,7,0,2,1
0,11,100,0,0,360.0952604103332,0,0,0,0,2,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_0,122,11,0,2,1
0,10,0,0,0,360.0623334461183,0,0,0,0,3,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_0,127,10,0,2,1
0.054,8,100,0,0,359.4483438257144,0,0,0,0.5879629629629641,3,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_0,0,8,0,2,1
0.054,4,0,0,0,359.5414393580749,0,0,0,0.4629629629629636,4,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_0,0,4,0,2,1
0,14,100,0,0,360.0700923914083,0,0,0,0,4,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_0,100,14,0,2,1
0.054,3,0,0,0,359.4706234466647,0,0,0,0.5648148148148159,5,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_0,0,3,0,2,1
0,15,100,0,0,360.18444825546453,0,0,0,0,5,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_0,122,15,0,2,1
0.054,11,0,0,0,359.46272639981373,0,0,0,0.6018518518518531,6,D_pmar=0.054_dist=100_repair_6_males=2_nmar=1,FG_theta_0,0,11,0,2,1
