probability_maraud,successful_mating,x_pos,y_pos,foraging_hrs,staying_hrs,repairing_hrs,marauding_events,marauding_hrs,traveling_hrs,rnd_seed,directory,num_males,num_mar
0,8,0,0,69.20477663856143,290.8564263469497,0,0,0,0,0,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,12,0,1000,67.98155558960094,292.0403017979108,0,0,0,0,0,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,10,0,2000,70.98013313931651,289.15268282008947,0,0,0,0,0,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,20,1000,0,73.13275058977221,268.790605203531,18.202087535180777,0,0,0,0,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,2,1000,1000,72.37274366154699,287.8464037745904,0,0,0,0,0,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,14,1000,2000,70.70028633790814,277.3686662360628,12.123686817168698,0,0,0,0,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,5,2000,0,71.27223129947721,288.79702191568117,0,0,0,0,0,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,8,2000,1000,70.44531609883047,271.4194732444609,18.15940391378917,0,0,0,0,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,8,2000,2000,73.46708947755909,286.66724488278794,0,0,0,0,0,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,8,3000,0,72.81223591601253,250.4461776596796,36.777552403905254,0,0,0,0,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0.054,9,3000,1000,68.85773495359726,284.5272790581545,0,18,1.8000000000000005,5.000000000000008,0,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,4,3000,2000,71.47544206724754,264.1043986385518,24.607196613316564,0,0,0,0,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,9,0,0,70.88921424161197,265.02786542853084,24.260309854663657,0,0,0,1,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,3,0,1000,71.20225000194336,288.9111801942218,0,0,0,0,1,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,7,0,2000,65.3646886797091,294.76352944744883,0,0,0,0,1,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,11,1000,0,64.9081703105297,295.26232647187885,0,0,0,0,1,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,4,1000,1000,68.56028144642026,267.22813527753897,24.35257843319425,0,0,0,1,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0.054,3,1000,2000,74.85049261070652,277.9933997871175,0,13,1.3,6.154447910327364,1,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,14,2000,0,71.90928481428692,288.3221462031031,0,0,0,0,1,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,3,2000,1000,67.430983776809,292.8442098545584,0,0,0,0,1,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,5,2000,2000,72.59335424607067,287.7021642947907,0,0,0,0,1,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,19,3000,0,71.86211101354314,257.71270720827306,30.4728052037651,0,0,0,1,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,13,3000,1000,69.99940843033762,290.0508950360081,0,0,0,0,1,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,17,3000,2000,68.4662989164287,291.5346988092388,0,0,0,0,1,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0.054,5,0,0,70.10324185314128,284.3875448568798,0,16,1.6000000000000003,4.0502445080666,2,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,13,0,1000,68.62015438215487,291.48377167050995,0,0,0,0,2,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,2,0,2000,71.6389689190114,288.5357900060142,0,0,0,0,2,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,9,1000,0,71.10217995333403,288.9782073275438,0,0,0,0,2,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,7,1000,1000,71.48833505291354,288.620208169569,0,0,0,0,2,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,12,1000,2000,68.79662573247978,291.4381189218504,0,0,0,0,2,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,11,2000,0,74.15071481450366,285.9063778169616,0,0,0,0,2,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,5,2000,1000,68.49126911746191,291.7070620429569,0,0,0,0,2,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,10,2000,2000,71.23015374144336,288.9391812037974,0,0,0,0,2,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,19,3000,0,70.21489329740626,289.8400629634283,0,0,0,0,2,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,5,3000,1000,71.63105468280965,282.35448822781905,6.246704929255399,0,0,0,2,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,10,3000,2000,73.11567354018734,195.17123953861017,91.72985544059785,0,0,0,2,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,17,0,0,73.90559216864843,286.3292071581287,0,0,0,0,3,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,3,0,1000,71.8833262925656,288.1705110663605,0,0,0,0,3,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,6,0,2000,68.9366350933499,291.0763862922156,0,0,0,0,3,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,2,1000,0,68.95965909467489,291.0433817335665,0,0,0,0,3,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,5,1000,1000,69.13460623394371,242.40539295163927,48.480025229359136,0,0,0,3,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0.054,1,1000,2000,71.53450675828275,283.6420336494566,0,8,0.7999999999999999,4.104483993032055,3,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,17,2000,0,69.97599337650475,290.1441482712645,0,0,0,0,3,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,22,2000,1000,72.93047834964503,287.20987345323454,0,0,0,0,3,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,12,2000,2000,74.72699043252196,285.453277345563,0,0,0,0,3,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,1,3000,0,70.30454973367904,289.71767760150425,0,0,0,0,3,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,10,3000,1000,65.80969894509283,294.30305590060107,0,0,0,0,3,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,12,3000,2000,76.47406070566805,283.6415533530316,0,0,0,0,3,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,13,0,0,73.60468724637865,267.9154358602932,18.522947440714997,0,0,0,4,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,19,0,1000,65.19460468611949,294.9553445837372,0,0,0,0,4,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,3,0,2000,73.48831410635579,286.56714003193485,0,0,0,0,4,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,7,1000,0,69.86863333485364,265.98707528301685,24.209490242882985,0,0,0,4,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,5,1000,1000,72.22776107062474,287.9146539542961,0,0,0,0,4,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,9,1000,2000,70.44834510190884,265.1963139717747,24.454833691215462,0,0,0,4,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,5,2000,0,68.7846664114022,291.2649681578253,0,0,0,0,4,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,2,2000,1000,69.52786366188738,290.5056073581657,0,0,0,0,4,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,4,2000,2000,68.62232807368228,291.4335174034454,0,0,0,0,4,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,14,3000,0,69.52317261535606,278.38440468909175,12.139142065228071,0,0,0,4,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0.054,15,3000,1000,73.74407791111756,281.6287955153176,0,16,1.6000000000000003,3.101851851851851,4,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,12,3000,2000,70.75401433536733,271.1849124500995,18.13225599478793,0,0,0,4,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,15,0,0,72.78022310726072,287.3139977534859,0,0,0,0,5,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,14,0,1000,65.64300741012225,294.4001123509649,0,0,0,0,5,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,9,0,2000,68.46753651528864,291.63355287958336,0,0,0,0,5,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0.054,5,1000,0,70.93684746114417,282.9659270378476,0,14,1.4,5.0720532030603795,5,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,9,1000,1000,69.02454314226038,284.9523073108139,6.084268310497003,0,0,0,5,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,9,1000,2000,71.04866070147723,282.7688369873956,6.2542440739889145,0,0,0,5,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,11,2000,0,67.65927666893201,292.3476301625566,0,0,0,0,5,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,10,2000,1000,71.03106172707714,289.10830337786626,0,0,0,0,5,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,4,2000,2000,67.76123023374072,292.2437563961742,0,0,0,0,5,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,5,3000,0,68.93710405544988,217.78296861465833,73.299551050754,0,0,0,5,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,5,3000,1000,68.59539242456876,291.48131889340357,0,0,0,0,5,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,12,3000,2000,71.54100296775299,288.4776717764059,0,0,0,0,5,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,13,0,0,74.56750987341576,248.69227749255887,37.00656072131119,0,0,0,6,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,13,0,1000,68.92745744552165,291.11456621400515,0,0,0,0,6,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,3,0,2000,72.69986962904515,281.3027732906405,6.005919765988415,0,0,0,6,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,13,1000,0,72.58447424011095,287.5863305542079,0,0,0,0,6,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,8,1000,1000,72.4583106071026,287.6783105221331,0,0,0,0,6,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,12,1000,2000,71.55851936672455,288.5191889840743,0,0,0,0,6,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,3,2000,0,70.91732628566817,289.26317143924393,0,0,0,0,6,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
0,14,2000,1000,70.69811584210458,289.3729422058963,0,0,0,0,6,D_pmar=0.054_dist=1000_repair_6_males=12_nmar=1,12,1
