id,probability_maraud,successful_mating,next_foraging_time,x_pos,y_pos,foraging_events,foraging_hrs,foraging_sqhrs,staying_events,staying_hrs,staying_sqhrs,repairing_events,repairing_hrs,repairing_sqhrs,marauding_events,marauding_hrs,marauding_sqhrs,traveling_events,traveling_hrs,traveling_sqhrs
0,0.057,5,360.086259831,447.205255808,1327.17143919,572.0,69.1694471768,14.028118153,1426.0,243.10325118,51.6691261971,257.0,45.1994632,9.93698588116,13.0,1.3,0.13,83.0,1.52521913425,0.0410677843586
1,0.057,9,360.715194165,1697.2612639,100.545309356,577.0,66.860422792,12.4616556948,1532.0,257.103627291,54.4278284903,184.0,32.8383386922,7.42112062594,18.0,1.8,0.18,84.0,1.66736570442,0.0415842308703
2,0.057,10,360.458377792,200.259804979,465.041036324,570.0,69.1841999279,14.81902299,1392.0,233.630694244,49.9745813954,323.0,54.3222093407,11.628602396,15.0,1.5,0.15,72.0,1.48624604851,0.0438805493144
3,0.057,8,360.06363154,2212.69107228,1641.02477353,564.0,70.1303798679,14.0966928295,1441.0,245.178081749,52.6474929425,254.0,41.4394163281,8.78409686553,18.0,1.8,0.18,78.0,1.45331252936,0.035092512154
4,0.057,11,360.033214266,1328.37252297,1517.09797839,572.0,71.0131806608,14.2940375325,1317.0,219.737935641,46.4665522509,376.0,66.1445565207,14.4452913825,15.0,1.5,0.15,84.0,1.74837579563,0.0465589758034
5,0.057,14,360.172672414,4.09717001695,1274.27520947,560.0,67.9523950494,13.4853282658,1508.0,254.146324643,54.5269880953,210.0,35.193654116,7.41748693658,16.0,1.6,0.16,91.0,1.37305931858,0.0309278931326
6,0.057,9,359.978682179,1944.08230402,1961.59498701,571.0,69.7072285731,14.4972663524,1347.0,230.013764077,49.4870248675,329.0,58.2184011893,12.7587493213,6.0,0.6,0.06,86.0,1.51335139821,0.0350045571094
7,0.0,9,359.891602522,1786.46488092,1222.93737797,564.0,70.7198373268,14.7723913123,1395.0,236.243582986,50.3656204127,312.0,53.087085688,11.4916777959,0.0,0.0,0.0,0.0,0.0,0.0
8,0.057,9,360.713178112,2163.98133596,750.33585787,572.0,70.1958266397,14.3041917637,1523.0,261.748366704,57.3358945934,140.0,24.8709778613,5.56769313711,15.0,1.5,0.15,80.0,1.76519169249,0.0492126467297
9,0.057,10,360.364281765,1278.3043517,1167.36785637,563.0,68.6224614489,14.2713309249,1235.0,210.062998674,45.2843518251,466.0,78.2144892788,16.5892873117,17.0,1.7,0.17,77.0,1.62818639821,0.0482066423968
10,0.057,11,360.294756638,893.836532419,630.904414527,575.0,69.716389787,14.201371558,1499.0,249.338171204,52.7862321258,212.0,37.379885485,8.00251134162,14.0,1.4,0.14,91.0,2.25485811368,0.0685187987128
11,0.057,12,360.392788696,1627.67422875,798.73769719,567.0,70.0870792952,13.9106903309,1571.0,264.930961407,56.4806529644,127.0,21.5605642867,4.79212519474,17.0,1.7,0.17,92.0,1.92590695146,0.0515777869195
12,0.057,10,359.916048928,687.534731486,1061.79719916,569.0,68.7193306834,13.6232468729,1346.0,226.345232737,47.9955461319,363.0,61.5049604707,13.0145237431,16.0,1.6,0.16,73.0,1.87080084091,0.0554164914823
13,0.057,8,360.316193544,1031.71178663,646.203489325,574.0,68.1323432497,13.4575119208,1403.0,235.683656254,50.7303879806,301.0,52.8326085769,11.7808119778,12.0,1.2,0.12,96.0,2.47393381002,0.0760919153483
14,0.057,6,359.97527037,250.085060806,86.5803985449,556.0,69.7995725851,14.8311959382,1437.0,243.029537532,52.2404941433,273.0,45.1231184793,9.272227306,8.0,0.8,0.08,73.0,1.42789452595,0.0383193844807
15,0.057,6,360.427927401,229.042181574,131.558228054,566.0,74.2637401418,16.0432488379,1360.0,229.655519438,49.5687040159,322.0,53.5980123638,11.1269890657,11.0,1.1,0.11,83.0,1.49899426373,0.0369309088209
16,0.0,9,360.51550645,68.9258091362,481.527213888,552.0,74.6096465221,16.8011255258,1349.0,229.805555083,49.5475119933,324.0,55.5963857345,11.956889429,0.0,0.0,0.0,0.0,0.0,0.0
17,0.057,5,360.183474595,1666.22147871,817.345879809,569.0,73.3350912583,15.2637452205,1480.0,245.922085516,51.7191937522,228.0,37.0922578646,7.67839712767,18.0,1.8,0.18,87.0,1.97731475409,0.0569325557741
18,0.057,4,360.22321047,2.10367768057,1217.19580682,562.0,71.4830564778,14.5944083686,1482.0,257.2757099,56.1178953396,174.0,28.7531569828,5.86428886898,11.0,1.1,0.11,83.0,1.45548969507,0.0383060230242
19,0.0,15,360.204769068,888.099001523,483.290149819,569.0,68.3281081577,13.984855033,1339.0,234.267939175,51.9235675565,341.0,57.4455795463,12.1431445084,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,10,359.948679082,1851.70595358,293.252709067,566.0,69.3447311913,14.5161296451,1439.0,244.413368702,52.1229157714,267.0,46.2950996797,10.1613983719,0.0,0.0,0.0,0.0,0.0,0.0
21,0.057,10,360.398962086,2048.64940885,1677.17095255,567.0,69.8117777449,14.9501148194,1346.0,230.011104393,49.3752416915,348.0,57.852018955,12.5230220168,9.0,0.9,0.09,68.0,1.43338983223,0.0388558318326
22,0.057,8,360.051398659,23.1565614875,963.269098912,578.0,73.7950393532,14.8145869199,1445.0,240.956171853,50.7734251129,241.0,41.6734390151,9.0997214019,18.0,1.8,0.18,81.0,1.81052811969,0.0488934158038
23,0.057,7,360.367352281,2192.37298353,272.417875713,559.0,74.1681284953,16.6841465829,1408.0,237.543227416,51.6456690602,264.0,44.812375718,9.37539025793,15.0,1.5,0.15,100.0,2.06456896674,0.0552452495589
24,0.057,10,360.323515212,1778.74490471,1399.22421194,586.0,75.7379081631,16.0167182664,1304.0,224.398071702,48.5494294477,341.0,57.4822572059,12.2605920465,10.0,1.0,0.1,71.0,1.52637175083,0.0376366405904
25,0.057,10,360.114317477,1204.12216153,1991.28541777,560.0,70.031421421,14.2489692494,1435.0,245.489215878,52.6382208175,250.0,41.2168839941,8.8342581462,13.0,1.3,0.13,83.0,2.12773142487,0.0618338807265
26,0.057,9,360.158302807,2042.24832652,187.561887417,560.0,71.828084413,15.901834926,1528.0,264.104869561,57.2576129789,120.0,20.7041835679,4.41884057948,18.0,1.8,0.18,81.0,1.71837547879,0.0437505347909
27,0.057,8,360.162871326,84.6592558539,1624.99250275,576.0,71.1969744578,13.7346833775,1448.0,240.525516825,50.0614042612,283.0,45.4588384605,9.2871221597,13.0,1.3,0.13,82.0,1.70220415215,0.0449586576503
28,0.057,9,359.963668942,634.3926331,1233.94052514,572.0,70.0217399413,13.9696415485,1324.0,224.669254503,48.8251830012,367.0,61.1942107699,12.9564310534,20.0,2.0,0.2,88.0,2.1229857938,0.0649495451068
29,0.057,8,360.194245199,2164.05717643,1474.79208568,562.0,71.7625737691,14.8949428885,1478.0,252.412620199,54.0518973175,198.0,32.9855136271,6.90018566739,14.0,1.4,0.14,81.0,1.67945003535,0.0502759678855
30,0.057,8,360.145653278,1501.24183668,294.908590925,567.0,69.2413645122,14.1463849399,1333.0,230.122724465,50.0959644678,346.0,57.729962023,12.3467060066,13.0,1.3,0.13,79.0,1.61403581586,0.039774418058
31,0.057,8,360.450736534,112.99834014,363.097275992,557.0,66.9571173646,13.1282999256,1598.0,277.208006754,60.1762137777,67.0,12.6394998018,3.13529999893,16.0,1.6,0.16,86.0,1.65728822095,0.0488483047014
32,0.057,11,360.367824837,1122.16638246,454.589970242,561.0,70.8953945437,15.0884139877,1279.0,218.943814116,47.8514543094,390.0,66.2736315078,14.1429328342,23.0,2.3,0.23,87.0,1.6692516159,0.0427527723678
33,0.057,7,359.975958802,304.046237296,1415.59095065,556.0,69.9952407887,14.1406277293,1239.0,217.868225521,47.2636884162,428.0,69.8315236244,14.7458294512,11.0,1.1,0.11,74.0,1.26771694106,0.0280802528204
34,0.057,12,359.853828428,1283.55553663,1219.78605746,555.0,69.7906743182,14.5861562684,1338.0,225.03413665,48.2361059248,384.0,61.9538557505,12.8344666402,15.0,1.5,0.15,85.0,1.82986235081,0.0571394545852
35,0.057,10,360.585914236,344.905080777,557.792358884,566.0,73.7800644302,15.3420319245,1323.0,226.034316326,49.2031684502,350.0,57.1684678069,11.6297528381,16.0,1.6,0.16,84.0,1.73373911536,0.0428758434699
