id,probability_maraud,successful_mating,next_foraging_time,x_pos,y_pos,foraging_events,foraging_hrs,foraging_sqhrs,staying_events,staying_hrs,staying_sqhrs,repairing_events,repairing_hrs,repairing_sqhrs,marauding_events,marauding_hrs,marauding_sqhrs,traveling_events,traveling_hrs,traveling_sqhrs
0,0.054,5,360.33685002144097,0.0,0.0,555.0,74.08379023027231,15.842316385157503,1406.0,237.43257441958792,51.49444974586801,237.0,43.014127840688005,9.745041214529895,15.0,1.5000000000000002,0.15000000000000008,88.0,4.112427181701213,0.19290123456790095
1,0.054,8,359.88437917250013,0.0,1000.0,573.0,69.86939585701192,13.271285489102224,1114.0,188.07154869462866,40.43363536018486,591.0,97.80136918962144,20.285070830511817,10.0,0.9999999999999999,0.10000000000000003,71.0,3.2870370370370363,0.15217764060356645
2,0.054,8,360.398023467789,0.0,2000.0,552.0,70.93919366905429,14.062794935818376,1637.0,273.53238118439896,58.31715967282676,82.0,12.063679181007693,2.2719973922612335,8.0,0.7999999999999999,0.08000000000000002,59.0,2.769834589108619,0.130744170096022
3,0.0,6,360.35984149619213,1000.0,0.0,559.0,68.72633551330134,13.899577933323743,1290.0,224.47370025180172,50.21029495780305,392.0,66.80535352636011,13.685694567893067,0.0,0.0,0.0,0.0,0.0,0.0
4,0.054,13,360.3036392026187,1000.0,1000.0,571.0,70.39605197000007,14.318577781049385,1610.0,271.5178852934524,58.199719052293304,74.0,12.10719069334347,2.5059499343854643,14.0,1.4000000000000001,0.14000000000000007,99.0,4.640862994774046,0.21862139917695433
5,0.0,17,360.011779140047,1000.0,2000.0,571.0,71.23449266923419,14.66395545885401,1496.0,252.28100417911534,53.8945903646145,214.0,36.693483798706204,7.896726053768542,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,14,360.06443353499657,2000.0,0.0,568.0,70.81805380043096,15.113832581916812,1705.0,289.3305216585606,61.797992635915016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,7,359.9665669971362,2000.0,1000.0,556.0,65.52496136092795,12.619390031426668,1432.0,239.93495488907155,50.915821616341944,306.0,54.68689461188751,12.066904071780481,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,13,360.12025861401696,2000.0,2000.0,583.0,73.99045628653101,15.548217652157183,1521.0,261.3910206313152,56.20814589363324,153.0,24.762278025987037,5.047481635801874,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,6,360.4819897340297,3000.0,0.0,562.0,70.57165079166641,15.000989100969447,1459.0,252.59981347382018,55.19618015348463,219.0,36.8441101681813,7.701810942508944,0.0,0.0,0.0,0.0,0.0,0.0
10,0.054,4,359.8918895599616,3000.0,1000.0,559.0,72.11842211290032,15.076304383872003,1315.0,228.17538768110109,49.93853126096843,308.0,55.01154875588519,11.993121113171624,16.0,1.6000000000000003,0.1600000000000001,69.0,3.251974105885151,0.15432098765432092
11,0.054,7,360.26760721309495,3000.0,2000.0,564.0,70.94208006359847,14.352887189145637,1576.0,263.2340947302059,56.30463145223147,117.0,19.711807763159968,4.044442986885918,13.0,1.3,0.13000000000000006,106.0,4.9265839612209845,0.22933813443072654
