id,probability_maraud,successful_mating,next_foraging_time,mar_attempts,mate_attempts,x_pos,y_pos,foraging_events,foraging_hrs,foraging_sqhrs,staying_events,staying_hrs,staying_sqhrs,repairing_events,repairing_hrs,repairing_sqhrs,marauding_events,marauding_hrs,marauding_sqhrs,traveling_events,traveling_hrs,traveling_sqhrs
0,0.0,4,360.7042657881365,"[['11' '7.778930830881136' 'present']
 ['11' '25.462935214135957' 'present']
 ['11' '55.86324350409016' 'present']
 ['11' '86.5059052970778' 'present']
 ['11' '105.2490383423986' 'present']
 ['11' '116.06340241996803' 'present']
 ['11' '132.00464764661467' 'marauded']
 ['11' '153.24831424191473' 'present']
 ['11' '157.20793673821404' 'present']
 ['11' '189.19797025804533' 'present']
 ['11' '224.75799402661858' 'present']
 ['11' '229.37719338993088' 'marauded']
 ['11' '254.16382508601572' 'present']
 ['11' '269.5691218225834' 'present']
 ['11' '281.22825761005373' 'present']
 ['11' '305.9125390174995' 'present']
 ['11' '336.4016502595733' 'present']
 ['11' '347.4454938909059' 'present']
 ['11' '356.80225048398455' 'present']]","[['F102' '14.59282760478524' 'mated']
 ['F13' '84.3980502824526' 'mated']
 ['F23' '106.81720703229769' 'absent']
 ['F105' '122.9289356317432' 'mated']
 ['F47' '179.30347099145922' 'absent']
 ['F48' '243.40988004371914' 'mated']
 ['F63' '260.16059157563944' 'absent']]",0.0,0.0,573.0,71.44955255606618,15.407916272982733,1658.0,276.3630420829787,57.44252223609814,70.0,12.247196965236387,2.752724253398715,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,8,360.0149198727762,"[['11' '2.084905837905231' 'present']
 ['11' '41.78266535199607' 'present']
 ['11' '55.77827648286174' 'present']
 ['11' '131.84564319631284' 'present']
 ['11' '136.78742605072213' 'present']
 ['11' '139.6449172651947' 'present']
 ['11' '205.17357204359027' 'present']
 ['11' '271.6398717241704' 'present']
 ['11' '301.65792273693427' 'present']
 ['11' '347.4175516043043' 'present']]","[['F79' '73.68759764652624' 'absent']
 ['F31' '105.50504590677055' 'mated']
 ['F12' '143.267827872648' 'mated']
 ['F40' '146.42307072776384' 'mated']
 ['F106' '156.05062659955777' 'mated']
 ['F47' '179.26122236252553' 'absent']
 ['F37' '205.8696530143115' 'mated']
 ['F103' '232.9864617630921' 'mated']
 ['F20' '233.75625172182515' 'mated']
 ['F92' '234.00179785289168' 'absent']
 ['F43' '302.68237568016406' 'mated']]",0.0,500.0,562.0,68.8179344385772,14.158468882479758,1721.0,291.27367214957434,61.83164884165624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,10,359.9603839366791,[],"[['F82' '36.55595446095347' 'absent']
 ['F38' '71.05808024695729' 'mated']
 ['F10' '88.11401003591895' 'mated']
 ['F8' '109.6912488314036' 'mated']
 ['F40' '146.41149665368977' 'absent']
 ['F11' '151.6332059996142' 'mated']
 ['F106' '156.0390525254837' 'absent']
 ['F98' '169.28221958677116' 'mated']
 ['F34' '219.22177623436374' 'mated']
 ['F92' '234.01337192696576' 'mated']
 ['F81' '242.11351144001827' 'mated']
 ['F104' '260.19385111448526' 'mated']
 ['F22' '307.16870586370186' 'mated']]",0.0,1000.0,567.0,72.2341723149794,16.071617158632925,1701.0,287.90499629059946,61.412780052970405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,10,359.93511899274705,"[['11' '33.19667442876294' 'present']
 ['11' '60.86078041447612' 'marauded']
 ['11' '193.83680263238543' 'present']
 ['11' '230.44420643334635' 'marauded']
 ['11' '253.02278091557613' 'present']
 ['11' '292.30548109512165' 'present']
 ['11' '295.535627627621' 'present']
 ['11' '335.19172876780226' 'present']
 ['11' '338.9542522967169' 'present']]","[['F70' '68.74192802228283' 'mated']
 ['F28' '69.88627744657738' 'absent']
 ['F41' '147.3785042583284' 'absent']
 ['F2' '148.5463720333887' 'mated']
 ['F49' '153.08269219199704' 'absent']
 ['F5' '159.42575855846366' 'mated']
 ['F75' '182.1231718706789' 'mated']
 ['F17' '193.4396389150025' 'mated']
 ['F59' '196.12007377215858' 'absent']
 ['F94' '201.6015086836004' 'absent']
 ['F14' '215.83966216455423' 'mated']
 ['F3' '227.16372800462491' 'mated']
 ['F103' '232.96331361494396' 'destroyed']
 ['F88' '247.5720690567917' 'mated']
 ['F0' '266.8217228444953' 'mated']
 ['F39' '300.88519860509035' 'mated']]",500.0,0.0,557.0,70.63533120353686,15.569324923470491,1628.0,277.2723327302133,59.95575888433427,76.0,12.252826024083088,2.376550308469855,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,10,360.11507471679147,"[['11' '53.73907166278819' 'marauded']
 ['11' '72.90611806688774' 'marauded']
 ['11' '76.57687699349489' 'presentdestroyed']
 ['11' '148.62529734803303' 'present']
 ['11' '214.07939602016617' 'present']
 ['11' '261.6214724608362' 'marauded']
 ['11' '285.85333136683494' 'present']
 ['11' '321.24002559846406' 'present']
 ['11' '340.0037235525072' 'marauded']
 ['11' '340.3853924744732' 'presentdestroyed']]","[['F61' '53.74061146693547' 'absentdestroyed']
 ['F28' '69.91421973317892' 'mated']
 ['F79' '73.67602357245217' 'absentdestroyed']
 ['F100' '98.37676034890882' 'mated']
 ['F23' '106.82878110637176' 'mated']
 ['F84' '130.92228199669617' 'mated']
 ['F12' '143.25625379857394' 'absent']
 ['F106' '156.02268431295624' 'absent']
 ['F21' '199.4689222338199' 'mated']
 ['F77' '208.40056513691874' 'mated']
 ['F63' '260.14901750156537' 'absent']
 ['F63' '260.1721656497135' 'mated']
 ['F67' '317.6058422602163' 'mated']
 ['F27' '330.6150695966359' 'mated']
 ['F85' '335.73243801517265' 'mated']]",500.0,500.0,556.0,66.90687768411067,13.332453749204202,1575.0,268.6957926253298,57.1083162129889,147.0,24.452455096863762,5.074820312076931,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,11,360.56592689710925,"[['11' '83.45473192048178' 'marauded']
 ['11' '107.3750432364354' 'present']
 ['11' '114.12203488483698' 'present']
 ['11' '136.29794577486612' 'present']
 ['11' '139.67285955179622' 'present']
 ['11' '144.39014578856825' 'present']
 ['11' '166.26712829128695' 'present']
 ['11' '168.5364633214103' 'present']
 ['11' '198.59415907859628' 'present']
 ['11' '233.29343384624866' 'present']
 ['11' '242.66558667259199' 'present']
 ['11' '253.24640044055454' 'marauded']
 ['11' '265.04832505018135' 'present']
 ['11' '308.06671286724657' 'marauded']
 ['11' '339.71774794665214' 'present']]","[['F101' '0.8798880687901637' 'mated']
 ['F107' '5.43396360394385' 'mated']
 ['F33' '14.976412874996624' 'absent']
 ['F10' '88.10243596184488' 'destroyed']
 ['F93' '104.87484442891676' 'mated']
 ['F62' '141.20012719572753' 'mated']
 ['F41' '147.39007833240248' 'mated']
 ['F106' '156.0063161004288' 'absent']
 ['F57' '180.59358234023304' 'mated']
 ['F9' '227.0762965694252' 'mated']
 ['F51' '283.0495111060448' 'mated']
 ['F19' '284.1438272530171' 'mated']
 ['F90' '286.0030626129168' 'mated']
 ['F15' '300.35253617716893' 'mated']]",500.0,1000.0,563.0,74.0969011500441,16.321675045987295,1569.0,267.7661663736395,57.39071321700922,112.0,18.387348109924428,3.7096721872663165,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,12,360.88632136364146,"[['11' '16.94578434755317' 'marauded']
 ['11' '40.795879958428124' 'present']
 ['11' '44.228855577241255' 'present']
 ['11' '50.50304008320923' 'marauded']
 ['11' '57.30610529162937' 'presentdestroyed']
 ['11' '67.01775162429985' 'present']
 ['11' '130.24623222559285' 'present']
 ['11' '146.973822953804' 'present']
 ['11' '172.78399785529433' 'marauded']
 ['11' '180.92019985953578' 'present']
 ['11' '184.52125352076055' 'present']
 ['11' '195.20757925354812' 'present']
 ['11' '213.50263906200453' 'present']
 ['11' '286.1051226186795' 'present']
 ['11' '343.09868193070764' 'present']]","[['F60' '70.15016050429224' 'mated']
 ['F36' '84.39900539975095' 'mated']
 ['F55' '97.12056915155327' 'mated']
 ['F71' '152.34774741152287' 'mated']
 ['F16' '170.6657590030182' 'mated']
 ['F47' '179.27759057505298' 'absentdestroyed']
 ['F78' '195.32409129868762' 'mated']
 ['F7' '200.0833881048459' 'mated']
 ['F86' '208.15575422329235' 'mated']
 ['F97' '249.83449413971218' 'absent']
 ['F46' '250.85940984933' 'mated']
 ['F91' '274.46464974155793' 'mated']
 ['F24' '310.09423232362525' 'mated']
 ['F18' '317.22762692155237' 'mated']]",1000.0,0.0,578.0,70.26787468914765,13.90474825515768,1632.0,271.63468288711135,57.02680012106467,115.0,18.317566262703604,3.8121386177453784,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,15,360.910774362763,"[['11' '35.152305424358225' 'present']
 ['11' '86.37796301047626' 'marauded']
 ['11' '155.36594055303848' 'present']
 ['11' '279.8376012191006' 'present']
 ['11' '350.39208938275993' 'present']
 ['11' '354.6766989225153' 'marauded']]","[['F33' '14.987986949070699' 'mated']
 ['F96' '17.913601607153534' 'mated']
 ['F61' '53.76855375353701' 'mated']
 ['F10' '88.0908618877708' 'destroyed']
 ['F53' '97.8170075325782' 'mated']
 ['F44' '99.03033922324752' 'mated']
 ['F95' '104.86656246467565' 'mated']
 ['F74' '168.07024411727514' 'mated']
 ['F47' '179.31983920398667' 'mated']
 ['F17' '193.4280648409284' 'absent']
 ['F59' '196.13164784623265' 'mated']
 ['F58' '198.0329481238484' 'mated']
 ['F94' '201.61308275767448' 'mated']
 ['F65' '218.35494677582568' 'mated']
 ['F83' '245.14592045060104' 'absent']
 ['F54' '253.31420608516038' 'mated']
 ['F87' '293.9336633030888' 'mated']
 ['F42' '313.4622995828834' 'mated']]",1000.0,500.0,555.0,69.40114116943161,14.66662615577371,1646.0,280.2325252909308,59.98123247336009,60.0,10.49170238518483,2.2679149242160372,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,3,360.09056621677195,[],"[['F99' '151.60246815080058' 'mated']
 ['F89' '219.64227251989936' 'mated']
 ['F83' '245.17180086700728' 'mated']]",1000.0,1000.0,563.0,73.81293228514431,16.15441947490049,1696.0,286.40041101861107,60.51520302338572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,2,360.3495494277566,"[['11' '6.88756162406298' 'present']
 ['11' '24.933961897173987' 'present']
 ['11' '31.251240725377503' 'present']
 ['11' '36.35830378776236' 'present']
 ['11' '149.33555524167042' 'present']
 ['11' '153.5470961357829' 'marauded']
 ['11' '229.99564015937239' 'present']
 ['11' '238.5898927924036' 'present']
 ['11' '238.61304094055174' 'present']]","[['F73' '151.9646686213127' 'mated']
 ['F35' '180.2293047026901' 'mated']
 ['F58' '198.00706770744216' 'absent']
 ['F97' '249.84606821378625' 'absent']]",1500.0,0.0,571.0,73.74173574575993,16.447715969250275,1664.0,280.36367159287033,60.24728085476576,39.0,6.007827512629579,1.122467568814011,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,4,360.09790348087057,[],"[['F82' '36.56752853502755' 'mated']
 ['F30' '103.28011309980573' 'mated']
 ['F80' '167.16287972305787' 'mated']
 ['F76' '214.7682765914599' 'mated']]",1500.0,500.0,562.0,71.64752253717047,15.432371706615688,1665.0,288.5956222747458,62.66306363536739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.054,19,360.77333732301025,[],"[['F61' '53.752185541009545' 'absent']
 ['F26' '66.50734014155903' 'mated']
 ['F28' '69.90264565910485' 'absent']
 ['F79' '73.70396585905371' 'mated']
 ['F45' '73.9482465985103' 'mated']
 ['F52' '94.92843686105846' 'mated']
 ['F29' '103.8525374536438' 'mated']
 ['F32' '109.16947726653056' 'mated']
 ['F69' '151.02301218638445' 'mated']
 ['F49' '153.0990604045245' 'mated']
 ['F68' '177.64740845875528' 'mated']
 ['F4' '204.11530409868632' 'mated']
 ['F56' '212.2389291827272' 'mated']
 ['F1' '216.62623788722553' 'mated']
 ['F6' '226.76203135033165' 'mated']
 ['F72' '235.2393045001896' 'mated']
 ['F88' '247.55570084426424' 'absent']
 ['F97' '249.85764228786033' 'mated']
 ['F64' '251.5930720442498' 'mated']
 ['F50' '270.4646002268275' 'mated']
 ['F25' '328.85601673965806' 'mated']
 ['F66' '357.3122220041711' 'mated']]",1500.0,1000.0,562.0,67.25406664723151,13.036491929349735,1699.0,288.8104511814915,62.269206997469865,0.0,0.0,0.0,17.0,1.7000000000000004,0.1700000000000001,93.0,2.392484700447395,0.06322873799725645
