id,probability_maraud,successful_mating,next_foraging_time,x_pos,y_pos,foraging_events,foraging_hrs,foraging_sqhrs,staying_events,staying_hrs,staying_sqhrs,repairing_events,repairing_hrs,repairing_sqhrs,marauding_events,marauding_hrs,marauding_sqhrs,traveling_events,traveling_hrs,traveling_sqhrs
0,0.0,8,360.078612726,1688.04664213,441.83591953,557.0,69.0591017202,14.1344147554,1600.0,274.550895774,59.5270849483,95.0,16.549757828,3.6450990958,0.0,0.0,0.0,0.0,0.0,0.0
1,0.037,13,360.080830836,2078.94418375,1408.17376706,572.0,73.2238234109,15.9269659963,1719.0,276.523930905,57.7741013349,50.0,8.05140635307,1.74505315364,10.0,1.0,0.1,62.0,1.26942774566,0.0337202518407
2,0.037,12,360.042878015,1371.46337401,1432.07960302,563.0,70.4982135414,13.951880282,1505.0,255.406586378,54.6585660041,196.0,32.4361718438,6.93479464354,8.0,0.8,0.08,58.0,1.1868050761,0.0288263476061
3,0.0,10,360.098441818,135.476259997,1454.94186699,572.0,68.6672298857,13.5863752768,1700.0,283.443992526,60.729010887,43.0,8.08070706439,1.79252685826,0.0,0.0,0.0,0.0,0.0,0.0
4,0.037,16,360.257983871,1677.25387012,1824.10792979,564.0,71.1517900157,14.4317564859,1464.0,246.245554891,52.5951760266,221.0,40.2356833198,9.15745347578,12.0,1.2,0.12,69.0,1.2787644712,0.0325753194526
5,0.0,8,360.599472192,2091.12965043,857.767401882,567.0,68.9317390807,13.3453499388,1653.0,283.140385904,61.1458986689,40.0,8.13197045582,1.98416653552,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,10,360.406797518,2100.4738452,1256.91505341,559.0,72.3034501988,15.6098257426,1557.0,259.064388762,54.8747000826,157.0,28.7166241561,6.5664763488,0.0,0.0,0.0,0.0,0.0,0.0
7,0.037,7,360.261846171,583.944061353,1267.30851894,570.0,71.7414638231,14.8016246576,1671.0,282.303495368,60.3124452951,24.0,4.08658268714,0.851287860672,7.0,0.7,0.07,59.0,1.24503696691,0.0319173239216
8,0.0,9,360.406912498,263.609247428,704.074182556,563.0,70.6290864972,15.1477258216,1640.0,281.348225669,60.2886469451,50.0,8.0237025416,1.63468910571,0.0,0.0,0.0,0.0,0.0,0.0
9,0.037,8,360.238340555,747.635032455,151.478156891,573.0,68.7529253478,13.6694425392,1644.0,280.734983112,60.9867267619,46.0,8.12363181745,1.81630866168,10.0,1.0,0.1,72.0,1.5227153117,0.0436883040536
