id,probability_maraud,successful_mating,next_foraging_time,mar_attempts,mate_attempts,x_pos,y_pos,foraging_events,foraging_hrs,foraging_sqhrs,staying_events,staying_hrs,staying_sqhrs,repairing_events,repairing_hrs,repairing_sqhrs,marauding_events,marauding_hrs,marauding_sqhrs,traveling_events,traveling_hrs,traveling_sqhrs
0,0.054,5,360.251700767705,"[['3' '2.225518314581631' 'present']
 ['10' '7.505348101845142' 'marauded']
 ['9' '24.196382194061552' 'present']
 ['5' '25.73390748988505' 'marauded']
 ['3' '39.65252761464652' 'present']
 ['10' '48.194867214109905' 'present']
 ['6' '57.50843316174284' 'present']
 ['10' '77.25790552879299' 'present']
 ['10' '77.37294745270033' 'present']
 ['7' '79.49556936986184' 'present']
 ['6' '85.33014427546065' 'present']
 ['9' '90.22773842843584' 'present']
 ['5' '108.44256618177624' 'marauded']
 ['6' '151.9276173427547' 'present']
 ['5' '166.6391213213319' 'present']
 ['5' '167.25825745745098' 'present']
 ['10' '174.85076977210187' 'present']
 ['6' '174.96198154964495' 'marauded']
 ['9' '187.43060938052434' 'marauded']
 ['6' '187.9267359720871' 'presentdestroyed']
 ['9' '196.87549901079012' 'present']
 ['5' '199.5287078362092' 'marauded']
 ['7' '204.32414675979862' 'presentdestroyed']
 ['5' '206.08312368690264' 'presentdestroyed']
 ['5' '215.2127683313329' 'present']
 ['10' '219.02285493503905' 'present']
 ['10' '221.2987287870352' 'present']
 ['3' '231.3937249912433' 'present']
 ['3' '245.41953353240098' 'present']
 ['3' '246.61334729038973' 'marauded']
 ['3' '247.2875754229728' 'destroyed']
 ['3' '256.3414128367244' 'present']
 ['9' '263.3365743903782' 'marauded']
 ['10' '271.5838502468058' 'present']
 ['9' '276.0612687868795' 'present']
 ['5' '278.0034341212741' 'present']
 ['9' '278.10073125281133' 'present']
 ['7' '278.72217290999185' 'present']
 ['7' '279.409439473363' 'present']
 ['10' '294.3336158806308' 'marauded']
 ['10' '305.012680560722' 'present']
 ['10' '319.7751539750887' 'present']
 ['5' '321.9417533271531' 'present']
 ['5' '326.17981456820917' 'present']
 ['7' '329.19642503226' 'present']
 ['6' '336.5410634162343' 'present']
 ['10' '337.1294741542269' 'present']
 ['5' '343.97101516656795' 'present']
 ['9' '357.3286412116246' 'present']]","[['F105' '65.28243682008652' 'mated']
 ['F59' '82.50791135489348' 'absent']
 ['F6' '162.7211139653687' 'absent']
 ['F43' '162.99989319620792' 'absent']
 ['F46' '170.27891831079012' 'mated']
 ['F74' '191.71089356952677' 'destroyed']
 ['F94' '228.67221218507157' 'mated']
 ['F76' '250.48667378980588' 'destroyed']
 ['F86' '257.2619019178703' 'mated']
 ['F96' '264.34674073579015' 'destroyed']
 ['F81' '273.9782132201245' 'mated']
 ['F61' '319.38622796932793' 'absent']]",0.0,0.0,560.0,70.6530961050694,15.121812334017875,1372.0,232.54236141922493,49.611957166356135,337.0,55.05738825257086,11.546899015199909,14.0,1.4000000000000001,0.14000000000000007,69.0,0.4657821345431366,0.003429355281207134
1,0.0,9,360.17737289838294,"[['6' '5.033642969391764' 'marauded']
 ['3' '12.962823866074705' 'present']
 ['10' '14.019592555701756' 'present']
 ['10' '30.21989726265692' 'present']
 ['6' '52.56757881571314' 'present']
 ['7' '64.35048678618054' 'present']
 ['7' '64.3597460454398' 'present']
 ['3' '66.06246395000767' 'marauded']
 ['10' '75.84207041170919' 'present']
 ['5' '79.61908372115725' 'marauded']
 ['3' '83.04569156802611' 'presentdestroyed']
 ['5' '92.28696126614952' 'present']
 ['6' '93.22747138470471' 'present']
 ['0' '98.68416675033657' 'present']
 ['10' '143.56142665384155' 'present']
 ['9' '145.08252499622046' 'present']
 ['0' '148.94928674297907' 'present']
 ['0' '148.9539163726087' 'present']
 ['0' '152.58947571584633' 'marauded']
 ['10' '154.78617359305568' 'presentdestroyed']
 ['5' '157.30605971901142' 'presentdestroyed']
 ['9' '158.3047479260092' 'presentdestroyed']
 ['0' '164.84895519886453' 'present']
 ['6' '174.95217583673409' 'present']
 ['5' '178.957618470608' 'marauded']
 ['5' '180.0640721976759' 'presentdestroyed']
 ['9' '182.08597871690046' 'destroyed']
 ['5' '184.24691365527227' 'presentdestroyed']
 ['10' '184.38716154917898' 'destroyed']
 ['6' '195.40485807048816' 'present']
 ['10' '195.86166148441387' 'present']
 ['10' '199.86773424440156' 'present']
 ['10' '208.8221434290212' 'present']
 ['7' '211.72539847007292' 'present']
 ['5' '215.75799262379545' 'present']
 ['0' '216.3600298303808' 'marauded']
 ['3' '216.53296552674317' 'destroyed']
 ['0' '217.45235402393615' 'presentdestroyed']
 ['5' '220.7170479127354' 'destroyed']
 ['0' '231.4342877280065' 'present']
 ['9' '239.72972064771307' 'present']
 ['5' '289.3108175628376' 'present']
 ['10' '304.18924853219636' 'present']
 ['6' '313.49335168285035' 'present']
 ['9' '323.01884539148716' 'present']
 ['7' '329.1004745887983' 'present']
 ['5' '329.3331152370862' 'present']
 ['6' '343.512089887187' 'present']
 ['7' '354.70886293466475' 'present']]","[['F2' '42.8037826249048' 'absent']
 ['F82' '88.20839549189657' 'absent']
 ['F66' '92.97536042977816' 'absent']
 ['F79' '102.53666459683238' 'mated']
 ['F48' '106.57259301483283' 'mated']
 ['F57' '112.97580219660358' 'mated']
 ['F65' '140.23248152956594' 'mated']
 ['F50' '152.97194484672045' 'destroyed']
 ['F43' '163.00220801102273' 'mated']
 ['F47' '174.44622372020285' 'mated']
 ['F49' '199.30457418974663' 'mated']
 ['F26' '270.23950702787016' 'mated']
 ['F16' '275.95002570046233' 'mated']]",0.0,100.0,574.0,75.17465061986576,16.222256357764163,1488.0,248.12271489121167,52.73791211476643,221.0,36.836701572181646,7.503453225351356,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,10,359.90813649677534,"[['10' '9.320423706611475' 'marauded']
 ['9' '18.90569198108567' 'present']
 ['5' '19.584511830292485' 'marauded']
 ['7' '31.215352650035825' 'present']
 ['3' '36.77780447144524' 'marauded']
 ['9' '51.54021873479278' 'present']
 ['5' '59.22011895770015' 'present']
 ['3' '64.19778959056458' 'marauded']
 ['9' '64.4342026724122' 'presentdestroyed']
 ['6' '70.49819193250272' 'presentdestroyed']
 ['3' '70.76972072034721' 'presentdestroyed']
 ['0' '70.9307231437023' 'presentdestroyed']
 ['10' '85.59781097794105' 'present']
 ['9' '85.84689197818416' 'present']
 ['0' '86.79422620929806' 'marauded']
 ['10' '90.49588653002348' 'presentdestroyed']
 ['3' '91.0621119690164' 'presentdestroyed']
 ['10' '93.91201402135803' 'destroyed']
 ['5' '97.59188069369914' 'present']
 ['6' '97.64023370675638' 'present']
 ['7' '99.61544111661901' 'present']
 ['3' '104.6928414376804' 'marauded']
 ['6' '111.5969413285794' 'presentdestroyed']
 ['7' '118.52541033295677' 'present']
 ['0' '150.03741072115628' 'present']
 ['0' '151.38970716569057' 'marauded']
 ['5' '164.68393792074488' 'present']
 ['7' '166.1273134055224' 'present']
 ['9' '169.35758962630194' 'present']
 ['6' '177.00758243140146' 'present']
 ['9' '184.9046191850102' 'present']
 ['9' '186.5333395983103' 'present']
 ['6' '193.06063575214927' 'marauded']
 ['7' '199.8465175886345' 'presentdestroyed']
 ['3' '205.19316361773366' 'present']
 ['7' '219.58123266300836' 'present']
 ['3' '228.1265237457548' 'present']
 ['9' '244.50189014661348' 'present']
 ['5' '251.40174756530615' 'present']
 ['10' '274.8962926358761' 'marauded']
 ['0' '279.985949318665' 'presentdestroyed']
 ['7' '280.8928044168232' 'presentdestroyed']
 ['7' '282.060667477809' 'presentdestroyed']
 ['0' '284.2867190029342' 'marauded']
 ['7' '335.70956705134387' 'present']
 ['3' '337.2220647645843' 'present']
 ['10' '337.5410388163849' 'present']
 ['6' '338.816727342149' 'present']
 ['5' '344.22165905039896' 'present']
 ['9' '350.9955449011311' 'present']
 ['10' '351.26173375599444' 'present']]","[['F40' '137.14038550191273' 'mated']
 ['F99' '168.01899540759985' 'mated']
 ['F104' '177.9612555407316' 'mated']
 ['F77' '199.3462329222109' 'destroyed']
 ['F9' '200.9420154876356' 'mated']
 ['F21' '204.4266075117051' 'mated']
 ['F54' '229.35240186764258' 'mated']
 ['F28' '243.41732116648316' 'mated']
 ['F8' '303.9571008892834' 'mated']
 ['F70' '305.7960915129277' 'mated']
 ['F100' '350.3033687023061' 'mated']]",0.0,200.0,565.0,72.6539807126812,15.273739458756832,1320.0,226.7763540696512,49.28205852303483,364.0,60.71116061439347,13.061591006223805,0.0,0.0,0.0,0.0,0.0,0.0
3,0.054,12,359.62936070465304,"[['7' '0.0032736425054932755' 'present']
 ['10' '2.5467348036171558' 'marauded']
 ['5' '7.391345784821921' 'presentdestroyed']
 ['10' '8.802096169319633' 'presentdestroyed']
 ['10' '13.015809477914129' 'present']
 ['6' '15.920309104465069' 'marauded']
 ['7' '18.543403426122286' 'presentdestroyed']
 ['5' '24.365310630154816' 'present']
 ['5' '54.77874939798243' 'present']
 ['9' '63.08840356835655' 'present']
 ['5' '72.69463759391698' 'marauded']
 ['6' '91.86567179643559' 'marauded']
 ['9' '93.11671976338914' 'presentdestroyed']
 ['7' '93.56274739599628' 'presentdestroyed']
 ['9' '94.00101340407751' 'presentdestroyed']
 ['7' '123.3368104690079' 'present']
 ['0' '125.84954509486758' 'marauded']
 ['10' '143.5689175519376' 'marauded']
 ['10' '150.34814302814848' 'presentdestroyed']
 ['9' '157.1702996762924' 'present']
 ['0' '168.7653993891137' 'present']
 ['10' '171.38275564126863' 'present']
 ['9' '174.31665925927277' 'present']
 ['6' '175.53280177502313' 'present']
 ['6' '178.35667081235107' 'present']
 ['9' '182.92473168879837' 'marauded']
 ['9' '185.72432229216486' 'destroyed']
 ['10' '203.3348663357773' 'present']
 ['9' '206.00611963284885' 'marauded']
 ['0' '218.07297640495608' 'present']
 ['7' '227.68401578398303' 'present']
 ['9' '234.804185130426' 'present']
 ['0' '237.28784782996917' 'present']
 ['9' '250.08089263872037' 'present']
 ['9' '261.0841766424255' 'present']
 ['0' '262.0874789580344' 'marauded']
 ['5' '267.24186868240014' 'presentdestroyed']
 ['5' '276.9878133592249' 'marauded']
 ['0' '285.7113523344017' 'present']
 ['7' '293.9347030848414' 'present']
 ['9' '302.5181713080638' 'present']
 ['10' '303.42681714081584' 'present']
 ['6' '317.88264079215213' 'marauded']
 ['5' '327.4682638254015' 'marauded']
 ['5' '329.9870238579498' 'presentdestroyed']
 ['7' '330.27448180891537' 'presentdestroyed']
 ['6' '340.6371102889145' 'present']
 ['9' '341.725526586156' 'present']
 ['5' '343.7244955771474' 'marauded']
 ['7' '345.7181552148916' 'presentdestroyed']]","[['F19' '70.99961457979913' 'mated']
 ['F82' '76.20049221976144' 'destroyed']
 ['F45' '80.77672783825089' 'mated']
 ['F31' '112.85358810510556' 'mated']
 ['F97' '120.10036025109899' 'mated']
 ['F72' '144.2337697519648' 'destroyed']
 ['F10' '182.11074177505537' 'mated']
 ['F77' '199.3495065647164' 'mated']
 ['F35' '203.08295564418353' 'mated']
 ['F14' '221.95406832760682' 'mated']
 ['F88' '232.17022263695952' 'mated']
 ['F5' '236.72955871551474' 'mated']
 ['F102' '246.87849463503625' 'absent']
 ['F36' '254.85318905076937' 'mated']
 ['F63' '317.17589111307825' 'mated']]",100.0,0.0,565.0,68.98960190847048,14.485236108714613,1240.0,210.4012939069126,45.65726913526686,461.0,79.2894182001993,17.130599629468822,10.0,0.9999999999999999,0.10000000000000003,54.0,0.3488470400570998,0.002464849108367627
4,0.0,8,360.10358060078903,"[['5' '4.138913215048775' 'present']
 ['10' '10.963053443839511' 'present']
 ['9' '13.458710424030933' 'marauded']
 ['5' '15.54475391499283' 'presentdestroyed']
 ['0' '22.564372866826506' 'present']
 ['9' '22.964955639196383' 'marauded']
 ['0' '35.700088979402125' 'present']
 ['7' '44.15022326570095' 'present']
 ['9' '53.605781494521544' 'present']
 ['5' '54.0333019474447' 'present']
 ['0' '67.72784283182268' 'present']
 ['9' '70.0149198783167' 'present']
 ['0' '79.31702304271275' 'present']
 ['10' '83.0442973200304' 'present']
 ['3' '83.8163310121303' 'present']
 ['5' '85.76770761767855' 'present']
 ['5' '88.90080226887703' 'present']
 ['9' '107.18171071097342' 'present']
 ['3' '115.55190498744655' 'marauded']
 ['0' '119.60521513667962' 'destroyed']
 ['9' '123.0426225056844' 'presentdestroyed']
 ['5' '131.82329710754635' 'present']
 ['9' '131.85387809438103' 'present']
 ['9' '133.70253260046653' 'present']
 ['0' '147.67581625981424' 'present']
 ['10' '150.35794874105935' 'present']
 ['9' '153.19756411418703' 'present']
 ['7' '153.87836681049862' 'present']
 ['0' '160.10550535193434' 'marauded']
 ['5' '163.57833869212877' 'presentdestroyed']
 ['9' '175.09370613458879' 'present']
 ['3' '179.30390008455683' 'present']
 ['6' '192.74233053261088' 'present']
 ['0' '196.6479998394703' 'present']
 ['5' '197.05963011571262' 'present']
 ['10' '202.84832436639505' 'present']
 ['0' '217.71092341117892' 'present']
 ['5' '219.9835323411925' 'present']
 ['10' '230.30831776856795' 'present']
 ['9' '231.55425990886084' 'present']
 ['3' '231.6807582286375' 'present']
 ['7' '233.68122170016085' 'present']
 ['7' '234.85075834742688' 'marauded']
 ['10' '241.46971845739242' 'presentdestroyed']
 ['3' '243.36029925192406' 'marauded']
 ['7' '249.23221852614546' 'presentdestroyed']
 ['0' '255.66907788926363' 'present']
 ['6' '261.6471914732601' 'present']
 ['7' '272.0508871050376' 'present']
 ['10' '277.61681483664535' 'present']
 ['10' '279.4256739610443' 'present']
 ['10' '285.87427801402424' 'present']
 ['10' '288.7778632056216' 'present']
 ['5' '288.8476042530169' 'present']
 ['7' '288.86181636426306' 'present']
 ['7' '297.6557589869749' 'present']
 ['10' '301.17145552250145' 'present']
 ['6' '305.5686852322049' 'present']
 ['5' '306.33815540303465' 'present']
 ['0' '318.23148930737204' 'present']
 ['0' '327.37999258008176' 'marauded']
 ['7' '330.2800702662357' 'destroyed']
 ['7' '350.1896082220672' 'present']
 ['3' '351.8326626361384' 'present']
 ['6' '356.0948178187911' 'present']]","[['F52' '11.505721747524188' 'mated']
 ['F73' '14.832062592126393' 'destroyed']
 ['F20' '58.57078692147621' 'mated']
 ['F87' '71.90887694960465' 'mated']
 ['F66' '92.97767524459297' 'mated']
 ['F31' '112.85127329029075' 'absent']
 ['F12' '137.71251665209886' 'mated']
 ['F13' '156.90520413926455' 'mated']
 ['F27' '214.80389510997432' 'mated']
 ['F76' '250.48994743231137' 'destroyed']
 ['F39' '302.0200941044955' 'mated']]",100.0,100.0,563.0,71.16886287900037,14.807258184394266,1484.0,245.91659899631847,51.08695482775835,250.0,42.957918732998635,9.397406221759441,0.0,0.0,0.0,0.0,0.0,0.0
5,0.054,15,360.11610172670004,"[['7' '11.540044795633566' 'present']
 ['3' '27.819692669864008' 'present']
 ['7' '29.14440392912052' 'present']
 ['9' '33.26053590532134' 'present']
 ['10' '47.85211407943659' 'present']
 ['7' '53.549281549554024' 'present']
 ['0' '60.60415851426696' 'marauded']
 ['6' '65.9421844312799' 'destroyed']
 ['10' '65.95031072250883' 'destroyed']
 ['7' '79.4871196440751' 'present']
 ['10' '84.41805413775165' 'present']
 ['6' '99.71906392049571' 'marauded']
 ['7' '104.2645662530669' 'presentdestroyed']
 ['3' '121.91602345743776' 'present']
 ['9' '162.40119128027214' 'present']
 ['10' '167.91463918983837' 'present']
 ['7' '171.25910010661704' 'present']
 ['9' '172.6918902696798' 'present']
 ['6' '174.40511455539036' 'present']
 ['3' '199.33919636825897' 'present']
 ['10' '215.51204970235773' 'present']
 ['7' '222.93521508650397' 'marauded']
 ['3' '225.9385577050497' 'destroyed']
 ['3' '229.3432782907773' 'destroyed']
 ['7' '230.00637231993676' 'presentdestroyed']
 ['9' '236.5789851077846' 'present']
 ['9' '253.33338095784094' 'present']
 ['10' '266.4702252075276' 'present']
 ['0' '273.9414063473171' 'present']
 ['9' '318.6965635138996' 'present']
 ['0' '331.05153241235695' 'marauded']
 ['10' '336.0159255300757' 'presentdestroyed']
 ['6' '343.29345362356855' 'present']
 ['7' '344.5090197429364' 'marauded']
 ['7' '359.5105385359839' 'present']]","[['F105' '65.27916317758103' 'absentdestroyed']
 ['F84' '73.2099060642009' 'mated']
 ['F59' '82.51118499739897' 'mated']
 ['F44' '83.47759921314628' 'mated']
 ['F22' '85.6873801529411' 'mated']
 ['F66' '92.97208678727267' 'absent']
 ['F79' '102.53339095432689' 'destroyed']
 ['F90' '123.9627857058968' 'mated']
 ['F11' '127.39358561001613' 'mated']
 ['F83' '131.2056529857062' 'mated']
 ['F58' '134.65389795828546' 'mated']
 ['F95' '162.5296418786113' 'mated']
 ['F6' '162.72438760787418' 'mated']
 ['F38' '241.759721900203' 'mated']
 ['F76' '250.49226224712618' 'mated']
 ['F71' '253.1313463641732' 'mated']
 ['F0' '317.2020286190968' 'mated']
 ['F41' '318.77872336786' 'mated']
 ['F61' '319.3783246971928' 'absent']
 ['F100' '350.30105388749126' 'absentdestroyed']]",100.0,200.0,562.0,73.11626661110857,16.396519240142144,1519.0,254.15014360563762,54.028831604295206,173.0,30.49391323929588,6.923162369830938,17.0,1.7000000000000004,0.1700000000000001,92.0,0.6023286548509319,0.0043295610425240095
6,0.054,9,359.97996270592284,"[['0' '7.501224777033485' 'marauded']
 ['7' '13.140205641647709' 'presentdestroyed']
 ['7' '17.873861684765355' 'present']
 ['10' '19.19798859835794' 'present']
 ['5' '21.17375294530849' 'marauded']
 ['10' '27.4209286367335' 'destroyed']
 ['5' '29.51889171576469' 'present']
 ['3' '42.73817568758737' 'present']
 ['0' '62.465965113243165' 'present']
 ['3' '64.91503560577779' 'present']
 ['0' '74.93388674423718' 'present']
 ['5' '75.17530589573818' 'marauded']
 ['10' '79.91476034796038' 'presentdestroyed']
 ['0' '105.37425366450375' 'present']
 ['3' '113.56792718392458' 'present']
 ['0' '115.91658365892701' 'present']
 ['7' '126.26396955681548' 'marauded']
 ['5' '131.81770865022605' 'presentdestroyed']
 ['5' '143.40819705403865' 'marauded']
 ['10' '144.21546024773056' 'presentdestroyed']
 ['7' '158.79318243294628' 'present']
 ['7' '164.0768149264627' 'marauded']
 ['7' '170.48726092756988' 'presentdestroyed']
 ['9' '180.86435621300097' 'present']
 ['10' '195.0540576255754' 'present']
 ['10' '198.24344633568057' 'marauded']
 ['0' '217.44540957949172' 'present']
 ['7' '221.41481386317284' 'marauded']
 ['9' '221.86277299151777' 'presentdestroyed']
 ['9' '222.29482495077443' 'presentdestroyed']
 ['7' '232.38380803516299' 'present']
 ['5' '246.60938591587998' 'present']
 ['10' '249.90962143406495' 'present']
 ['7' '262.0872578602138' 'present']
 ['9' '263.4412040200079' 'marauded']
 ['9' '274.6916948467259' 'marauded']
 ['10' '278.80818313859794' 'destroyed']
 ['7' '286.0533492996532' 'marauded']
 ['5' '286.43285706300975' 'presentdestroyed']
 ['10' '287.2176067878684' 'presentdestroyed']
 ['9' '294.1273417962106' 'present']
 ['3' '296.69870915214614' 'present']
 ['9' '298.3254510398695' 'present']
 ['5' '298.45848434360465' 'present']
 ['5' '301.96139761567076' 'present']
 ['9' '302.52511575250827' 'present']
 ['7' '309.72369455932585' 'present']
 ['5' '317.0785073218613' 'present']
 ['7' '321.5693236119422' 'present']
 ['5' '328.47863408427304' 'present']
 ['10' '355.189236486258' 'present']]","[['F73' '14.835336234631885' 'absentdestroyed']
 ['F2' '42.79860654162355' 'absent']
 ['F92' '55.24231378428834' 'mated']
 ['F82' '76.19163011993565' 'destroyed']
 ['F24' '101.8736331865138' 'mated']
 ['F103' '120.05246958261958' 'mated']
 ['F11' '127.39031196751064' 'destroyed']
 ['F78' '140.0554607010512' 'mated']
 ['F50' '152.9771209300017' 'mated']
 ['F69' '155.73193509460816' 'mated']
 ['F46' '170.2742886811605' 'absentdestroyed']
 ['F42' '186.200418741476' 'mated']
 ['F33' '213.85471453603256' 'mated']
 ['F15' '237.26349967357174' 'mated']
 ['F51' '270.1219615930506' 'destroyed']
 ['F61' '319.3815983396983' 'absent']]",200.0,0.0,561.0,68.21085862155255,13.589532400233546,1322.0,223.48107403565686,48.51367520934329,404.0,66.80318924635336,14.139039150105722,12.0,1.2,0.12000000000000005,55.0,0.39323583978049126,0.0030864197530864204
7,0.054,5,360.6225606768244,"[['5' '0.7539184883106743' 'marauded']
 ['9' '42.910730817334205' 'present']
 ['10' '43.808067330548894' 'present']
 ['3' '53.572530649809096' 'present']
 ['10' '55.94790812487146' 'present']
 ['10' '58.758729410836516' 'present']
 ['10' '61.88487756564314' 'present']
 ['3' '63.61694573913122' 'present']
 ['9' '64.52323641016352' 'present']
 ['3' '68.43635722000326' 'marauded']
 ['10' '71.18838937911198' 'presentdestroyed']
 ['6' '85.91450011384622' 'marauded']
 ['9' '104.170782544829' 'present']
 ['3' '121.84120476035919' 'present']
 ['9' '128.9186507559127' 'marauded']
 ['5' '138.28742895424594' 'present']
 ['3' '141.55659028086603' 'present']
 ['0' '143.99654670977074' 'present']
 ['5' '147.49714278227768' 'present']
 ['3' '165.48271805959766' 'present']
 ['10' '167.22124662500917' 'present']
 ['5' '176.91830522921077' 'marauded']
 ['9' '189.46451240495614' 'present']
 ['10' '189.5881458904894' 'present']
 ['0' '198.10826225251316' 'present']
 ['9' '206.93099971297093' 'present']
 ['0' '210.3526599801571' 'present']
 ['6' '210.5121176830766' 'present']
 ['0' '231.06721137830357' 'present']
 ['0' '245.8080757132102' 'present']
 ['5' '259.988361568276' 'present']
 ['10' '266.3666319271508' 'present']
 ['9' '267.9126365416311' 'present']
 ['9' '275.82399631559815' 'present']
 ['0' '279.9784584205689' 'present']]","[['F82' '76.19721857725595' 'destroyed']
 ['F82' '76.20376586226693' 'destroyed']
 ['F29' '112.89660906521472' 'mated']
 ['F72' '144.23704339447028' 'mated']
 ['F13' '156.90288932444975' 'absent']
 ['F3' '215.4699462165817' 'absent']
 ['F96' '264.3519168190714' 'mated']
 ['F60' '269.9191037200886' 'mated']
 ['F18' '311.36843565722097' 'mated']]",200.0,100.0,557.0,68.96081639002263,14.831237170187096,1497.0,258.72023117194146,56.34031514549466,191.0,30.735384010163397,6.621455327004946,10.0,0.9999999999999999,0.10000000000000003,92.0,0.5982251848630956,0.004265260631001376
8,0.0,6,360.3041667230562,"[['10' '11.793073867976846' 'present']
 ['5' '12.968389734886307' 'present']
 ['5' '15.41380513712898' 'present']
 ['9' '38.609000392538476' 'present']
 ['5' '51.602496099015795' 'present']
 ['10' '58.658887074870684' 'present']
 ['7' '58.73504726729576' 'present']
 ['10' '60.44956608814642' 'present']
 ['6' '62.09299682757313' 'marauded']
 ['10' '64.5743907567541' 'presentdestroyed']
 ['0' '68.14050594895978' 'presentdestroyed']
 ['9' '95.31946299222196' 'present']
 ['0' '98.04800297432632' 'present']
 ['9' '104.16278794105126' 'present']
 ['7' '104.88987145562923' 'present']
 ['7' '115.33357911007107' 'present']
 ['5' '129.94184763193908' 'present']
 ['3' '137.0283989438409' 'present']
 ['3' '142.03852975660138' 'marauded']
 ['0' '143.86359954181407' 'destroyed']
 ['5' '147.49155432495738' 'presentdestroyed']
 ['5' '156.73793321825536' 'marauded']
 ['3' '164.9139745094886' 'present']
 ['9' '173.2266269694064' 'present']
 ['6' '187.078237624082' 'marauded']
 ['10' '191.06757598324586' 'presentdestroyed']
 ['7' '193.51934199975165' 'presentdestroyed']
 ['7' '198.54362175697995' 'present']
 ['5' '205.2990021909302' 'present']
 ['6' '207.1262466212243' 'present']
 ['0' '211.11167431260813' 'present']
 ['6' '217.23761113163266' 'present']
 ['10' '223.97516461041593' 'marauded']
 ['10' '227.69792038653176' 'presentdestroyed']
 ['9' '234.8431354048284' 'present']
 ['9' '263.1913664012985' 'present']
 ['7' '286.8379947822129' 'marauded']
 ['5' '292.6819527963326' 'presentdestroyed']
 ['9' '304.8824810613654' 'present']
 ['5' '312.5684022631206' 'present']
 ['7' '323.2466153800313' 'present']
 ['9' '325.3826589785134' 'present']
 ['5' '326.1854030255295' 'present']
 ['9' '342.4031438303663' 'present']
 ['6' '344.3066354896281' 'present']
 ['7' '344.826662523352' 'present']
 ['0' '348.11127783314316' 'present']
 ['6' '354.5874438082882' 'present']
 ['10' '354.6713107391599' 'present']
 ['6' '357.4064385024245' 'present']]","[['F62' '41.569546127478056' 'mated']
 ['F37' '86.51072325297748' 'mated']
 ['F17' '112.75420493480472' 'mated']
 ['F75' '117.34722504834033' 'mated']
 ['F98' '174.4632659659566' 'mated']
 ['F56' '195.3372674335045' 'absent']
 ['F7' '196.95069009989194' 'absent']
 ['F93' '209.513411998025' 'absent']
 ['F53' '250.34880040452538' 'mated']]",200.0,200.0,561.0,73.01735203996003,15.958205316263555,1476.0,250.36362423832128,54.64302758456485,202.0,36.68365287188214,8.316842782584605,0.0,0.0,0.0,0.0,0.0,0.0
9,0.054,7,360.2517675499447,"[['5' '10.602185069627655' 'present']
 ['5' '17.61589446787773' 'present']
 ['5' '22.769539541175966' 'present']
 ['0' '23.420775331843686' 'present']
 ['10' '24.650523550475967' 'marauded']
 ['7' '32.4898908200889' 'present']
 ['7' '32.603732832386676' 'present']
 ['7' '36.73085844197118' 'present']
 ['3' '44.14541338139387' 'present']
 ['0' '58.442947524385424' 'present']
 ['10' '59.866842962264506' 'present']
 ['10' '74.62979137722908' 'present']
 ['10' '76.34277797649978' 'marauded']
 ['3' '100.1088521112635' 'present']
 ['7' '105.51077186049933' 'present']
 ['7' '105.78986701741927' 'present']
 ['10' '115.89031388651841' 'present']
 ['7' '126.68356024780944' 'present']
 ['6' '135.65433112044832' 'marauded']
 ['5' '141.3619249077112' 'destroyed']
 ['10' '142.8819863384223' 'presentdestroyed']
 ['5' '153.80198505250783' 'present']
 ['7' '159.69291242354856' 'present']
 ['5' '181.7431899171606' 'present']
 ['10' '189.17934708510404' 'present']
 ['0' '217.45698365356577' 'present']
 ['5' '235.11199767427146' 'present']
 ['5' '235.51508131146235' 'present']
 ['10' '256.11565377163646' 'present']
 ['7' '270.1037710985293' 'present']
 ['5' '273.68928288842653' 'present']
 ['7' '279.5902293915393' 'marauded']
 ['7' '287.43649971933473' 'present']
 ['3' '293.0188542498576' 'present']
 ['5' '306.01923145092536' 'present']
 ['7' '325.61018563042126' 'present']
 ['3' '327.0617761346842' 'present']
 ['6' '328.3807394437526' 'present']
 ['7' '330.2856587235561' 'present']
 ['7' '331.11216136477015' 'present']
 ['7' '333.2430362423576' 'marauded']
 ['5' '342.073467056292' 'present']]","[['F82' '76.19394493475046' 'absent']
 ['F101' '78.80588941993496' 'destroyed']
 ['F31' '112.84609720700949' 'absent']
 ['F89' '155.82255285664837' 'mated']
 ['F56' '195.34054107601' 'mated']
 ['F93' '209.51668564053048' 'mated']
 ['F85' '233.24399936529025' 'mated']
 ['F107' '244.66745421884127' 'mated']
 ['F34' '253.90846513166932' 'mated']
 ['F51' '270.12427640786547' 'mated']]",300.0,0.0,565.0,68.13011014197043,13.806219344175718,1531.0,259.4395078403585,56.02860347747403,191.0,30.58414683179964,6.082464293065781,14.0,1.4000000000000001,0.14000000000000007,93.0,0.6474711854215858,0.0049511316872428044
