id,probability_maraud,successful_mating,next_foraging_time,x_pos,y_pos,foraging_events,foraging_hrs,foraging_sqhrs,staying_events,staying_hrs,staying_sqhrs,repairing_events,repairing_hrs,repairing_sqhrs,marauding_events,marauding_hrs,marauding_sqhrs,traveling_events,traveling_hrs,traveling_sqhrs
0,0.0,9,360.34525982,379.546577249,870.471159499,560.0,67.9302618791,14.1273020258,1742.0,287.945803188,60.4959725145,24.0,4.14287318539,0.905926561786,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,3,359.922955203,2200.03545022,1515.5281542,558.0,71.4402586645,16.1128400926,1699.0,284.720551442,61.1243450147,24.0,4.01488071318,0.848584718052,0.0,0.0,0.0,0.0,0.0,0.0
2,0.009,7,360.409526955,701.20164722,389.826227125,565.0,70.9664806675,14.2947859523,1572.0,268.151731737,57.9353965825,114.0,20.5415101315,4.52948037026,2.0,0.2,0.02,10.0,0.202707473807,0.00517818679168
3,0.0,11,359.887386221,706.296332554,1932.2233143,563.0,68.2675160215,13.4495610682,1674.0,279.197470137,59.3104144073,75.0,12.5522523983,2.52604036122,0.0,0.0,0.0,0.0,0.0,0.0
4,0.009,11,360.108334725,916.804686095,886.431885331,569.0,69.6806770866,13.8852730309,1712.0,289.516142969,61.6386585502,0.0,0.0,0.0,4.0,0.4,0.04,22.0,0.493806726195,0.0132685789314
5,0.009,9,360.470190805,66.2053832972,387.910147628,553.0,70.9435571979,14.550670661,1655.0,280.438062309,60.7768235457,48.0,8.24980543975,1.85834245196,2.0,0.2,0.02,13.0,0.301250953204,0.00780974032396
6,0.009,11,360.514571118,1815.70854254,591.169259061,563.0,72.7529964162,14.875547367,1678.0,277.98613755,59.0885192564,47.0,8.25722773445,1.76742670244,7.0,0.7,0.07,20.0,0.3530368505,0.00710915271202
7,0.009,6,359.815447009,609.39393054,2247.56065384,551.0,70.7386076513,15.3752392992,1640.0,280.485878924,60.7429575979,41.0,8.29322438663,1.966044924,3.0,0.3,0.03,14.0,0.324453609668,0.00908597651367
8,0.009,5,360.598690688,2033.1924869,126.530627871,556.0,73.6974929274,16.2800558545,1643.0,281.66905095,60.8641974998,29.0,4.11374092115,0.769545323066,1.0,0.1,0.01,21.0,0.422825140943,0.0134392265091
9,0.0,10,359.972678083,354.791182895,1896.47286817,575.0,70.1578428558,13.5878676981,1702.0,285.889865155,60.2803818426,24.0,4.00751076365,0.879970238171,0.0,0.0,0.0,0.0,0.0,0.0
10,0.009,8,359.998196164,1471.51862277,728.19738447,551.0,72.6739243946,16.3821643481,1665.0,282.792434258,60.9636299382,22.0,4.00920397225,0.852327993995,4.0,0.4,0.04,15.0,0.283337800393,0.00629297432433
11,0.009,16,360.235919203,550.826313895,857.688559442,559.0,70.5634197157,14.6814119241,1669.0,285.322956306,61.2415181337,26.0,4.04226530078,0.768576485749,2.0,0.2,0.02,9.0,0.147588137364,0.00299308449134
12,0.0,13,359.778350613,899.784390312,1673.20004396,553.0,72.5215764115,16.1679418119,1703.0,283.57657113,60.1799660999,24.0,4.08028503943,0.856530269074,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,12,360.352350135,1709.47899808,1818.48039545,561.0,69.7023810854,15.5914776673,1713.0,290.375715906,62.680885361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,4,360.415714559,213.78176918,1874.02268506,573.0,71.5982176781,15.0634781471,1663.0,280.255732799,60.2311082485,54.0,8.18134621132,1.57454533698,0.0,0.0,0.0,0.0,0.0,0.0
15,0.009,8,360.180753189,1801.06738204,662.456944484,574.0,67.9776006148,13.1332174916,1633.0,279.217774315,60.3978096585,61.0,12.3055897824,3.05338199695,2.0,0.2,0.02,19.0,0.330749511547,0.0074145616348
16,0.0,11,360.008665271,1277.0077679,1644.37573358,561.0,72.6297515502,17.3139844826,1602.0,271.398233624,58.5488102086,103.0,16.1687509091,3.16737261706,0.0,0.0,0.0,0.0,0.0,0.0
17,0.009,6,360.551381956,2046.47668055,2161.94069667,568.0,73.044711088,15.4229003144,1719.0,285.985121179,60.6991044859,0.0,0.0,0.0,5.0,0.5,0.05,23.0,0.505348485818,0.0136164553013
18,0.009,3,360.446015137,117.442777336,1689.29706565,573.0,68.2254558458,13.7538597658,1705.0,291.386852615,62.12934481,0.0,0.0,0.0,3.0,0.3,0.03,15.0,0.316669640369,0.0087275534398
19,0.0,12,360.598588747,879.314970447,1751.78455645,572.0,70.1079427608,14.4220794781,1638.0,273.311639033,58.3694855734,104.0,16.6032624424,3.39670789769,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,7,360.108837127,1456.12382816,2071.7019589,559.0,68.8261889863,13.6545965466,1656.0,278.770981389,59.3771188629,71.0,12.4056472341,2.63795063823,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,10,359.911786527,1613.32948461,939.756456567,562.0,69.3633403777,14.2342559815,1614.0,278.213670228,60.6235225534,69.0,12.6928543354,2.93872788408,0.0,0.0,0.0,0.0,0.0,0.0
22,0.009,9,360.660564244,830.137932282,625.622293296,566.0,73.2359037975,15.1791044543,1707.0,282.334428743,59.3435051389,23.0,4.16330588122,0.993473569669,2.0,0.2,0.02,21.0,0.408318271017,0.0101257257168
23,0.0,9,360.776199087,1978.56541406,1079.01362775,558.0,75.0366715407,16.1347035171,1570.0,264.726090053,56.4144118636,134.0,20.3313079734,4.17562106172,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,10,360.295528734,1866.64129637,697.881680839,566.0,68.9989102406,14.3612618159,1684.0,282.820402948,60.0621249767,46.0,8.23633531718,1.83237666284,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,8,360.258447174,484.313352256,676.638799248,563.0,71.0295914205,14.3191807593,1695.0,289.00403614,61.5543411738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.009,9,360.301528107,1127.2476474,535.762975695,563.0,71.8462705704,15.0520425321,1714.0,283.891584065,59.7757914776,27.0,4.02424774381,0.713465027325,0.0,0.0,0.0,12.0,0.258475312461,0.00628135030796
27,0.0,12,360.046821842,493.930229753,573.082818369,561.0,70.3797485702,14.0537356778,1727.0,285.594717851,60.0712215997,32.0,4.02822372726,0.683966034406,0.0,0.0,0.0,0.0,0.0,0.0
28,0.009,13,360.506466995,485.65663916,1740.03145609,561.0,71.637134113,15.1839584304,1717.0,287.783676682,61.394199447,0.0,0.0,0.0,4.0,0.4,0.04,19.0,0.335428996189,0.00667080199811
29,0.0,6,360.024580584,558.742646207,2135.45378568,562.0,71.1616253512,15.9721571917,1627.0,276.351500637,59.2880663724,74.0,12.5544589097,2.73361121156,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,7,359.912523193,720.97429275,1922.88409653,569.0,71.3510591231,15.6605029256,1639.0,280.560288157,60.6233311398,52.0,8.15040367868,1.68695056295,0.0,0.0,0.0,0.0,0.0,0.0
31,0.009,10,360.664591585,664.770623528,378.236702557,559.0,71.5069166834,15.5843277452,1683.0,279.736498059,58.9896812846,54.0,8.34154967578,1.67346953487,2.0,0.2,0.02,14.0,0.264187162666,0.00694068024521
32,0.009,5,359.754268756,1463.64537114,2218.26094412,555.0,70.3570168497,14.5023315499,1698.0,289.418680589,62.2081259422,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.301473116955,0.00890700041209
33,0.009,7,359.987597328,350.989435043,1324.26767669,566.0,72.7833509053,16.5737741695,1687.0,278.288701662,58.4056450611,52.0,8.27614996572,1.81526284238,5.0,0.5,0.05,12.0,0.302712330835,0.00835873766132
34,0.009,15,359.896773451,1771.06027456,1808.61508927,561.0,72.102897423,15.462657326,1726.0,283.012880621,59.8318738295,25.0,4.03964176026,0.746360245841,6.0,0.6,0.06,16.0,0.317135227309,0.00857096637228
35,0.0,14,360.200010533,1877.66326011,933.321856745,570.0,71.3304324132,15.3520160111,1643.0,280.448328291,60.2371606655,47.0,8.22590551438,1.74366192377,0.0,0.0,0.0,0.0,0.0,0.0
36,0.009,7,360.254363422,1721.28965364,944.870346935,562.0,70.9771567049,15.6276015784,1688.0,284.255131846,60.8677427583,26.0,4.07830590676,0.861986505481,5.0,0.5,0.05,17.0,0.321295354977,0.00804294078713
37,0.0,10,360.289931297,625.109635467,1774.23475661,571.0,68.9347752533,13.2664529915,1709.0,291.401566459,62.6393531412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.009,7,360.237282112,2106.38112937,2057.9799208,566.0,69.5035619339,13.7082457746,1679.0,290.176392777,63.0905340664,0.0,0.0,0.0,3.0,0.3,0.03,13.0,0.29339713169,0.00771985320042
39,0.009,9,360.095939948,1665.23025323,1290.45201104,554.0,74.5766532243,15.9828119886,1653.0,276.512756098,59.0554030851,48.0,8.51517370983,1.82984744184,2.0,0.2,0.02,10.0,0.197095308033,0.0052724457161
40,0.009,8,360.455408339,1451.5419506,2066.52039603,569.0,69.0428364044,13.7360369922,1749.0,290.478975936,61.5980155925,0.0,0.0,0.0,3.0,0.3,0.03,18.0,0.302764422832,0.00724904320928
41,0.009,5,360.194987465,1888.65930784,1333.61628865,583.0,69.2894054126,14.1403552326,1711.0,281.969143976,58.8980633905,48.0,8.13245749909,1.61377756143,4.0,0.4,0.04,16.0,0.338954596203,0.00827516783988
42,0.009,11,359.91099915,773.518938493,1595.91583953,555.0,69.3910901815,13.9531212664,1627.0,277.468427952,59.4249379804,74.0,12.265353049,2.8229944334,5.0,0.5,0.05,19.0,0.388586265742,0.010138407747
43,0.0,6,360.368433503,1003.8766876,1948.07649605,569.0,70.301522728,13.835996182,1588.0,269.160159317,57.7466193022,129.0,20.5511540871,4.20695360463,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0,14,360.421586131,661.292762356,641.827176779,554.0,71.8666229214,15.1814203137,1660.0,280.015967947,60.066018363,48.0,8.14651096981,1.75353652899,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,6,360.508990786,1379.79886562,954.186602824,582.0,69.570350379,13.3468046852,1631.0,274.353277247,58.3904466673,100.0,16.3584411807,3.26589711487,0.0,0.0,0.0,0.0,0.0,0.0
46,0.009,10,360.058464072,745.98009318,1690.62018743,565.0,71.4908135118,15.2767504696,1693.0,284.096857269,60.8413658997,25.0,4.02251688876,0.801301047783,3.0,0.3,0.03,16.0,0.276562815502,0.00674200081007
47,0.009,3,360.281107752,2166.04823965,844.569764823,566.0,72.9300610244,16.3101307725,1684.0,286.442299499,61.3515212432,0.0,0.0,0.0,3.0,0.3,0.03,16.0,0.365819688725,0.0096661354402
48,0.0,16,360.144369593,744.498288657,1432.56282392,569.0,73.3106903615,15.5794698086,1587.0,274.67403814,59.5562439968,74.0,12.1254492017,2.54274148902,0.0,0.0,0.0,0.0,0.0,0.0
