id,probability_maraud,successful_mating,next_foraging_time,mar_attempts,mate_attempts,x_pos,y_pos,foraging_events,foraging_hrs,foraging_sqhrs,staying_events,staying_hrs,staying_sqhrs,repairing_events,repairing_hrs,repairing_sqhrs,marauding_events,marauding_hrs,marauding_sqhrs,traveling_events,traveling_hrs,traveling_sqhrs
0,0.0,9,360.20860816586077,"[['7' '57.91116374077696' 'present']
 ['20' '71.07806906918552' 'present']
 ['12' '82.61191661162427' 'present']
 ['10' '120.78935187683147' 'present']
 ['12' '133.472990256519' 'present']
 ['12' '183.72617689050327' 'present']
 ['7' '188.27057681720382' 'marauded']
 ['20' '188.97588304160155' 'destroyed']
 ['21' '210.18513680860542' 'present']
 ['9' '215.34330705209962' 'present']
 ['1' '222.98706650310746' 'present']
 ['21' '227.92922598402055' 'present']
 ['10' '250.1780261286005' 'marauded']
 ['1' '269.97203618396856' 'marauded']
 ['7' '270.8008515676141' 'presentdestroyed']
 ['12' '272.69837456381083' 'destroyed']]","[['F74' '71.838407331859' 'mated']
 ['F166' '110.51879859497413' 'mated']
 ['F123' '145.97819244829307' 'mated']
 ['F117' '165.78537880505036' 'mated']
 ['F52' '171.5694574223828' 'mated']
 ['F97' '184.3815774463033' 'mated']
 ['F110' '221.24893275873197' 'absent']
 ['F157' '245.30917833451105' 'mated']
 ['F69' '292.58075248895796' 'mated']
 ['F144' '296.7950742162269' 'mated']]",0.0,0.0,553.0,72.6765286438365,16.333443373911223,1572.0,268.95643026610855,57.978616829634085,109.0,18.462507284617704,3.923021256650797,0.0,0.0,0.0,0.0,0.0,0.0
1,0.054,13,359.9675864812262,"[['20' '0.6735213142116627' 'marauded']
 ['10' '9.173386600285431' 'present']
 ['12' '12.498545761435864' 'present']
 ['12' '13.484722534866913' 'present']
 ['12' '30.755678828389197' 'present']
 ['21' '52.373285652951076' 'marauded']
 ['12' '54.777762478191704' 'presentdestroyed']
 ['12' '59.06144873433214' 'presentdestroyed']
 ['10' '60.12445511941017' 'present']
 ['12' '60.31829030858072' 'marauded']
 ['9' '68.03256449342578' 'present']
 ['12' '72.42531845839379' 'present']
 ['20' '83.12376956662406' 'present']
 ['10' '123.2257632478154' 'present']
 ['10' '123.26512388192587' 'marauded']
 ['12' '132.39983378310774' 'present']
 ['20' '133.5445457890849' 'present']
 ['20' '149.15128219014912' 'marauded']
 ['9' '150.19412252930766' 'destroyed']
 ['21' '152.8225824928403' 'presentdestroyed']
 ['20' '159.83210813226174' 'present']
 ['7' '165.0699686773799' 'present']
 ['20' '175.3700678252061' 'present']
 ['21' '200.6341112839715' 'marauded']
 ['9' '215.33350133918876' 'present']
 ['9' '221.29370996439977' 'present']
 ['20' '253.6690131953125' 'present']
 ['20' '288.12202628227624' 'present']
 ['10' '291.9105896044749' 'present']
 ['21' '296.1518752344528' 'present']
 ['9' '325.2709711442831' 'present']
 ['20' '332.03246555934743' 'marauded']
 ['20' '344.6360676267957' 'present']
 ['9' '349.55722380859214' 'present']
 ['10' '350.4616956555687' 'present']]","[['F187' '14.758763347924459' 'mated']
 ['F35' '73.76490959092425' 'absent']
 ['F154' '101.41241717878654' 'mated']
 ['F7' '111.84468152876885' 'mated']
 ['F75' '118.83110365075515' 'mated']
 ['F204' '140.6909810255252' 'absent']
 ['F212' '144.13170737253944' 'absent']
 ['F132' '146.1571062298129' 'mated']
 ['F41' '159.36587168654634' 'mated']
 ['F113' '185.05639924295517' 'mated']
 ['F19' '197.63561921780843' 'mated']
 ['F59' '198.4362708197674' 'mated']
 ['F28' '207.78754753507357' 'destroyed']
 ['F116' '207.94210967039834' 'destroyed']
 ['F181' '213.95874980797396' 'mated']
 ['F21' '229.68303174993508' 'mated']
 ['F4' '239.02009999604303' 'mated']
 ['F185' '241.72492662080228' 'mated']
 ['F167' '284.92113393314764' 'absent']]",0.0,100.0,565.0,70.34026586155346,14.121355163727856,1454.0,244.87580246492092,51.59369074865561,247.0,42.65964999139009,9.326236986842831,15.0,1.5000000000000002,0.15000000000000008,78.0,0.7483737447495978,0.008144718792866946
2,0.0,8,360.30764414606386,"[['21' '5.97692826202935' 'present']
 ['20' '40.29192643858808' 'marauded']
 ['7' '43.108870123693336' 'presentdestroyed']
 ['9' '59.372188029581245' 'present']
 ['7' '61.857797317789654' 'present']
 ['10' '73.33603052207822' 'present']
 ['10' '80.9548383274174' 'present']
 ['10' '83.905965741209' 'present']
 ['20' '91.33368339310793' 'present']
 ['9' '99.33486248888184' 'present']
 ['1' '100.00588109498564' 'present']
 ['9' '125.86943682611002' 'marauded']
 ['10' '133.63055537491056' 'present']
 ['21' '135.57672029938112' 'present']
 ['12' '140.54297602336766' 'present']
 ['20' '143.1345066854654' 'present']
 ['7' '159.51154685391364' 'present']
 ['10' '159.88853838938036' 'present']
 ['9' '159.94488856972714' 'present']
 ['20' '164.97047439501605' 'present']
 ['20' '168.62817094887794' 'present']
 ['7' '197.42129935931231' 'present']
 ['21' '197.68429118251825' 'marauded']
 ['21' '203.3512709904792' 'presentdestroyed']
 ['21' '206.76306872664534' 'present']
 ['21' '212.86906228889254' 'present']
 ['1' '221.45220365116262' 'present']
 ['1' '228.16587082398792' 'present']
 ['9' '228.37252703583133' 'marauded']
 ['9' '258.95086513764306' 'present']
 ['10' '279.6034892415514' 'marauded']
 ['20' '295.7751543366495' 'present']
 ['9' '295.9421658945414' 'present']
 ['9' '313.5376945585677' 'marauded']
 ['10' '318.8012132060241' 'presentdestroyed']
 ['21' '341.3039129950321' 'present']
 ['10' '344.2235500338281' 'present']
 ['12' '347.74444772510765' 'present']]","[['F137' '91.1678949477681' 'mated']
 ['F125' '118.72294641744624' 'absent']
 ['F55' '129.88295788463205' 'destroyed']
 ['F109' '158.04741594610053' 'mated']
 ['F47' '177.56480797466745' 'mated']
 ['F213' '208.6780037286179' 'mated']
 ['F57' '219.75696975507003' 'mated']
 ['F98' '227.56114777581882' 'absent']
 ['F72' '229.02476035917496' 'destroyed']
 ['F24' '243.26272763518602' 'absent']
 ['F210' '244.6725391878566' 'mated']
 ['F215' '247.63594274354878' 'mated']
 ['F94' '258.65420195040235' 'mated']
 ['F167' '284.9188191183328' 'destroyed']
 ['F200' '286.9274710643408' '']]",0.0,200.0,580.0,72.74312738530466,15.299314887148183,1525.0,250.51506202957174,52.211951346565456,211.0,36.78242105054663,8.16506937255654,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,14,359.9217370063374,"[['21' '7.147648943031097' 'present']
 ['20' '10.055967799231889' 'present']
 ['20' '38.649521063074836' 'marauded']
 ['1' '47.08733180337459' 'present']
 ['12' '50.1818629920793' 'marauded']
 ['9' '60.034572265024714' 'marauded']
 ['9' '69.8493410603128' 'marauded']
 ['20' '99.02143551519794' 'present']
 ['7' '103.1460710181643' 'marauded']
 ['12' '118.95031460245869' 'present']
 ['9' '125.13216835358814' 'present']
 ['21' '149.822217437481' 'marauded']
 ['1' '160.11454905451308' 'present']
 ['10' '187.4593597605073' 'present']
 ['10' '220.51478268782813' 'present']
 ['20' '226.15628201092503' 'present']
 ['12' '240.59060578489982' 'present']
 ['9' '246.43598967136182' 'present']
 ['21' '260.72373750678844' 'present']
 ['1' '268.0839719345775' 'present']
 ['21' '280.24972403726514' 'present']
 ['10' '280.25195950779255' 'present']
 ['10' '282.686988121689' 'present']
 ['7' '310.28929215609344' 'present']
 ['9' '333.6654540457483' 'present']
 ['7' '358.1932307085485' 'present']
 ['20' '358.37581456344617' 'present']]","[['F20' '20.696658944271753' 'mated']
 ['F145' '36.8144507179666' 'mated']
 ['F155' '45.7196972628228' '']
 ['F208' '54.03910221527482' 'destroyed']
 ['F34' '101.10944391344489' 'mated']
 ['F104' '124.92283763945822' 'mated']
 ['F164' '133.08189465100932' 'mated']
 ['F29' '135.9618627352734' 'mated']
 ['F50' '142.17219832082284' 'mated']
 ['F211' '146.84013019216098' 'mated']
 ['F67' '160.4888117372579' 'mated']
 ['F184' '162.89619940177099' 'mated']
 ['F2' '178.41661750614423' 'mated']
 ['F103' '178.57397858396473' 'absent']
 ['F152' '180.79634903664314' 'absent']
 ['F98' '227.56346259063363' 'mated']
 ['F72' '229.02244554436015' 'absent']
 ['F56' '235.70439410625698' 'mated']
 ['F171' '252.60165632144756' 'mated']
 ['F40' '308.7271347821421' 'absent']]",0.0,300.0,567.0,67.0537882795944,12.877672981111434,1528.0,256.2706960303376,54.17351398617109,219.0,36.678849020994484,7.9719784930571675,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,7,360.1886021102451,"[['20' '10.723432135598916' 'present']
 ['9' '31.303672095331127' 'present']
 ['20' '31.802575482074968' 'present']
 ['7' '51.69678059152699' 'present']
 ['9' '54.62616982736395' 'present']
 ['21' '55.822427986899385' 'present']
 ['21' '57.647090287848506' 'present']
 ['10' '60.57932409288326' 'marauded']
 ['7' '67.17691459927944' 'presentdestroyed']
 ['1' '78.40593783252612' 'present']
 ['20' '101.17542392315258' 'marauded']
 ['9' '116.36078828920854' 'present']
 ['21' '124.4388623239335' 'present']
 ['7' '128.42265159147746' 'present']
 ['21' '136.10230801901545' 'present']
 ['20' '138.92906733217333' 'present']
 ['7' '143.07339507110186' 'present']
 ['7' '166.42325203065448' 'present']
 ['10' '170.4225645802096' 'marauded']
 ['10' '200.57596280874225' 'present']
 ['10' '201.20448404789545' 'present']
 ['7' '203.10197792316293' 'present']
 ['9' '258.9593148634298' 'present']
 ['1' '267.74658316881244' 'present']
 ['20' '277.36908930118483' 'present']
 ['20' '295.80646627988745' 'marauded']
 ['9' '302.8616125736437' 'presentdestroyed']
 ['1' '323.96955330468666' 'present']
 ['21' '337.14124461240107' 'marauded']
 ['21' '342.85677793871014' 'presentdestroyed']]","[['F39' '100.40424426259325' 'mated']
 ['F15' '102.53041974771322' 'destroyed']
 ['F0' '106.3330908721884' 'destroyed']
 ['F125' '118.72853487476654' 'mated']
 ['F14' '157.73509934697816' 'mated']
 ['F115' '158.84029510752143' 'mated']
 ['F147' '174.77494367707294' 'destroyed']
 ['F2' '178.41334386363874' 'absent']
 ['F19' '197.63234557530294' 'absent']
 ['F119' '262.2966232211659' 'absent']
 ['F168' '284.05881605383024' 'mated']
 ['F60' '289.1596998136306' 'mated']
 ['F90' '292.51067813633' 'mated']]",100.0,0.0,556.0,71.02345831325681,15.411934300367294,1508.0,258.70333862414583,56.02561037625555,184.0,30.45692714689961,6.715425546068495,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,8,360.2613659820095,"[['1' '31.15079750410363' 'marauded']
 ['20' '31.79276976916409' 'destroyed']
 ['7' '39.83143394403715' 'present']
 ['1' '67.65542166028757' 'present']
 ['9' '112.11259900857705' 'marauded']
 ['7' '119.46953615535963' 'marauded']
 ['9' '123.41033344026849' 'presentdestroyed']
 ['20' '141.04407807543166' 'present']
 ['1' '176.1367838962421' 'present']
 ['20' '209.93709613181707' 'present']
 ['10' '210.4347628726841' 'marauded']
 ['7' '213.7668209754904' 'destroyed']
 ['12' '248.02475894157575' 'present']
 ['10' '250.50947532038415' 'present']
 ['1' '252.82583663151945' 'marauded']
 ['7' '286.78959557716956' 'present']
 ['7' '309.5734521269597' 'present']
 ['21' '313.3424104015849' 'present']
 ['1' '324.5504630557953' 'present']]","[['F106' '83.71060967607018' 'mated']
 ['F137' '91.16462130526261' 'absent']
 ['F203' '109.82676592281075' 'mated']
 ['F43' '117.6306508606762' 'destroyed']
 ['F125' '118.72622005995173' 'destroyed']
 ['F179' '132.12503928325398' 'mated']
 ['F17' '156.48762399619253' 'mated']
 ['F116' '207.94442448521315' 'mated']
 ['F162' '224.484829595966' 'absent']
 ['F24' '243.26600127769152' 'mated']
 ['F158' '258.6283763995151' 'destroyed']
 ['F33' '261.13608159459017' 'mated']
 ['F119' '262.29430840635104' 'absent']
 ['F199' '285.608937903006' 'mated']]",100.0,100.0,563.0,76.49573273906391,17.14163846196445,1504.0,253.40479405086498,54.65004630605322,182.0,30.327788290943015,6.435417779918079,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,8,360.18308979855055,"[['10' '7.686234879724442' 'marauded']
 ['10' '37.44280218130417' 'present']
 ['7' '47.8863711431207' 'present']
 ['21' '51.288321835221666' 'present']
 ['7' '52.964519538125415' 'present']
 ['7' '62.40320835918706' 'present']
 ['9' '73.8611659935154' 'present']
 ['1' '74.65031711750831' 'present']
 ['21' '75.14708114264754' 'present']
 ['9' '121.92450956337841' 'present']
 ['21' '122.64967670516495' 'marauded']
 ['21' '134.89191718353462' 'present']
 ['9' '144.8156850890765' 'present']
 ['7' '227.32749712546607' 'marauded']
 ['21' '241.5779614668311' 'present']
 ['9' '246.47603309805032' 'present']
 ['1' '257.25902635753897' 'present']
 ['1' '283.4195706773445' 'present']
 ['7' '307.11705646738324' 'present']
 ['10' '313.84810303652995' 'present']
 ['7' '324.1142661768478' 'marauded']
 ['10' '328.4161840402602' 'presentdestroyed']
 ['21' '351.37018020072844' 'present']
 ['9' '352.203698454086' 'present']
 ['9' '355.0108591360254' 'present']]","[['F62' '94.28913518784071' 'absent']
 ['F166' '110.51362251169287' 'absent']
 ['F136' '118.43003788508834' 'mated']
 ['F111' '128.17215405633095' 'absentdestroyed']
 ['F55' '129.88527269944686' 'mated']
 ['F100' '145.2472221866629' 'mated']
 ['F202' '167.80223375857457' 'mated']
 ['F96' '183.96906590916083' 'mated']
 ['F150' '196.3104434700091' 'mated']
 ['F16' '205.7895766136208' 'mated']
 ['F209' '231.9028159829398' 'destroyed']
 ['F200' '286.92978587915565' 'mated']]",100.0,200.0,577.0,69.01886542461729,13.743837876026383,1598.0,266.77799742812084,56.3726663545065,150.0,24.302963382320534,5.096857823586669,0.0,0.0,0.0,0.0,0.0,0.0
7,0.054,6,360.09604928574873,"[['9' '39.213308687405664' 'present']
 ['9' '69.96106442860503' 'present']
 ['10' '91.8311079418299' 'present']
 ['9' '95.61950934842079' 'present']
 ['21' '104.20505583550901' 'present']
 ['20' '131.483461132122' 'present']
 ['12' '170.6089678576312' 'marauded']
 ['9' '174.59208321142003' 'destroyed']
 ['1' '177.6810023357585' 'destroyed']
 ['10' '191.5333455557982' 'present']
 ['21' '210.02105876906262' 'present']
 ['1' '214.25468680319955' 'present']
 ['21' '243.88498000689734' 'present']
 ['10' '244.27205777357167' 'present']
 ['10' '249.65049551311054' 'present']
 ['21' '249.8613395553656' 'marauded']
 ['20' '258.06646198239133' 'marauded']
 ['1' '271.5414421680665' 'marauded']
 ['9' '289.9145438381945' 'present']
 ['12' '291.4081749070524' 'marauded']
 ['1' '294.5035164594654' 'presentdestroyed']
 ['10' '298.22091030899395' 'presentdestroyed']
 ['12' '307.850793731374' 'present']
 ['1' '323.69207413401216' 'present']
 ['10' '336.9077445045743' 'present']
 ['1' '341.5202048596694' 'marauded']
 ['9' '349.82666935646057' 'present']]","[['F153' '52.40862878077434' 'mated']
 ['F64' '60.016501510618376' 'mated']
 ['F114' '61.00461583582382' 'mated']
 ['F95' '98.41004389070744' 'mated']
 ['F82' '167.26792660787197' 'mated']
 ['F45' '188.61013009833445' 'mated']
 ['F181' '213.95357372469272' 'absent']]",100.0,300.0,562.0,67.99327853566058,13.958335496292142,1484.0,253.1079128863585,54.56064175035761,217.0,36.79741887019523,7.851325379785631,16.0,1.6000000000000003,0.1600000000000001,87.0,0.7651172098398851,0.007780349794238689
8,0.0,16,360.64089045090685,"[['10' '0.8109975559096255' 'present']
 ['12' '9.14105531327987' 'present']
 ['7' '38.83711816186106' 'present']
 ['12' '47.543415436034074' 'present']
 ['7' '61.85125003277867' 'present']
 ['20' '76.61509655587224' 'present']
 ['21' '84.95956972636041' 'present']
 ['1' '106.0428152873817' 'present']
 ['9' '115.77142402508477' 'present']
 ['1' '123.03426073711924' 'present']
 ['1' '143.66365581167938' 'present']
 ['9' '159.9373976716311' 'present']
 ['7' '164.23033874573323' 'present']
 ['21' '169.81608824276358' 'present']
 ['7' '170.1965645906458' 'present']
 ['7' '203.55501973217207' 'present']
 ['9' '209.22937927484764' 'present']
 ['1' '223.510580470679' 'marauded']
 ['9' '227.55990740319393' 'presentdestroyed']
 ['9' '228.36503613773527' 'presentdestroyed']
 ['12' '237.8552724728314' 'present']
 ['21' '251.65127651592886' 'marauded']
 ['20' '255.3551366026223' 'presentdestroyed']
 ['21' '255.8542711595052' 'presentdestroyed']
 ['7' '266.8411695245835' 'present']
 ['9' '313.8506468525322' 'present']
 ['12' '323.9009999701107' 'present']
 ['1' '323.9780030304734' 'present']
 ['21' '324.0439069284829' 'present']
 ['12' '327.2457309504989' 'present']
 ['21' '344.9484183765993' 'present']
 ['20' '350.71271982190336' 'present']
 ['21' '352.66875511203784' 'present']]","[['F143' '94.55660395533369' 'mated']
 ['F48' '95.72915150667497' 'mated']
 ['F133' '105.39242556667234' 'mated']
 ['F87' '117.35870886325569' 'absent']
 ['F139' '123.2596746295634' 'mated']
 ['F22' '140.31065888627893' 'mated']
 ['F27' '144.56225824518228' 'mated']
 ['F100' '145.2383600868371' 'absent']
 ['F112' '196.42445230575603' 'mated']
 ['F194' '201.72773303562613' 'mated']
 ['F61' '206.51677973174668' 'absent']
 ['F162' '224.48155595346051' 'destroyed']
 ['F156' '225.7762516046521' 'destroyed']
 ['F209' '231.90799206622106' 'mated']
 ['F12' '233.49201678990997' 'mated']
 ['F140' '267.2259058006584' 'mated']
 ['F170' '269.3720526788782' 'mated']
 ['F53' '270.3781977382296' 'mated']
 ['F180' '283.1686979231506' 'mated']
 ['F85' '287.2818232880954' 'mated']
 ['F88' '312.31675529020725' 'absent']
 ['F25' '350.4472791649889' 'mated']]",200.0,0.0,566.0,69.00508280494839,14.365066767289857,1649.0,278.9970667309331,59.51550966924315,75.0,12.112292244895515,2.4512773239465235,0.0,0.0,0.0,0.0,0.0,0.0
9,0.054,5,359.95218291585496,"[['21' '47.687322963397435' 'present']
 ['12' '54.53781592868024' 'present']
 ['7' '77.47274285924797' 'present']
 ['10' '80.96178277186185' 'marauded']
 ['20' '81.55413515354701' 'presentdestroyed']
 ['7' '89.34663986161154' 'present']
 ['10' '120.78048977700568' 'present']
 ['10' '150.7969283829399' 'marauded']
 ['12' '183.9431691755264' 'marauded']
 ['7' '247.91822562586572' 'present']
 ['21' '251.6370119843081' 'present']
 ['10' '259.3733687048692' 'present']
 ['20' '270.33419860813365' 'present']
 ['21' '281.8900524983153' 'present']
 ['1' '283.2138170251292' 'present']
 ['12' '319.8782623094817' 'present']
 ['21' '336.6464425417426' 'present']
 ['21' '347.97158613857977' 'present']
 ['7' '356.29551880508467' 'present']]","[['F20' '20.69011165926077' 'absent']
 ['F73' '25.961773216318598' 'mated']
 ['F70' '53.41495630905141' 'absent']
 ['F0' '106.3298172296829' 'absent']
 ['F75' '118.82647402112552' 'absent']
 ['F84' '145.70594074981867' 'mated']
 ['F103' '178.5805258689757' 'absent']
 ['F110' '221.2606561270242' 'mated']
 ['F128' '238.3462958548529' 'mated']
 ['F119' '262.2998968636714' 'mated']
 ['F193' '281.6574907631538' 'absent']]",200.0,100.0,557.0,71.83183142696251,15.369106004253016,1622.0,267.360688864428,55.98110348542375,112.0,18.258937469235878,3.9211486854677697,17.0,1.7000000000000004,0.1700000000000001,99.0,0.8943958051294237,0.009216392318244178
