id,probability_maraud,successful_mating,next_foraging_time,x_pos,y_pos,foraging_events,foraging_hrs,foraging_sqhrs,staying_events,staying_hrs,staying_sqhrs,repairing_events,repairing_hrs,repairing_sqhrs,marauding_events,marauding_hrs,marauding_sqhrs,traveling_events,traveling_hrs,traveling_sqhrs
0,0.0,7,359.780504148,1845.25946747,810.011552498,563.0,70.9773008567,15.0347760619,1682.0,284.93009307,61.0395711009,22.0,4.13058760664,0.932390479169,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,6,360.151481817,1718.86622983,112.847404049,572.0,71.4877520152,15.0519691135,1722.0,288.516707838,61.4295204174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,5,360.262130924,18.7318758527,2174.36811321,581.0,73.2922587609,15.6588932955,1664.0,278.321530647,58.64147561,45.0,8.43688313944,1.92552035751,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,11,360.060245147,1161.59978218,1504.53165914,555.0,71.683128162,15.2120687915,1615.0,279.989200167,60.9061952241,51.0,8.38522583183,1.84928085898,0.0,0.0,0.0,0.0,0.0,0.0
4,0.018,7,360.013511788,1396.45528665,62.0123448052,568.0,67.7485197633,13.4387657077,1753.0,290.938893711,61.3828884015,0.0,0.0,0.0,7.0,0.7,0.07,34.0,0.838669711197,0.0263807493934
5,0.0,4,360.511842296,763.147891792,0.322733898645,570.0,71.7127178666,14.8066536289,1695.0,284.140172592,60.7585019549,22.0,4.21446500503,0.989785835429,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,13,360.165085458,1630.25542876,602.471097431,562.0,72.0344771697,15.1036771207,1600.0,271.444337027,57.9918968239,96.0,16.6430722981,3.82959612579,0.0,0.0,0.0,0.0,0.0,0.0
7,0.018,11,360.463827533,1480.19165837,1571.60464489,571.0,69.62451075,13.4700812922,1615.0,276.816279509,59.6645569391,72.0,12.5095455877,2.73177272619,5.0,0.5,0.05,31.0,0.553344027321,0.0120325721491
8,0.018,9,360.261687793,262.46449206,1731.79689621,552.0,74.7656606365,16.7726259092,1629.0,275.635432171,58.9007488715,48.0,8.16973885253,1.75653505841,7.0,0.7,0.07,42.0,0.850377399558,0.0235899119824
9,0.018,12,360.652588096,350.389810017,731.263850693,560.0,69.987009509,14.9023256754,1684.0,280.656462263,59.5076697825,52.0,8.25482232568,1.65034224156,7.0,0.7,0.07,25.0,0.481947955632,0.0124752821481
10,0.0,9,360.285864877,1137.90348752,1903.03441442,565.0,69.5293352083,14.1114876429,1700.0,282.287674698,60.3990165488,45.0,8.24819424441,1.82595596231,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,13,360.015376313,146.485463852,702.622656884,564.0,74.1557548588,16.6158530941,1553.0,265.451762285,57.7025865685,122.0,20.4987904712,4.35385272024,0.0,0.0,0.0,0.0,0.0,0.0
12,0.018,11,360.705697362,675.438730951,1822.7038816,558.0,70.5409600266,15.1717238814,1668.0,284.490580721,60.932937393,24.0,4.01471601698,0.785306429984,5.0,0.5,0.05,33.0,0.656981632097,0.0178108199049
